run_id,N_params_B,D_tokens_B,C_FLOPs_1e21,steps,batch_tokens_M,lr,wd,precision,gpu_days,step_time_ms,train_loss,val_loss,ppl,grad_norm_avg
239,0.162405,155.189,0.1512,74000,2.1,0.000292,0.021,bf16,5.6,152.3,2.5601,2.6486,14.13,1.43
240,0.162405,157.286,0.1533,75000,2.1,0.000292,0.073,bf16,5.7,152.3,2.5051,2.6477,14.12,0.857
241,0.162405,159.384,0.1553,76000,2.1,0.000292,0.048,fp16,5.8,152.3,2.493,2.6464,14.1,1.116
242,0.162405,161.481,0.1574,77000,2.1,0.000292,0.059,bf16,5.8,152.3,2.4853,2.6454,14.09,7.89
243,0.162405,163.578,0.1594,78000,2.1,0.000292,0.093,bf16,5.9,152.3,2.4558,2.6444,14.07,0.913
244,0.162405,165.675,0.1614,79000,2.1,0.000292,0.024,bf16,6.0,152.3,2.587,2.6434,14.06,0.763
245,0.162405,167.772,0.1635,80000,2.1,0.000292,0.064,bf16,6.1,152.3,2.5608,2.642,14.04,0.778
246,0.162405,169.869,0.1655,81000,2.1,0.000292,0.022,bf16,6.1,152.3,2.5869,2.6411,14.03,0.871
247,0.162405,171.966,0.1676,82000,2.1,0.000292,0.044,bf16,6.2,152.3,2.5449,2.6401,14.01,0.808
248,0.162405,174.064,0.1696,83000,2.1,0.000292,0.057,fp16,6.3,152.3,2.5376,2.6391,14.0,0.48
249,0.162405,176.161,0.1717,84000,2.1,0.000292,0.058,bf16,6.4,152.3,2.4901,2.6385,13.99,0.886
250,0.162405,178.258,0.1737,85000,2.1,0.000292,0.057,bf16,6.4,152.3,2.4717,2.6373,13.98,0.812
251,0.162405,180.355,0.1757,86000,2.1,0.000292,0.034,bf16,6.5,152.3,2.5257,2.6361,13.96,0.695
252,0.162405,182.452,0.1778,87000,2.1,0.000292,0.046,bf16,6.6,152.3,2.5559,2.6355,13.95,1.501
253,0.162405,184.549,0.1798,88000,2.1,0.000292,0.03,fp16,6.7,152.3,2.4321,2.6347,13.94,0.93
254,0.162405,186.647,0.1819,89000,2.1,0.000292,0.043,bf16,6.7,152.3,2.4247,2.6337,13.92,0.935
255,0.162405,188.744,0.1839,90000,2.1,0.000292,0.03,bf16,6.8,152.3,2.5022,2.6324,13.91,1.089
256,0.162405,190.841,0.186,91000,2.1,0.000292,0.052,bf16,6.9,152.3,2.5197,2.6317,13.9,1.437
257,0.162405,192.938,0.188,92000,2.1,0.000292,0.046,fp16,7.0,152.3,2.4688,2.6311,13.89,0.979
258,0.162405,195.035,0.19,93000,2.1,0.000292,0.032,bf16,7.1,152.3,2.5499,2.6299,13.87,8.375
259,0.162405,197.132,0.1921,94000,2.1,0.000292,0.041,fp16,7.1,152.3,2.5124,2.6292,13.86,0.936
260,0.162405,199.229,0.1941,95000,2.1,0.000292,0.059,bf16,7.2,152.3,2.5068,2.6284,13.85,0.61
261,0.162405,201.327,0.1962,96000,2.1,0.000292,0.062,bf16,7.3,152.3,2.5443,2.6274,13.84,1.4
262,0.162405,203.424,0.1982,97000,2.1,0.000292,0.075,fp16,7.4,152.3,2.5137,2.6267,13.83,1.346
263,0.162405,205.521,0.2003,98000,2.1,0.000292,0.047,bf16,7.4,152.3,2.42,2.6254,13.81,2.023
264,0.162405,207.618,0.2023,99000,2.1,0.000292,0.011,bf16,7.5,152.3,2.4176,2.6249,13.8,0.903
265,0.162405,209.715,0.2044,100000,2.1,0.000292,0.057,bf16,7.6,152.3,2.4437,2.6243,13.79,0.999
266,0.162405,211.812,0.2064,101000,2.1,0.000292,0.076,bf16,7.7,152.3,2.4571,2.6234,13.78,0.88
267,0.162405,213.91,0.2084,102000,2.1,0.000292,0.05,bf16,7.7,152.3,2.5603,2.623,13.78,0.928
268,0.162405,216.007,0.2105,103000,2.1,0.000292,0.02,fp16,7.8,152.3,2.4867,2.6218,13.76,0.926
269,0.162405,218.104,0.2125,104000,2.1,0.000292,0.018,bf16,7.9,152.3,2.5427,2.6212,13.75,1.203
270,0.162405,220.201,0.2146,105000,2.1,0.000292,0.05,fp16,8.0,152.3,2.4661,2.6206,13.74,0.698
271,0.162405,222.298,0.2166,106000,2.1,0.000292,0.013,bf16,8.0,152.3,2.4444,2.62,13.74,1.241
272,0.162405,224.395,0.2187,107000,2.1,0.000292,0.024,bf16,8.1,152.3,2.4825,2.6189,13.72,0.64
273,0.162405,226.492,0.2207,108000,2.1,0.000292,0.021,fp16,8.2,152.3,2.452,2.6186,13.72,2.22
274,0.162405,228.59,0.2227,109000,2.1,0.000292,0.067,fp16,8.3,152.3,2.467,2.6177,13.7,1.065
275,0.162405,230.687,0.2248,110000,2.1,0.000292,0.04,bf16,8.3,152.3,2.4854,2.6169,13.69,1.001
276,0.162405,232.784,0.2268,111000,2.1,0.000292,0.046,bf16,8.4,152.3,2.4583,2.6164,13.69,0.837
277,0.162405,234.881,0.2289,112000,2.1,0.000292,0.09,bf16,8.5,152.3,2.4558,2.6157,13.68,0.76
278,0.162405,236.978,0.2309,113000,2.1,0.000292,0.047,fp16,8.6,152.3,2.4732,2.6149,13.67,0.822
279,0.162405,239.075,0.233,114000,2.1,0.000292,0.077,bf16,8.6,152.3,2.4095,2.6143,13.66,1.265
280,0.162405,241.172,0.235,115000,2.1,0.000292,0.091,fp16,8.7,152.3,2.4229,2.6136,13.65,0.51
281,0.162405,243.27,0.237,116000,2.1,0.000292,0.014,fp16,8.8,152.3,2.4085,2.613,13.64,1.146
282,0.162405,245.367,0.2391,117000,2.1,0.000292,0.076,bf16,8.9,152.3,2.499,2.6125,13.63,1.465
283,0.162405,247.464,0.2411,118000,2.1,0.000292,0.011,bf16,8.9,152.3,2.421,2.612,13.63,0.423
284,0.162405,249.561,0.2432,119000,2.1,0.000292,0.034,bf16,9.0,152.3,2.4121,2.6109,13.61,0.728
285,0.162405,251.658,0.2452,120000,2.1,0.000292,0.077,bf16,9.1,152.3,2.4988,2.6108,13.61,13.318
286,0.162405,253.755,0.2473,121000,2.1,0.000292,0.025,bf16,9.2,152.3,2.4903,2.6096,13.59,1.416
287,0.162405,255.853,0.2493,122000,2.1,0.000292,0.086,fp16,9.2,152.3,2.5008,2.6092,13.59,1.887
288,0.162405,257.95,0.2514,123000,2.1,0.000292,0.063,bf16,9.3,152.3,2.4392,2.6088,13.58,0.732
289,0.162405,260.047,0.2534,124000,2.1,0.000292,0.066,bf16,9.4,152.3,2.5,2.6081,13.57,1.362
290,0.162405,262.144,0.2554,125000,2.1,0.000292,0.087,bf16,9.5,152.3,2.4641,2.6074,13.56,0.71
291,0.162405,264.241,0.2575,126000,2.1,0.000292,0.075,bf16,9.6,152.3,2.4505,2.6069,13.56,7.375
292,0.162405,266.338,0.2595,127000,2.1,0.000292,0.044,bf16,9.6,152.3,2.4794,2.6063,13.55,0.875
293,0.162405,268.435,0.2616,128000,2.1,0.000292,0.022,bf16,9.7,152.3,2.4256,2.6057,13.54,1.31
294,0.162405,270.533,0.2636,129000,2.1,0.000292,0.013,bf16,9.8,152.3,2.4592,2.6053,13.54,0.749
295,0.162405,272.63,0.2657,130000,2.1,0.000292,0.047,fp16,9.9,152.3,2.4411,2.6047,13.53,0.931
296,0.162405,274.727,0.2677,131000,2.1,0.000292,0.069,fp16,9.9,152.3,2.4437,2.604,13.52,0.851
297,0.162405,276.824,0.2697,132000,2.1,0.000292,0.092,bf16,10.0,152.3,2.43,2.6037,13.51,0.716
298,0.162405,278.921,0.2718,133000,2.1,0.000292,0.045,fp16,10.1,152.3,2.5335,2.603,13.5,1.083
299,0.162405,281.018,0.2738,134000,2.1,0.000292,0.017,bf16,10.2,152.3,2.4425,2.6026,13.5,1.65
300,0.162405,283.116,0.2759,135000,2.1,0.000292,0.049,bf16,10.2,152.3,2.5355,2.602,13.49,1.559
301,0.162405,285.213,0.2779,136000,2.1,0.000292,0.095,bf16,10.3,152.3,2.5454,2.6013,13.48,0.681
302,0.162405,287.31,0.28,137000,2.1,0.000292,0.043,bf16,10.4,152.3,2.5067,2.6008,13.47,0.665
303,0.162405,289.407,0.282,138000,2.1,0.000292,0.044,fp16,10.5,152.3,2.4101,2.6005,13.47,0.948
304,0.162405,291.504,0.2841,139000,2.1,0.000292,0.045,bf16,10.5,152.3,2.404,2.5999,13.46,1.0
305,0.162405,293.601,0.2861,140000,2.1,0.000292,0.07,bf16,10.6,152.3,2.5195,2.5993,13.45,0.833
306,0.162405,295.698,0.2881,141000,2.1,0.000292,0.082,bf16,10.7,152.3,2.4744,2.5989,13.45,1.315
307,0.162405,297.796,0.2902,142000,2.1,0.000292,0.056,fp16,10.8,152.3,2.4803,2.5985,13.44,0.618
308,0.162405,299.893,0.2922,143000,2.1,0.000292,0.091,bf16,10.8,152.3,2.4393,2.5978,13.43,0.865
316,0.409009,0.134,0.0003,64,2.09,0.000266,0.076,fp16,0.0,241.7,4.0482,4.3461,77.18,0.544
317,0.409009,0.268,0.0007,128,2.09,0.000266,0.035,bf16,0.0,241.7,3.8798,3.9625,52.59,0.843
318,0.409009,0.537,0.0013,256,2.1,0.000266,0.039,bf16,0.0,241.7,3.4633,3.6458,38.31,1.009
319,0.409009,1.074,0.0026,512,2.1,0.000266,0.079,fp16,0.1,241.7,3.3153,3.3856,29.54,0.987
320,0.409009,2.097,0.0051,1000,2.1,0.000266,0.022,bf16,0.2,241.7,2.955,3.1777,23.99,1.233
321,0.409009,4.194,0.0103,2000,2.1,0.000266,0.095,fp16,0.4,241.7,2.9201,2.9999,20.08,0.993
322,0.409009,6.291,0.0154,3000,2.1,0.000266,0.05,bf16,0.6,241.7,2.8308,2.9109,18.37,1.24
323,0.409009,8.389,0.0206,4000,2.1,0.000266,0.061,bf16,0.8,241.7,2.6728,2.8533,17.34,1.015
324,0.409009,10.486,0.0257,5000,2.1,0.000266,0.084,bf16,1.0,241.7,2.7489,2.8125,16.65,1.235
325,0.409009,12.583,0.0309,6000,2.1,0.000266,0.089,fp16,1.1,241.7,2.7077,2.7799,16.12,0.735
326,0.409009,14.68,0.036,7000,2.1,0.000266,0.073,bf16,1.3,241.7,2.6654,2.754,15.71,0.635
327,0.409009,16.777,0.0412,8000,2.1,0.000266,0.08,bf16,1.5,241.7,2.6689,2.733,15.38,0.93
328,0.409009,18.874,0.0463,9000,2.1,0.000266,0.017,bf16,1.7,241.7,2.5567,2.7147,15.1,1.176
329,0.409009,20.972,0.0515,10000,2.1,0.000266,0.043,bf16,1.9,241.7,2.4955,2.6988,14.86,1.543
330,0.409009,23.069,0.0566,11000,2.1,0.000266,0.026,fp16,2.1,241.7,2.6285,2.6849,14.66,0.898
331,0.409009,25.166,0.0618,12000,2.1,0.000266,0.077,bf16,2.3,241.7,2.487,2.6724,14.47,1.136
332,0.409009,27.263,0.0669,13000,2.1,0.000266,0.046,fp16,2.5,241.7,2.5409,2.6611,14.31,0.948
333,0.409009,29.36,0.0721,14000,2.1,0.000266,0.084,fp16,2.7,241.7,2.4745,2.6512,14.17,1.281
334,0.409009,31.457,0.0772,15000,2.1,0.000266,0.04,bf16,2.9,241.7,2.5417,2.6418,14.04,0.813
335,0.409009,33.554,0.0823,16000,2.1,0.000266,0.094,bf16,3.1,241.7,2.5707,2.6336,13.92,0.754
336,0.409009,35.652,0.0875,17000,2.1,0.000266,0.065,bf16,3.2,241.7,2.4974,2.6256,13.81,1.015
337,0.409009,37.749,0.0926,18000,2.1,0.000266,0.034,bf16,3.4,241.7,2.5334,2.6183,13.71,0.649
338,0.409009,39.846,0.0978,19000,2.1,0.000266,0.01,bf16,3.6,241.7,2.4206,2.6116,13.62,1.073
339,0.409009,41.943,0.1029,20000,2.1,0.000266,0.039,bf16,3.8,241.7,2.4457,2.6055,13.54,0.859
340,0.409009,44.04,0.1081,21000,2.1,0.000266,0.017,fp16,4.0,241.7,2.4413,2.5994,13.46,0.822
341,0.409009,46.137,0.1132,22000,2.1,0.000266,0.087,fp16,4.2,241.7,2.5259,2.5938,13.38,1.127
342,0.409009,48.234,0.1184,23000,2.1,0.000266,0.06,bf16,4.4,241.7,2.3833,2.5887,13.31,0.814
343,0.409009,50.332,0.1235,24000,2.1,0.000266,0.047,bf16,4.6,241.7,2.426,2.5837,13.25,1.019
344,0.409009,52.429,0.1287,25000,2.1,0.000266,0.078,fp16,4.8,241.7,2.4971,2.5789,13.18,1.133
345,0.409009,54.526,0.1338,26000,2.1,0.000266,0.053,bf16,5.0,241.7,2.391,2.5745,13.12,0.499
346,0.409009,56.623,0.139,27000,2.1,0.000266,0.074,bf16,5.2,241.7,2.4376,2.5703,13.07,1.197
347,0.409009,58.72,0.1441,28000,2.1,0.000266,0.052,bf16,5.3,241.7,2.4378,2.566,13.01,1.08
348,0.409009,60.817,0.1492,29000,2.1,0.000266,0.05,bf16,5.5,241.7,2.3774,2.5621,12.96,0.851
349,0.409009,62.915,0.1544,30000,2.1,0.000266,0.037,bf16,5.7,241.7,2.4185,2.5585,12.92,1.027
350,0.409009,65.012,0.1595,31000,2.1,0.000266,0.014,fp16,5.9,241.7,2.4567,2.555,12.87,0.991
351,0.409009,67.109,0.1647,32000,2.1,0.000266,0.071,bf16,6.1,241.7,2.3989,2.5517,12.83,1.466
352,0.409009,69.206,0.1698,33000,2.1,0.000266,0.077,bf16,6.3,241.7,2.4458,2.5486,12.79,1.049
353,0.409009,71.303,0.175,34000,2.1,0.000266,0.03,bf16,6.5,241.7,2.4315,2.5454,12.75,0.972
354,0.409009,73.4,0.1801,35000,2.1,0.000266,0.096,bf16,6.7,241.7,2.3911,2.5422,12.71,0.937
355,0.409009,75.497,0.1853,36000,2.1,0.000266,0.089,bf16,6.9,241.7,2.3825,2.5393,12.67,0.805
356,0.409009,77.595,0.1904,37000,2.1,0.000266,0.056,bf16,7.1,241.7,2.399,2.5363,12.63,1.201
357,0.409009,79.692,0.1956,38000,2.1,0.000266,0.076,fp16,7.3,241.7,2.3967,2.5337,12.6,1.275
358,0.409009,81.789,0.2007,39000,2.1,0.000266,0.074,bf16,7.4,241.7,2.4741,2.531,12.57,0.927
359,0.409009,83.886,0.2059,40000,2.1,0.000266,0.032,bf16,7.6,241.7,2.377,2.5286,12.54,1.191
360,0.409009,85.983,0.211,41000,2.1,0.000266,0.035,bf16,7.8,241.7,2.4247,2.5259,12.5,0.836
361,0.409009,88.08,0.2162,42000,2.1,0.000266,0.07,bf16,8.0,241.7,2.3857,2.5237,12.48,1.319
362,0.409009,90.178,0.2213,43000,2.1,0.000266,0.097,bf16,8.2,241.7,2.3587,2.5215,12.45,0.673
363,0.409009,92.275,0.2264,44000,2.1,0.000266,0.029,bf16,8.4,241.7,2.3985,2.5191,12.42,13.563
364,0.409009,94.372,0.2316,45000,2.1,0.000266,0.077,fp16,8.6,241.7,2.3623,2.5169,12.39,0.775
365,0.409009,96.469,0.2367,46000,2.1,0.000266,0.07,bf16,8.8,241.7,2.3169,2.5148,12.36,1.004
366,0.409009,98.566,0.2419,47000,2.1,0.000266,0.096,bf16,9.0,241.7,2.4602,2.5126,12.34,1.085
367,0.409009,100.663,0.247,48000,2.1,0.000266,0.078,bf16,9.2,241.7,2.3234,2.5107,12.31,0.506
368,0.409009,102.76,0.2522,49000,2.1,0.000266,0.024,bf16,9.4,241.7,2.4027,2.5087,12.29,1.438
369,0.409009,104.858,0.2573,50000,2.1,0.000266,0.05,bf16,9.5,241.7,2.3256,2.5068,12.27,0.956
370,0.409009,106.955,0.2625,51000,2.1,0.000266,0.023,fp16,9.7,241.7,2.4274,2.5048,12.24,0.947
371,0.409009,109.052,0.2676,52000,2.1,0.000266,0.069,bf16,9.9,241.7,2.4382,2.5031,12.22,1.063
372,0.409009,111.149,0.2728,53000,2.1,0.000266,0.069,bf16,10.1,241.7,2.3119,2.5014,12.2,0.763
373,0.409009,113.246,0.2779,54000,2.1,0.000266,0.056,bf16,10.3,241.7,2.4488,2.4998,12.18,0.557
374,0.409009,115.343,0.2831,55000,2.1,0.000266,0.061,bf16,10.5,241.7,2.3415,2.498,12.16,0.926
375,0.409009,117.441,0.2882,56000,2.1,0.000266,0.076,fp16,10.7,241.7,2.2984,2.4965,12.14,0.867
376,0.409009,119.538,0.2934,57000,2.1,0.000266,0.038,fp16,10.9,241.7,2.4345,2.4946,12.12,2.561
377,0.409009,121.635,0.2985,58000,2.1,0.000266,0.037,fp16,11.1,241.7,2.4101,2.4932,12.1,0.979
378,0.409009,123.732,0.3036,59000,2.1,0.000266,0.011,bf16,11.3,241.7,2.3446,2.4916,12.08,0.699
379,0.409009,125.829,0.3088,60000,2.1,0.000266,0.094,fp16,11.5,241.7,2.4267,2.4903,12.06,0.863
380,0.409009,127.926,0.3139,61000,2.1,0.000266,0.089,bf16,11.6,241.7,2.3597,2.4884,12.04,1.144
381,0.409009,130.023,0.3191,62000,2.1,0.000266,0.084,fp16,11.8,241.7,2.3231,2.487,12.02,0.894
382,0.409009,132.121,0.3242,63000,2.1,0.000266,0.07,bf16,12.0,241.7,2.3901,2.4856,12.01,1.081
383,0.409009,134.218,0.3294,64000,2.1,0.000266,0.022,bf16,12.2,241.7,2.3897,2.484,11.99,0.875
384,0.409009,136.315,0.3345,65000,2.1,0.000266,0.08,bf16,12.4,241.7,2.3516,2.4829,11.98,0.669
385,0.409009,138.412,0.3397,66000,2.1,0.000266,0.086,fp16,12.6,241.7,2.3814,2.4815,11.96,1.847
386,0.409009,140.509,0.3448,67000,2.1,0.000266,0.073,bf16,12.8,241.7,2.3017,2.4803,11.94,14.586
387,0.409009,142.606,0.35,68000,2.1,0.000266,0.033,bf16,13.0,241.7,2.3924,2.479,11.93,0.843
388,0.409009,144.703,0.3551,69000,2.1,0.000266,0.036,fp16,13.2,241.7,2.293,2.478,11.92,0.867
389,0.409009,146.801,0.3603,70000,2.1,0.000266,0.059,fp16,13.4,241.7,2.3711,2.4766,11.9,0.843
390,0.409009,148.898,0.3654,71000,2.1,0.000266,0.078,bf16,13.6,241.7,2.4216,2.4752,11.88,1.004
391,0.409009,150.995,0.3705,72000,2.1,0.000266,0.083,bf16,13.7,241.7,2.3471,2.474,11.87,9.684
392,0.409009,153.092,0.3757,73000,2.1,0.000266,0.014,fp16,13.9,241.7,2.3658,2.473,11.86,0.909
393,0.409009,155.189,0.3808,74000,2.1,0.000266,0.059,bf16,14.1,241.7,2.3765,2.4716,11.84,7.906
394,0.409009,157.286,0.386,75000,2.1,0.000266,0.095,bf16,14.3,241.7,2.282,2.4708,11.83,0.916
395,0.409009,159.384,0.3911,76000,2.1,0.000266,0.089,bf16,14.5,241.7,2.2841,2.4696,11.82,1.492
396,0.409009,161.481,0.3963,77000,2.1,0.000266,0.089,fp16,14.7,241.7,2.3759,2.4683,11.8,0.581
397,0.409009,163.578,0.4014,78000,2.1,0.000266,0.084,bf16,14.9,241.7,2.4085,2.4671,11.79,1.038
398,0.409009,165.675,0.4066,79000,2.1,0.000266,0.088,bf16,15.1,241.7,2.3347,2.4664,11.78,0.689
399,0.409009,167.772,0.4117,80000,2.1,0.000266,0.02,bf16,15.3,241.7,2.3638,2.4652,11.77,1.497
400,0.409009,169.869,0.4169,81000,2.1,0.000266,0.059,bf16,15.5,241.7,2.4129,2.4644,11.76,1.175
401,0.409009,171.966,0.422,82000,2.1,0.000266,0.05,bf16,15.7,241.7,2.2849,2.463,11.74,1.368
402,0.409009,174.064,0.4272,83000,2.1,0.000266,0.062,bf16,15.8,241.7,2.3634,2.4621,11.73,1.031
403,0.409009,176.161,0.4323,84000,2.1,0.000266,0.073,fp16,16.0,241.7,2.3968,2.4612,11.72,1.188
404,0.409009,178.258,0.4375,85000,2.1,0.000266,0.019,fp16,16.2,241.7,2.3853,2.4603,11.71,0.696
405,0.409009,180.355,0.4426,86000,2.1,0.000266,0.02,bf16,16.4,241.7,2.2875,2.4592,11.7,0.762
406,0.409009,182.452,0.4477,87000,2.1,0.000266,0.037,bf16,16.6,241.7,2.391,2.4584,11.69,0.535
407,0.409009,184.549,0.4529,88000,2.1,0.000266,0.053,bf16,16.8,241.7,2.2833,2.4573,11.67,1.359
408,0.409009,186.647,0.458,89000,2.1,0.000266,0.04,fp16,17.0,241.7,2.3711,2.4565,11.66,1.383
409,0.409009,188.744,0.4632,90000,2.1,0.000266,0.021,fp16,17.2,241.7,2.3842,2.4557,11.65,0.909
410,0.409009,190.841,0.4683,91000,2.1,0.000266,0.043,bf16,17.4,241.7,2.3875,2.4548,11.64,0.666
411,0.409009,192.938,0.4735,92000,2.1,0.000266,0.06,bf16,17.6,241.7,2.2965,2.454,11.63,0.742
412,0.409009,195.035,0.4786,93000,2.1,0.000266,0.027,bf16,17.8,241.7,2.3831,2.4529,11.62,1.54
413,0.409009,197.132,0.4838,94000,2.1,0.000266,0.041,fp16,17.9,241.7,2.3938,2.452,11.61,1.706
414,0.409009,199.229,0.4889,95000,2.1,0.000266,0.054,fp16,18.1,241.7,2.3696,2.4515,11.61,1.075
415,0.409009,201.327,0.4941,96000,2.1,0.000266,0.097,bf16,18.3,241.7,2.287,2.4506,11.59,1.538
416,0.409009,203.424,0.4992,97000,2.1,0.000266,0.063,bf16,18.5,241.7,2.2572,2.4496,11.58,1.372
417,0.409009,205.521,0.5044,98000,2.1,0.000266,0.082,fp16,18.7,241.7,2.2719,2.4491,11.58,13.821
418,0.409009,207.618,0.5095,99000,2.1,0.000266,0.095,fp16,18.9,241.7,2.3578,2.4481,11.57,0.623
419,0.409009,209.715,0.5147,100000,2.1,0.000266,0.089,bf16,19.1,241.7,2.3817,2.4475,11.56,0.904
420,0.409009,211.812,0.5198,101000,2.1,0.000266,0.037,fp16,19.3,241.7,2.2911,2.4466,11.55,0.64
421,0.409009,213.91,0.5249,102000,2.1,0.000266,0.043,bf16,19.5,241.7,2.3355,2.446,11.54,0.799
422,0.409009,216.007,0.5301,103000,2.1,0.000266,0.097,fp16,19.7,241.7,2.2586,2.4452,11.53,1.05
423,0.409009,218.104,0.5352,104000,2.1,0.000266,0.014,bf16,19.9,241.7,2.3597,2.4443,11.52,1.685
424,0.409009,220.201,0.5404,105000,2.1,0.000266,0.041,bf16,20.0,241.7,2.3211,2.4437,11.52,0.633
425,0.409009,222.298,0.5455,106000,2.1,0.000266,0.021,bf16,20.2,241.7,2.2722,2.4429,11.51,0.861
426,0.409009,224.395,0.5507,107000,2.1,0.000266,0.062,fp16,20.4,241.7,2.3749,2.4423,11.5,0.694
427,0.409009,226.492,0.5558,108000,2.1,0.000266,0.032,bf16,20.6,241.7,2.3611,2.4413,11.49,6.102
428,0.409009,228.59,0.561,109000,2.1,0.000266,0.072,fp16,20.8,241.7,2.2682,2.4408,11.48,0.849
429,0.409009,230.687,0.5661,110000,2.1,0.000266,0.02,bf16,21.0,241.7,2.333,2.4401,11.47,1.119
430,0.409009,232.784,0.5713,111000,2.1,0.000266,0.087,bf16,21.2,241.7,2.2753,2.4391,11.46,1.533
431,0.409009,234.881,0.5764,112000,2.1,0.000266,0.044,bf16,21.4,241.7,2.3739,2.4385,11.46,1.627
432,0.409009,236.978,0.5816,113000,2.1,0.000266,0.062,bf16,21.6,241.7,2.3342,2.4377,11.45,0.971
433,0.409009,239.075,0.5867,114000,2.1,0.000266,0.093,bf16,21.8,241.7,2.3481,2.4373,11.44,0.999
434,0.409009,241.172,0.5918,115000,2.1,0.000266,0.073,bf16,22.0,241.7,2.3618,2.4368,11.44,0.867
435,0.409009,243.27,0.597,116000,2.1,0.000266,0.064,bf16,22.1,241.7,2.3618,2.4362,11.43,1.027
436,0.409009,245.367,0.6021,117000,2.1,0.000266,0.043,fp16,22.3,241.7,2.2726,2.4354,11.42,0.959
437,0.409009,247.464,0.6073,118000,2.1,0.000266,0.05,fp16,22.5,241.7,2.2797,2.4349,11.42,1.27
438,0.409009,249.561,0.6124,119000,2.1,0.000266,0.029,bf16,22.7,241.7,2.2889,2.434,11.4,0.392
439,0.409009,251.658,0.6176,120000,2.1,0.000266,0.013,fp16,22.9,241.7,2.2784,2.4333,11.4,1.248
440,0.409009,253.755,0.6227,121000,2.1,0.000266,0.024,fp16,23.1,241.7,2.3328,2.4329,11.39,1.022
441,0.409009,255.853,0.6279,122000,2.1,0.000266,0.067,fp16,23.3,241.7,2.362,2.4323,11.39,0.804
442,0.409009,257.95,0.633,123000,2.1,0.000266,0.085,bf16,23.5,241.7,2.3,2.4317,11.38,0.736
443,0.409009,260.047,0.6382,124000,2.1,0.000266,0.04,fp16,23.7,241.7,2.3408,2.4309,11.37,0.785
444,0.409009,262.144,0.6433,125000,2.1,0.000266,0.049,fp16,23.9,241.7,2.3468,2.4305,11.36,0.926
445,0.409009,264.241,0.6485,126000,2.1,0.000266,0.04,bf16,24.1,241.7,2.2949,2.4298,11.36,0.74
446,0.409009,266.338,0.6536,127000,2.1,0.000266,0.062,fp16,24.2,241.7,2.3303,2.4294,11.35,0.858
447,0.409009,268.435,0.6588,128000,2.1,0.000266,0.022,bf16,24.4,241.7,2.3726,2.4288,11.35,1.058
448,0.409009,270.533,0.6639,129000,2.1,0.000266,0.029,bf16,24.6,241.7,2.3531,2.4281,11.34,0.596
449,0.409009,272.63,0.669,130000,2.1,0.000266,0.079,bf16,24.8,241.7,2.3459,2.4276,11.33,0.805
450,0.409009,274.727,0.6742,131000,2.1,0.000266,0.013,bf16,25.0,241.7,2.2637,2.427,11.32,1.181
451,0.409009,276.824,0.6793,132000,2.1,0.000266,0.031,bf16,25.2,241.7,2.3106,2.4266,11.32,10.774
452,0.409009,278.921,0.6845,133000,2.1,0.000266,0.034,bf16,25.4,241.7,2.3227,2.4261,11.31,1.033
453,0.409009,281.018,0.6896,134000,2.1,0.000266,0.04,bf16,25.6,241.7,2.3484,2.4254,11.31,1.725
454,0.409009,283.116,0.6948,135000,2.1,0.000266,0.027,bf16,25.8,241.7,2.3159,2.425,11.3,1.018
455,0.409009,285.213,0.6999,136000,2.1,0.000266,0.026,bf16,26.0,241.7,2.3211,2.4244,11.3,0.785
456,0.409009,287.31,0.7051,137000,2.1,0.000266,0.098,bf16,26.2,241.7,2.3344,2.4238,11.29,0.85
457,0.409009,289.407,0.7102,138000,2.1,0.000266,0.023,bf16,26.3,241.7,2.3744,2.4234,11.28,1.136
458,0.409009,291.504,0.7154,139000,2.1,0.000266,0.091,fp16,26.5,241.7,2.3457,2.4228,11.28,1.151
459,0.409009,293.601,0.7205,140000,2.1,0.000266,0.066,fp16,26.7,241.7,2.3114,2.4223,11.27,0.895
460,0.409009,295.698,0.7257,141000,2.1,0.000266,0.024,bf16,26.9,241.7,2.2803,2.4217,11.27,1.568
461,0.409009,297.796,0.7308,142000,2.1,0.000266,0.078,bf16,27.1,241.7,2.2667,2.4216,11.26,0.791
462,0.409009,299.893,0.736,143000,2.1,0.000266,0.045,bf16,27.3,241.7,2.325,2.4209,11.26,0.71
470,1.040867,0.134,0.0008,64,2.09,0.000243,0.021,fp16,0.0,385.6,4.106,4.2153,67.71,1.055
471,1.040867,0.268,0.0017,128,2.09,0.000243,0.09,bf16,0.1,385.6,3.5276,3.8315,46.13,0.992
472,1.040867,0.537,0.0034,256,2.1,0.000243,0.07,fp16,0.1,385.6,3.3149,3.5146,33.6,0.931
473,1.040867,1.074,0.0067,512,2.1,0.000243,0.045,bf16,0.2,385.6,3.0826,3.2545,25.91,1.827
474,1.040867,2.097,0.0131,1000,2.1,0.000243,0.089,bf16,0.5,385.6,2.849,3.0476,21.06,1.377
475,1.040867,4.194,0.0262,2000,2.1,0.000243,0.03,bf16,1.0,385.6,2.6664,2.8697,17.63,0.896
476,1.040867,6.291,0.0393,3000,2.1,0.000243,0.082,bf16,1.5,385.6,2.664,2.7802,16.12,0.837
477,1.040867,8.389,0.0524,4000,2.1,0.000243,0.058,bf16,1.9,385.6,2.6367,2.723,15.23,0.702
