file,bytes,MB,GB
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-LilithFrame-Experiment-3/results_2025-01-30T03-11-48.420023.json,114659,0.115,0.000115
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-LilithFrame-Experiment-4/results_2025-02-01T07-44-15.589128.json,114678,0.115,0.000115
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-LilithFrame/results_2025-01-29T06-14-21.361820.json,114651,0.115,0.000115
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-GreenSnake/results_2025-01-27T04-06-45.582696.json,114661,0.115,0.000115
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-Nocturne/results_2025-03-09T01-56-11.380620.json,113524,0.114,0.000114
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-Orochi-v2-Experiment/results_2025-01-28T07-33-29.878696.json,114551,0.115,0.000115
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-Orochi-v3-Experiment/results_2025-01-28T08-45-35.014563.json,114702,0.115,0.000115
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-Orochi-v4-Experiment/results_2025-01-28T11-41-49.522671.json,114632,0.115,0.000115
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-Orochi/results_2025-01-28T04-52-13.925053.json,114666,0.115,0.000115
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-1/results_2025-01-29T01-43-28.326883.json,114678,0.115,0.000115
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-2/results_2025-01-29T02-00-09.948353.json,114611,0.115,0.000115
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-3/results_2025-01-29T01-52-03.291596.json,114628,0.115,0.000115
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-4/results_2025-01-29T02-06-49.274720.json,114652,0.115,0.000115
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Mimicore-WhiteSnake/results_2025-01-27T04-00-36.616405.json,114657,0.115,0.000115
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-Unleashed-Twilight/results_2025-02-24T16-40-04.762595.json,113520,0.114,0.000114
C_efficiency_evolution/detailed_results/DoppelReflEx_MN-12B-WolFrame/results_2025-02-01T13-32-06.626014.json,114639,0.115,0.000115
C_efficiency_evolution/detailed_results/DoppelReflEx_MiniusLight-24B-test/results_2025-03-04T04-36-04.245444.json,113432,0.113,0.000113
C_efficiency_evolution/detailed_results/DoppelReflEx_MiniusLight-24B-v1b-test/results_2025-03-04T05-07-42.130665.json,113535,0.114,0.000114
C_efficiency_evolution/detailed_results/DoppelReflEx_MiniusLight-24B-v1c-test/results_2025-03-04T19-39-54.628918.json,113500,0.114,0.000113
C_efficiency_evolution/detailed_results/DoppelReflEx_MiniusLight-24B-v1d-test/results_2025-03-07T08-10-57.040104.json,113474,0.113,0.000113
C_efficiency_evolution/detailed_results/DoppelReflEx_MiniusLight-24B/results_2025-03-04T03-48-41.345537.json,113498,0.113,0.000113
C_efficiency_evolution/detailed_results/DreadPoor_Again-8B-Model_Stock/results_2024-12-18T05-38-04.604621.json,115076,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Alita99-8B-LINEAR/results_2024-11-26T09-13-36.210728.json,115066,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_AnotherTest/results_2025-01-29T02-35-35.598992.json,115127,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Aspire-8B-model_stock/results_2024-09-18T14-56-50.576279.json,119080,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_1.3-8B_model-stock/results_2024-11-06T17-49-07.924455.json,119569,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V2-8B-Model_Stock/results_2025-01-20T06-20-55.838072.json,115154,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V2-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115173,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V2.1-8B-Model_Stock/results_2025-01-20T18-49-22.014883.json,115159,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V2.1-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115176,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V2_ALT-8B-Model_Stock/results_2025-01-20T06-38-55.168149.json,115144,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V2_ALT-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115177,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V2_ALT_ROW-8B-Model_Stock/results_2025-01-20T06-42-43.305849.json,115153,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V2_ALT_ROW-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115186,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V3-8B-Model_Stock/results_2025-01-21T22-15-56.442048.json,115127,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V3-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115149,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V4-8B-Model_Stock/results_2025-01-23T10-39-04.936674.json,119575,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V4-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,119595,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V4_ALT-8B-Model_Stock/results_2025-01-23T10-44-32.891431.json,119580,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Aspire_V4_ALT-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,119598,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Asymmetric_Linearity-8B-Model_Stock/results_2024-12-20T14-48-42.157149.json,115114,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Asymmetric_Linearity-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115134,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Aurora_faustus-8B-LINEAR/results_2024-09-26T03-22-46.018360.json,119075,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Aurora_faustus-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,119092,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Aurora_faustus-8B-LORABLATED/results_2024-09-29T12-49-37.441170.json,119090,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Aurora_faustus-8B-LORABLATED/results_2025-02-13T18-27-04.338360.json,119107,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Aurora_faustus-8B-LORABLATED_ALT/results_2024-09-29T12-49-24.284544.json,119127,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Aurora_faustus-8B-LORABLATED_ALT/results_2025-02-13T18-27-04.338360.json,119129,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Autumn_Dawn-8B-LINEAR/results_2025-02-01T17-06-48.582022.json,115085,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Autumn_Dawn-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,115104,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_BaeZel-8B-LINEAR/results_2024-11-10T09-44-59.097945.json,115103,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_BaeZel-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,115123,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_BaeZel-8B-Model_Stock/results_2024-12-29T19-00-29.560316.json,115077,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_BaeZel-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115083,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_BaeZel_V2-8B-Model_Stock/results_2025-01-28T19-42-28.211701.json,115082,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_BaeZel_V2-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115104,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_BaeZel_V2_ALT-8B-Model_Stock/results_2025-01-28T19-38-58.798579.json,115097,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_BaeZel_V2_ALT-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115119,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_BaeZel_V3-8B-Model_Stock/results_2025-01-13T09-16-19.036411.json,115136,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_BaeZel_V3-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115160,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Blunt_Edge-8B-SLERP/results_2025-01-18T02-10-03.731222.json,115125,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Blunt_Edge-8B-SLERP/results_2025-02-13T18-27-04.338360.json,115146,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_BulkUp/results_2025-01-27T17-16-56.005778.json,114737,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_BulkUp/results_2025-02-13T18-27-04.338360.json,114757,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Cadence-8B-LINEAR/results_2025-02-25T20-04-11.601267.json,113955,0.114,0.000114
C_efficiency_evolution/detailed_results/DreadPoor_Caelid-8B-Model_Stock/results_2025-01-14T22-38-17.427185.json,115126,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Caelid-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115144,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Casuar-9B-Model_Stock/results_2024-12-21T13-44-19.211575.json,115154,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Casuar-9B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115235,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Condensed_Milk-8B-Model_Stock/results_2024-11-27T14-59-58.204848.json,115121,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Condensed_Milk-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115141,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_CoolerCoder-8B-LINEAR/results_2024-11-21T12-51-12.654562.json,115044,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_CoolerCoder-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,115047,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Damasteel-8B-LINEAR/results_2024-11-06T17-50-50.122250.json,119554,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Damasteel-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,119576,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Dearly_Beloved-8B-TIES/results_2024-11-22T17-19-32.707651.json,115242,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Dearly_Beloved-8B-TIES/results_2025-02-13T18-27-04.338360.json,115263,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Decayed-8B-LINEAR/results_2025-02-25T20-09-22.458828.json,113980,0.114,0.000114
C_efficiency_evolution/detailed_results/DreadPoor_Derivative-8B-Model_Stock/results_2025-01-06T12-39-47.373298.json,115140,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Derivative-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115159,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Derivative_V2-8B-Model_Stock/results_2025-01-07T17-53-46.866278.json,115123,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Derivative_V2-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115142,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Derivative_V2_ALT-8B-Model_Stock/results_2025-01-07T17-31-57.123136.json,115159,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Derivative_V2_ALT-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115179,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Derivative_V3-8B-Model_Stock/results_2025-01-08T04-38-58.510524.json,115130,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Derivative_V3-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115163,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Elusive_Dragon_Heart-8B-LINEAR/results_2024-12-18T21-57-14.616096.json,115107,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Elusive_Dragon_Heart-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,115111,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Emu_Eggs-9B-Model_Stock/results_2024-10-19T00-21-04.701620.json,119157,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Emu_Eggs-9B-Model_Stock/results_2025-02-13T18-27-04.338360.json,119221,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Eunoia_Vespera-8B-LINEAR/results_2024-09-23T15-34-53.615095.json,119028,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Eunoia_Vespera-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,119048,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Fu_sion_HA-8B-SLERP/results_2025-01-17T16-08-50.966537.json,115132,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Fu_sion_HA-8B-SLERP/results_2025-02-13T18-27-04.338360.json,115154,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_HOT_STINKING_GARBAGE/results_2025-02-03T12-25-44.299932.json,115058,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_HOT_STINKING_GARBAGE/results_2025-02-13T18-27-04.338360.json,115112,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_H_the_eighth-8B-LINEAR/results_2025-03-06T15-42-24.897731.json,113988,0.114,0.000114
C_efficiency_evolution/detailed_results/DreadPoor_Happy_New_Year-8B-Model_Stock/results_2024-12-31T13-47-19.587479.json,115137,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Happy_New_Year-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115154,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Heart_Stolen-8B-Model_Stock/results_2024-09-12T08-41-24.834372.json,119094,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Heart_Stolen-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,119100,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Heart_Stolen-ALT-8B-Model_Stock/results_2024-09-14T01-53-28.879983.json,119295,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Heart_Stolen-ALT-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,119316,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Here_We_Go_Again-8B-SLERP/results_2024-12-31T20-17-33.938464.json,115153,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Here_We_Go_Again-8B-SLERP/results_2025-02-13T18-27-04.338360.json,115172,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Howdy-8B-LINEAR/results_2025-01-16T00-49-15.558585.json,115110,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Howdy-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,115133,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Incidental-8B-Model_Stock/results_2025-01-14T00-36-17.315142.json,115125,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Incidental-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115145,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Irina-8B-model_stock/results_2024-09-03T09-15-33.576548.json,119069,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Irina-8B-model_stock/results_2025-02-13T18-27-04.338360.json,119087,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Kindling-8B-Model_Stock/results_2025-01-26T23-31-44.510400.json,115105,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Kindling-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115141,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_L3.1-BaeZel-8B-Della/results_2024-11-18T07-24-11.728796.json,115126,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_L3.1-BaeZel-8B-Della/results_2025-02-13T18-27-04.338360.json,115145,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Laughing_Stock-8B-Model_Stock/results_2025-01-27T00-42-41.347898.json,119575,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Laughing_Stock-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,119607,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Lava_Lamp-8B-SLERP/results_2025-01-18T02-12-44.217651.json,115025,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Lava_Lamp-8B-SLERP/results_2025-02-13T18-27-04.338360.json,115046,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_LemonP-8B-Model_Stock/results_2025-01-20T01-14-35.867731.json,115080,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_LemonP-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115100,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Lydia_of_Whiterun-8B-LINEAR/results_2025-02-26T06-05-04.586560.json,113999,0.114,0.000114
C_efficiency_evolution/detailed_results/DreadPoor_Machroom-3B-model_stock/results_2024-07-25T13-13-48.957746.json,119087,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Matryoshka-8B-LINEAR/results_2024-12-02T06-08-23.925788.json,115080,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Matryoshka-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,115100,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Mercury_In_Retrograde-8b-Model-Stock/results_2024-12-03T20-06-26.383676.json,115120,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Mercury_In_Retrograde-8b-Model-Stock/results_2025-02-13T18-27-04.338360.json,115139,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Minthy-8B-Model_Stock/results_2025-01-26T15-15-45.681745.json,115088,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Minthy-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115109,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Minthy_ALT-8B-Model_Stock/results_2025-01-26T15-43-02.183510.json,119562,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Minthy_ALT-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,119569,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Minthy_V2-8B-Model_Stock/results_2025-01-26T19-23-51.006257.json,119585,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Minthy_V2-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,119607,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Minus_Penus-8B-Model_Stock/results_2025-03-07T16-10-05.679943.json,113999,0.114,0.000114
C_efficiency_evolution/detailed_results/DreadPoor_Morphing-8B-Model_Stock/results_2025-01-14T22-41-03.161406.json,119590,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Not_Even_My_Final_Form-8B-Model_Stock/results_2025-01-14T22-41-30.063351.json,119625,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Not_Even_My_Final_Form-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,119658,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Nother_One-8B-Model_Stock/results_2025-01-20T00-59-37.057005.json,115123,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Nother_One-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115141,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Noxis-8B-LINEAR/results_2025-03-13T18-41-06.692706.json,113965,0.114,0.000114
C_efficiency_evolution/detailed_results/DreadPoor_Nullsworn-12B-LINEAR/results_2025-03-10T22-33-42.048008.json,113860,0.114,0.000114
C_efficiency_evolution/detailed_results/DreadPoor_Nwah-8B-Model_Stock/results_2025-02-27T09-24-09.065204.json,113983,0.114,0.000114
C_efficiency_evolution/detailed_results/DreadPoor_ONeil-model_stock-8B/results_2024-07-25T13-28-14.297521.json,119082,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_ONeil-model_stock-8B/results_2025-02-13T18-27-04.338360.json,119101,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Oh_Boy-8B-LINEAR/results_2025-01-29T18-18-41.280595.json,115118,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Oh_Boy-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,115136,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_OrangeJ-8B-Model_Stock/results_2025-01-22T00-09-52.098773.json,115073,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_OrangeJ-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115109,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Promissum_Mane-8B-LINEAR-lorablated/results_2024-10-02T02-26-56.406581.json,119108,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Promissum_Mane-8B-LINEAR-lorablated/results_2025-02-13T18-27-04.338360.json,119130,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Promissum_Mane-8B-LINEAR/results_2024-10-02T02-01-55.174584.json,119094,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Promissum_Mane-8B-LINEAR/results_2025-02-13T18-27-04.338360.json,119113,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_RPMash-8B-Model_Stock/results_2025-01-22T03-44-41.852688.json,115139,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_RPMash-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115158,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_RPMash_V3-8B-Model_Stock/results_2025-01-25T01-39-00.017938.json,119576,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_RPMash_V3-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,119581,0.120,0.000120
C_efficiency_evolution/detailed_results/DreadPoor_Rusted_Gold-8B-LINEAR/results_2025-03-07T18-29-34.818596.json,113987,0.114,0.000114
C_efficiency_evolution/detailed_results/DreadPoor_Rusted_Platinum-8B-LINEAR/results_2025-03-06T22-38-56.474512.json,113993,0.114,0.000114
C_efficiency_evolution/detailed_results/DreadPoor_Rusted_Platinum-8B-Model_Stock/results_2025-03-06T20-43-28.942442.json,114003,0.114,0.000114
C_efficiency_evolution/detailed_results/DreadPoor_Sellen-8B-model_stock/results_2024-09-02T17-46-47.033755.json,119279,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Sellen-8B-model_stock/results_2025-02-13T18-27-04.338360.json,119299,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Something-8B-Model_Stock/results_2025-01-15T09-22-05.164431.json,115094,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Something-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115116,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Spring_Dusk-8B-SCE/results_2025-02-02T15-28-36.327598.json,115120,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Spring_Dusk-8B-SCE/results_2025-02-13T18-27-04.338360.json,115139,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Summer_Dawn-8B-SCE/results_2025-02-02T07-15-27.779608.json,115119,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Summer_Dawn-8B-SCE/results_2025-02-13T18-27-04.338360.json,115140,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Summer_Dusk-8B-TIES/results_2025-02-05T02-25-28.574510.json,115140,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Summer_Dusk-8B-TIES/results_2025-02-13T18-27-04.338360.json,115161,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Summer_Rain-8B-SCE/results_2025-02-03T11-17-55.442228.json,115123,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Summer_Rain-8B-SCE/results_2025-02-13T18-27-04.338360.json,115140,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Summer_Rain-8B-TIES/results_2025-02-03T09-55-50.970325.json,115126,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Summer_Rain-8B-TIES/results_2025-02-13T18-27-04.338360.json,115143,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Sun-8B-Model_Stock/results_2025-01-27T15-46-13.564485.json,115072,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Sun-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,115092,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Sweetened_Condensed_Milk-8B-Model_Stock/results_2024-11-27T23-51-11.357784.json,118808,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Sweetened_Condensed_Milk-8B-Model_Stock/results_2025-02-13T18-27-04.338360.json,118828,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_TEST02-Ignore/results_2025-02-05T16-24-42.862094.json,115106,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_TEST02-Ignore/results_2025-02-13T18-27-04.338360.json,115124,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_TEST03-ignore/results_2025-02-05T21-02-00.315240.json,115081,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_TEST03-ignore/results_2025-02-13T18-27-04.338360.json,115099,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_TEST06-ignore/results_2025-02-07T16-33-43.140590.json,118727,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_TEST06-ignore/results_2025-02-13T18-27-04.338360.json,118748,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_TEST07-ignore/results_2025-02-07T17-51-49.400710.json,115076,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_TEST07-ignore/results_2025-02-13T18-27-04.338360.json,115094,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_TEST08-ignore/results_2025-02-07T17-56-09.870835.json,115087,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_TEST08-ignore/results_2025-02-13T18-27-04.338360.json,115107,0.115,0.000115
C_efficiency_evolution/detailed_results/DreadPoor_Trinas_Nectar-8B-model_stock/results_2024-09-02T14-06-48.716186.json,119099,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_Trinas_Nectar-8B-model_stock/results_2025-02-13T18-27-04.338360.json,119121,0.119,0.000119
C_efficiency_evolution/detailed_results/DreadPoor_UNTESTED-VENN_1.2-8B-Model_Stock/results_2024-12-27T12-12-30.735647.json,114698,0.115,0.000115
