Model,#Params (B),Submission Date,Hub License,Type,Average ⬆️,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO
Lyte/Llama-3.1-8B-Instruct-Reasoner-1o1_v0.3,8.0,2024-09-17,,🔶 fine-tuned on domain-specific datasets,25.75346114088417,70.98155117310957,27.83521213410715,19.033232628398792,2.684563758389265,4.8989583333333355,29.08724881796691
Lyte/Llama-3.2-1B-Instruct-COT-RL-Expriement1-EP04,1.236,2024-09-26,,"💬 chat models (RLHF, DPO, IFT, ...)",14.647307771096619,57.73503193748144,8.894408584162113,8.006042296072508,1.342281879194629,2.5440104166666675,9.362071513002363
Lyte/Llama-3.2-3B-Overthinker,3.213,2024-10-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,21.167473631942162,64.07975283359264,20.095582226457154,15.634441087613293,1.230425055928408,3.9049479166666674,22.059692671394796
M4-ai/TinyMistral-248M-v3,0.248,2024-10-18,apache-2.0,🟢 pretrained,4.20563631018843,16.386631914431486,1.7775539303863237,0.4531722054380665,0.0,5.150000000000001,1.466459810874704
MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,0.63,2024-11-19,,🔶 fine-tuned on domain-specific datasets,3.9187386193794325,8.662903318749805,3.237774271047842,1.0574018126888216,0.22371364653244186,8.614843750000002,1.7157949172576823
MLP-KTLim/llama-3-Korean-Bllossom-8B,8.03,2024-07-09,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",20.39691634614766,51.12800702136997,26.927527973055067,10.196374622356496,1.6778523489932917,3.6322916666666694,28.819444444444446
MTSAIR/Cotype-Nano,1.544,2024-12-01,other,🔶 fine-tuned on domain-specific datasets,13.812756376126401,37.479221798162214,14.446870023241223,9.743202416918429,2.684563758389265,2.114583333333334,16.40809692671395
MTSAIR/MultiVerse_70B,72.289,2024-06-29,other,"💬 chat models (RLHF, DPO, IFT, ...)",32.24436452801163,52.49183278146429,46.135898982415,19.259818731117825,13.870246085011187,18.815364583333327,42.89302600472813
Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.1,8.03,2024-09-17,llama3,🔶 fine-tuned on domain-specific datasets,15.954087586908154,43.61416596851908,23.990124398411343,5.740181268882175,1.6778523489932917,0.0,20.702201536643024
Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.3,8.03,2024-08-06,llama3,🔶 fine-tuned on domain-specific datasets,17.55322537025943,50.635868384774625,23.698815892387586,7.326283987915408,2.1252796420581683,0.3968749999999998,21.136229314420802
Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,8.03,2024-07-03,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",16.473094269110153,41.181177054659415,26.69176089392447,3.3987915407854987,3.355704697986576,1.920572916666666,22.2905585106383
Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,8.03,2024-07-03,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",16.484004626097455,40.27192294223771,26.289712088654472,4.607250755287009,3.5794183445190177,1.920572916666666,22.23515070921986
Magpie-Align/Llama-3-8B-Magpie-Align-v0.3,8.03,2024-08-06,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",17.40249479320385,44.97056698449004,24.311446807587018,5.664652567975831,2.0134228187919474,3.7421875000000004,23.712692080378247
Magpie-Align/Llama-3.1-8B-Magpie-Align-SFT-v0.1,8.03,2024-09-17,llama3.1,🔶 fine-tuned on domain-specific datasets,17.975799245688165,47.82067137417607,26.13667696363235,8.987915407854985,1.4541387024608499,1.8666666666666683,21.588726359338057
Magpie-Align/Llama-3.1-8B-Magpie-Align-v0.1,8.03,2024-09-17,llama3.1,"💬 chat models (RLHF, DPO, IFT, ...)",17.54685483954604,44.57838535086903,24.04053735093787,6.646525679758309,1.7897091722595053,3.091145833333334,25.134825650118202
Magpie-Align/MagpieLM-8B-Chat-v0.1,8.03,2024-09-19,llama3.1,"💬 chat models (RLHF, DPO, IFT, ...)",15.026344312964895,37.00714105240761,18.25580502860485,6.117824773413897,1.5659955257270708,2.824479166666667,24.386820330969268
Magpie-Align/MagpieLM-8B-SFT-v0.1,8.03,2024-09-19,llama3.1,🔶 fine-tuned on domain-specific datasets,17.78392950063439,47.20619068515982,23.612313350177956,7.552870090634441,2.348993288590602,3.877343750000002,22.1058658392435
MagusCorp/grpo_lora_enem_llama3_7b,8.03,2025-02-11,apache-2.0,🤝 base merges and moerges,21.634388075131113,47.23622211288271,25.896379467976946,12.16012084592145,7.941834451901568,7.973958333333333,28.59781323877068
ManoloPueblo/ContentCuisine_1-7B-slerp,7.242,2024-11-12,,🤝 base merges and moerges,21.05279849551743,39.070444199169316,32.78974404613455,7.326283987915408,7.046979865771815,17.26640625,22.816932624113473
ManoloPueblo/LLM_MERGE_CC2,7.242,2024-11-12,apache-2.0,🤝 base merges and moerges,20.747367714260108,38.53087585384557,33.241073524404655,6.419939577039275,7.270693512304249,16.444791666666664,22.576832151300238
ManoloPueblo/LLM_MERGE_CC3,7.242,2024-11-12,apache-2.0,🤝 base merges and moerges,21.67864029208779,39.58751667797001,33.23001780763082,7.930513595166164,7.941834451901568,17.42916666666667,23.95279255319149
MarinaraSpaghetti/NemoReRemix-12B,12.248,2024-09-17,,🤝 base merges and moerges,22.03458082808498,33.42508987264902,36.12470152357596,9.06344410876133,9.060402684563762,15.668229166666665,28.865617612293136
MarinaraSpaghetti/Nemomix-v4.0-12B,12.248,2024-08-02,,🤝 base merges and moerges,24.467976638019234,55.74664113441224,32.879942700903165,10.80060422960725,5.592841163310966,12.75598958333333,29.031841016548455
Marsouuu/MiniMathExpert-2_61B-ECE-PRYMMAL-Martial,2.614,2024-10-06,apache-2.0,🤝 base merges and moerges,12.494620122547147,25.484159807089632,15.297499289020854,7.401812688821751,3.355704697986576,9.273697916666668,14.154846335697396
Marsouuu/MiniQwenMathExpert-ECE-PRYMMAL-Martial,1.777,2024-10-07,,🤝 base merges and moerges,15.081989145779028,27.949618124354487,19.019948525917457,11.404833836858005,4.250559284116329,6.509114583333333,21.35786052009456
Marsouuu/MistralBase-4x7B-MoE-ECE-PRYMMAL-Martial,24.16,2024-10-03,apache-2.0,🤝 base merges and moerges,6.761759514131008,16.973629968483625,8.870227428732667,1.4350453172205437,1.230425055928408,7.8520833333333355,4.209145981087471
Marsouuu/general3B-ECE-PRYMMAL-Martial,3.821,2024-10-23,apache-2.0,🤝 base merges and moerges,22.978904737174783,27.222658102722995,35.70087336193955,15.483383685800604,9.284116331096197,18.223177083333326,31.959219858156025
Marsouuu/general3Bv2-ECE-PRYMMAL-Martial,7.616,2024-11-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,31.917859287211872,56.928172803716365,37.66776306891555,36.70694864048338,8.05369127516779,13.28385416666667,38.86672576832151
Marsouuu/lareneg1_78B-ECE-PRYMMAL-Martial,1.777,2024-10-23,apache-2.0,🤝 base merges and moerges,15.081989145779028,27.949618124354487,19.019948525917457,11.404833836858005,4.250559284116329,6.509114583333333,21.35786052009456
Marsouuu/lareneg3B-ECE-PRYMMAL-Martial,3.821,2024-11-06,apache-2.0,🤝 base merges and moerges,23.942055269453448,33.032908239028,36.35072191454026,15.181268882175228,9.955257270693513,18.39192708333333,30.740248226950357
Marsouuu/lareneg3Bv2-ECE-PRYMMAL-Martial,7.616,2024-11-06,apache-2.0,🤝 base merges and moerges,32.112665840964375,57.532679955850476,37.471640114731564,36.5558912386707,9.284116331096197,12.817187500000003,39.01447990543734
MaziyarPanahi/Calme-4x7B-MoE-v0.1,24.154,2024-08-05,apache-2.0,🤝 base merges and moerges,20.023903328526014,43.15205875964662,31.26187805626151,8.006042296072508,4.250559284116329,10.619010416666669,22.853871158392433
MaziyarPanahi/Calme-4x7B-MoE-v0.2,24.154,2024-08-05,apache-2.0,🤝 base merges and moerges,20.176360946073107,42.944720009574596,31.396819621762447,7.401812688821751,3.9149888143176734,12.536718750000004,22.86310579196217
MaziyarPanahi/Llama-3-70B-Instruct-v0.1,70.554,2024-06-26,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",26.33391343739024,47.14380067110822,32.71291726367119,18.051359516616312,4.5861297539149914,15.312760416666672,40.196513002364064
MaziyarPanahi/Llama-3-8B-Instruct-v0.10,8.03,2024-06-26,other,🔶 fine-tuned on domain-specific datasets,26.797403388133414,76.67433520835827,27.924674302120888,5.740181268882175,7.829977628635347,10.813020833333333,31.80223108747045
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,8.03,2024-07-11,other,🔶 fine-tuned on domain-specific datasets,26.888884373724007,75.27549125209998,28.270418759783485,7.779456193353475,7.38255033557047,10.924739583333334,31.700650118203306
MaziyarPanahi/Llama-3-8B-Instruct-v0.9,8.03,2024-08-06,other,🔶 fine-tuned on domain-specific datasets,26.786644392116216,76.3046494412603,27.903013285410182,7.326283987915408,7.718120805369126,9.850260416666666,31.61753841607564
MaziyarPanahi/Qwen1.5-MoE-A2.7B-Wikihow,14.316,2024-09-12,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.325434589632001,29.5432785010439,15.47343942401254,8.23262839879154,3.355704697986576,2.010677083333334,15.336879432624112
MaziyarPanahi/Qwen2-7B-Instruct-v0.1,7.616,2024-07-07,apache-2.0,🔶 fine-tuned on domain-specific datasets,22.98150895877193,33.52249808286457,31.92360727430821,22.129909365558913,4.697986577181204,13.868229166666667,31.746823286052013
MaziyarPanahi/Qwen2-7B-Instruct-v0.8,7.616,2024-07-07,apache-2.0,🔶 fine-tuned on domain-specific datasets,19.558137588276004,27.74726614272353,25.532524528361474,17.673716012084594,5.8165548098433995,12.0640625,28.514701536643027
MaziyarPanahi/calme-2.1-llama3.1-70b,70.554,2024-07-24,,"💬 chat models (RLHF, DPO, IFT, ...)",40.936032608772955,84.34298771703524,48.55364600487639,41.012084592145015,10.402684563758392,13.720572916666663,47.58421985815603
MaziyarPanahi/calme-2.1-phi3-4b,3.821,2024-06-26,mit,"💬 chat models (RLHF, DPO, IFT, ...)",25.985365252885945,55.2520645221346,38.1242795228128,13.141993957703926,10.626398210290827,8.258072916666668,30.50938238770685
MaziyarPanahi/calme-2.1-phi3.5-4b,3.821,2024-08-23,mit,"💬 chat models (RLHF, DPO, IFT, ...)",28.000378443622285,56.59095644002358,36.110096929573025,20.39274924471299,12.527964205816552,9.765624999999998,32.61487884160757
MaziyarPanahi/calme-2.1-qwen2-72b,72.699,2024-06-26,other,"💬 chat models (RLHF, DPO, IFT, ...)",44.39894388647036,81.62774770941103,57.3258823447103,40.78549848942598,17.4496644295302,20.15234375,49.05252659574468
MaziyarPanahi/calme-2.1-qwen2-7b,7.616,2024-09-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,23.5418799100886,38.16119008674761,31.00709744702013,23.11178247734139,5.257270693512303,13.795572916666666,29.918365839243506
MaziyarPanahi/calme-2.1-qwen2.5-72b,72.7,2024-09-26,other,"💬 chat models (RLHF, DPO, IFT, ...)",47.85672202584548,86.62360315075111,61.65570318314716,59.13897280966768,15.100671140939594,13.297135416666663,51.3242464539007
MaziyarPanahi/calme-2.1-rys-78b,77.965,2024-08-08,mit,"💬 chat models (RLHF, DPO, IFT, ...)",44.64399850290042,81.35547015252862,59.4700307859535,39.42598187311178,19.239373601789712,18.99739583333333,49.37573877068559
MaziyarPanahi/calme-2.2-llama3-70b,70.554,2024-06-26,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",38.14006369052438,82.0848681498424,48.57170594999846,23.94259818731118,12.192393736017896,15.30494791666667,46.74386820330969
MaziyarPanahi/calme-2.2-llama3.1-70b,70.554,2024-09-09,,"💬 chat models (RLHF, DPO, IFT, ...)",43.31100681386724,85.92667455684251,54.20646208605566,43.65558912386707,9.955257270693513,17.06953125,49.05252659574468
MaziyarPanahi/calme-2.2-phi3-4b,3.821,2024-06-26,mit,"💬 chat models (RLHF, DPO, IFT, ...)",25.232640533631113,50.69083365470286,37.733734155011526,14.501510574018129,9.507829977628639,7.695312500000001,31.26662234042553
MaziyarPanahi/calme-2.2-qwen2-72b,72.706,2024-08-06,other,"💬 chat models (RLHF, DPO, IFT, ...)",44.09009576064759,80.08151704145003,56.79594225047665,45.31722054380665,16.554809843400445,16.516927083333332,49.27415780141844
MaziyarPanahi/calme-2.2-qwen2-7b,7.616,2024-09-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,23.58331943928233,35.97299609480623,33.10936559556884,21.45015105740181,5.480984340044745,13.277864583333338,32.208554964539005
MaziyarPanahi/calme-2.2-qwen2.5-72b,72.7,2024-09-26,other,"💬 chat models (RLHF, DPO, IFT, ...)",47.22457675508573,84.76763875406145,61.80360419146786,58.91238670694864,14.541387024608499,12.016666666666671,51.305777186761226
MaziyarPanahi/calme-2.2-rys-78b,77.965,2024-08-08,mit,"💬 chat models (RLHF, DPO, IFT, ...)",44.38633440385336,79.86420475449586,59.268645675184494,40.70996978851964,20.917225950782996,16.82864583333333,48.72931442080378
MaziyarPanahi/calme-2.3-llama3-70b,70.554,2024-08-30,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",37.067032265745496,80.10401290797307,48.0085850617923,23.26283987915408,11.74496644295302,12.565625000000002,46.716164302600475
MaziyarPanahi/calme-2.3-llama3.1-70b,70.554,2024-09-18,,"💬 chat models (RLHF, DPO, IFT, ...)",43.275189943129554,86.04657863358113,55.58549511699308,39.274924471299094,12.527964205816552,17.736197916666658,48.4799793144208
MaziyarPanahi/calme-2.3-phi3-4b,3.821,2024-06-26,mit,"💬 chat models (RLHF, DPO, IFT, ...)",24.981612770364112,49.26450706348045,37.65889241962552,14.72809667673716,9.060402684563762,7.754166666666667,31.42361111111111
MaziyarPanahi/calme-2.3-qwen2-72b,72.706,2024-09-15,other,"💬 chat models (RLHF, DPO, IFT, ...)",33.00083092091415,38.498406450440385,51.22830430718469,31.722054380664655,16.21923937360179,11.23828125,49.09869976359338
MaziyarPanahi/calme-2.3-qwen2-7b,7.616,2024-09-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,23.08170100435127,38.24862476008103,30.95608211537095,20.694864048338367,6.263982102908276,13.313281249999998,29.01337174940898
MaziyarPanahi/calme-2.3-rys-78b,77.965,2024-09-03,mit,"💬 chat models (RLHF, DPO, IFT, ...)",44.55737382877077,80.65854155862002,59.57454695904105,39.803625377643506,20.581655480984338,16.999218749999997,49.7266548463357
MaziyarPanahi/calme-2.4-llama3-70b,70.554,2024-06-26,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",32.486225248764676,50.27371817887649,48.39776612820646,24.47129909365559,11.968680089485462,13.098958333333336,46.706929669030735
MaziyarPanahi/calme-2.4-qwen2-7b,7.616,2024-09-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,22.85144077010553,32.995452067181745,31.818265642234802,20.31722054380665,4.4742729306487705,14.426822916666667,33.076610520094555
MaziyarPanahi/calme-2.4-rys-78b,77.965,2024-09-03,mit,"💬 chat models (RLHF, DPO, IFT, ...)",50.76504719022304,80.10899967641413,62.15654929467119,40.70996978851964,20.3579418344519,34.56614583333333,66.690676713948
MaziyarPanahi/calme-2.5-qwen2-7b,7.616,2024-09-29,apache-2.0,🔶 fine-tuned on domain-specific datasets,22.659538685051796,31.449221399220733,28.28099517875505,22.58308157099698,8.05369127516779,15.791927083333334,29.79831560283688
MaziyarPanahi/calme-2.6-qwen2-7b,7.616,2024-09-29,apache-2.0,🔶 fine-tuned on domain-specific datasets,21.23233085446529,34.426765426845215,29.30841923308876,12.16012084592145,4.586129753914999,16.560156250000002,30.352393617021285
MaziyarPanahi/calme-2.7-qwen2-7b,7.616,2024-09-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,22.355267151114735,35.92301759331906,28.912244614673995,13.821752265861026,5.480984340044745,19.93671875,30.056885342789595
MaziyarPanahi/calme-3.1-baguette-3b,3.085,2024-11-08,other,🔶 fine-tuned on domain-specific datasets,25.581601911367752,62.343692513641585,25.50768075774144,25.604229607250755,4.809843400447425,8.565625000000002,26.658540189125297
MaziyarPanahi/calme-3.1-instruct-3b,3.085,2024-11-08,other,🔶 fine-tuned on domain-specific datasets,21.507090636089913,43.35939750971866,27.309895959339894,17.749244712990937,4.809843400447425,7.401041666666669,28.413120567375884
MaziyarPanahi/calme-3.1-instruct-78b,77.965,2024-11-27,other,"💬 chat models (RLHF, DPO, IFT, ...)",51.28748997363473,81.35547015252862,62.40968270370106,39.274924471299094,19.463087248322143,36.49947916666666,68.72229609929079
MaziyarPanahi/calme-3.1-llamaloi-3b,3.213,2024-11-08,llama3.2,🔶 fine-tuned on domain-specific datasets,24.0933506270088,73.75175645066203,23.7691655758483,17.29607250755287,4.138702460850116,1.1067708333333328,24.497635933806144
MaziyarPanahi/calme-3.2-baguette-3b,3.085,2024-11-08,other,🔶 fine-tuned on domain-specific datasets,26.332491008465908,63.38282423968404,25.865746650731108,28.247734138972806,5.92841163310962,8.595052083333334,25.975177304964536
MaziyarPanahi/calme-3.2-instruct-3b,3.086,2024-11-08,other,🔶 fine-tuned on domain-specific datasets,24.62035249644337,55.33196363426819,27.976798242393084,21.676737160120847,4.4742729306487705,8.787239583333333,29.47510342789598
MaziyarPanahi/calme-3.2-instruct-78b,77.965,2024-11-28,other,🔶 fine-tuned on domain-specific datasets,52.08138397879168,80.62607215521483,62.609443282901594,40.33232628398791,20.3579418344519,38.52890624999999,70.03361406619385
MaziyarPanahi/calme-3.3-baguette-3b,3.086,2024-11-08,other,🔶 fine-tuned on domain-specific datasets,27.407100524692495,63.59514975819714,25.596594106096415,38.066465256797585,4.026845637583895,7.136197916666667,26.021350472813243
MaziyarPanahi/calme-3.3-instruct-3b,3.086,2024-11-08,other,🔶 fine-tuned on domain-specific datasets,27.77891097790277,64.23212631373644,25.682137818579093,37.38670694864049,4.36241610738255,9.395052083333335,25.615026595744684
Minami-su/Amara-o1-7B-Qwen,7.616,2025-01-08,apache-2.0,🔶 fine-tuned on domain-specific datasets,34.488976713679584,73.89914316236475,32.7968298710958,51.81268882175226,5.8165548098433995,8.35,34.258643617021285
Minami-su/Amara-o2-7B-Qwen,7.616,2025-01-09,apache-2.0,🔶 fine-tuned on domain-specific datasets,31.034506834602485,71.46615424850509,31.79812727299554,40.86102719033233,1.7897091722595053,5.128385416666668,35.163637706855795
Minami-su/test-7B-00,7.616,2024-12-24,,🔶 fine-tuned on domain-specific datasets,29.950834319546107,66.90492338107333,21.48995001898129,45.16616314199396,7.046979865771815,10.342187500000001,28.75480200945626
Minami-su/test-7B-01,7.616,2024-12-24,,🔶 fine-tuned on domain-specific datasets,30.08150931571436,67.36204382150471,20.824494266256867,45.54380664652568,7.606263982102905,10.979427083333336,28.173020094562645
Minami-su/test-v2-7B-00,7.616,2024-12-25,,🔶 fine-tuned on domain-specific datasets,29.484350067576724,67.47197436136119,21.19075482398095,44.18429003021148,5.592841163310966,10.995052083333336,27.47118794326241
ModelCloud/Llama-3.2-1B-Instruct-gptqmodel-4bit-vortex-v1,5.453,2025-01-02,llama3.2,"💬 chat models (RLHF, DPO, IFT, ...)",12.430004377968435,52.68919799465418,5.859172283470534,6.042296072507553,0.44742729306487633,1.0479166666666664,8.494015957446807
ModelSpace/GemmaX2-28-9B-v0.1,10.159,2025-02-24,gemma,🔶 fine-tuned on domain-specific datasets,5.991108905848541,0.3921816336210145,11.707676917585223,2.719033232628399,3.5794183445190177,3.873697916666666,13.67464539007092
MoonRide/Llama-3.2-3B-Khelavaster,3.607,2025-03-10,llama3.2,🤝 base merges and moerges,20.144904682630184,49.24954675815725,22.686343682382102,16.1631419939577,3.6912751677852316,5.504947916666668,23.57417257683215
Mostafa8Mehrabi/llama-3.2-1b-Insomnia-ChatBot-merged,1.236,2025-03-10,,🤝 base merges and moerges,3.192716297399995,13.206735905176043,2.4675184428555217,0.7552870090634441,0.0,1.2695312499999996,1.457225177304964
MrRobotoAI/MrRoboto-ProLong-8b-v4i,4.015,2024-12-29,,🤝 base merges and moerges,17.58291861856009,38.34603297029659,23.792248519686385,5.5135951661631415,5.257270693512303,9.605208333333328,22.983156028368796
MrRobotoAI/MrRoboto-ProLongBASE-pt8-unaligned-8b,4.015,2024-12-29,,🤝 base merges and moerges,15.935345737822864,34.754008253655854,22.941209992999802,4.229607250755287,4.138702460850116,12.152343750000002,17.396202718676122
MultivexAI/Gladiator-Mini-Exp-1211-3B,3.213,2024-12-11,mit,🔶 fine-tuned on domain-specific datasets,22.27221013046616,68.760887777763,22.116062493215253,13.746223564954683,3.0201342281879207,2.0833333333333326,23.90661938534279
MultivexAI/Gladiator-Mini-Exp-1221-3B-Instruct,3.213,2024-12-20,mit,🔶 fine-tuned on domain-specific datasets,20.114352261478917,60.78748830879843,20.39546213621821,13.51963746223565,1.7897091722595053,1.432291666666666,22.761524822695034
MultivexAI/Gladiator-Mini-Exp-1221-3B-Instruct-V2,3.213,2024-12-21,mit,🔶 fine-tuned on domain-specific datasets,20.415195595809834,62.15386286165153,20.651248138719236,14.123867069486403,1.7897091722595053,1.2695312499999996,22.50295508274231
MultivexAI/Gladiator-Mini-Exp-1222-3B-Instruct,3.213,2024-12-22,mit,🔶 fine-tuned on domain-specific datasets,20.353088592931517,61.63180361440977,20.567490871055163,14.123867069486403,1.7897091722595053,1.5950520833333328,22.410608747044915
MultivexAI/Phi-3.5-Mini-Instruct-MultiVex-v0.25-GGUF,3.821,2024-11-13,,"💬 chat models (RLHF, DPO, IFT, ...)",3.8347704638023603,14.398241111362296,1.6023814703484736,0.6042296072507553,0.6711409395973182,4.524739583333332,1.2078900709219857
Mxode/NanoLM-0.3B-Instruct-v1,0.315,2024-09-05,gpl-3.0,🔶 fine-tuned on domain-specific datasets,5.737739264323998,15.36744726215331,3.104609898338746,1.4350453172205437,2.9082774049216997,10.440104166666668,1.1709515366430252
Mxode/NanoLM-0.3B-Instruct-v1.1,0.315,2024-09-05,gpl-3.0,🔶 fine-tuned on domain-specific datasets,5.974298608437977,17.827918810977096,3.0952799822018195,1.3595166163141994,0.0,12.216666666666669,1.3464095744680846
Mxode/NanoLM-0.3B-Instruct-v2,0.315,2024-09-08,gpl-3.0,🔶 fine-tuned on domain-specific datasets,5.01367055199107,16.67885654507817,2.2094810446663793,0.6797583081570997,1.4541387024608499,7.565625,1.4941637115839235
Mxode/NanoLM-1B-Instruct-v1.1,1.076,2024-09-08,gpl-3.0,🔶 fine-tuned on domain-specific datasets,6.756723242219516,23.952889444451834,6.106919191919192,3.625377643504532,1.7897091722595053,2.675520833333333,2.3899231678486985
Mxode/NanoLM-1B-Instruct-v2,1.076,2024-09-09,gpl-3.0,🔶 fine-tuned on domain-specific datasets,7.35441459615685,26.298443684978082,4.910622895622894,4.1540785498489425,1.7897091722595053,4.3343750000000005,2.639258274231678
NAPS-ai/naps-gemma-2-27b-v-0.1.0,27.227,2024-11-11,apache-2.0,🔶 fine-tuned on domain-specific datasets,1.6796019124036488,0.0,2.3470409575204094,0.0,1.342281879194629,4.524739583333332,1.8635490543735225
NAPS-ai/naps-gemma-2-27b-v0.1.0,27.227,2024-11-11,apache-2.0,🔶 fine-tuned on domain-specific datasets,1.6796019124036488,0.0,2.3470409575204094,0.0,1.342281879194629,4.524739583333332,1.8635490543735225
NAPS-ai/naps-llama-3_1-8b-instruct-v0.3,8.03,2024-09-30,apache-2.0,🔶 fine-tuned on domain-specific datasets,23.27833752065767,53.90818583580456,26.27454019814682,19.033232628398792,6.599552572706939,7.205208333333334,26.649305555555554
NAPS-ai/naps-llama-3_1-8b-instruct-v0.4,8.03,2024-09-30,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",27.71508453774743,73.44202272193337,27.832818693945708,19.637462235649547,3.9149888143176734,13.964322916666667,27.498891843971627
NAPS-ai/naps-llama-3_1-instruct-v0.5.0,8.03,2024-09-30,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",16.000822862572466,50.20124381086628,18.110133310152776,3.625377643504532,2.460850111856823,3.675520833333333,17.93181146572104
NAPS-ai/naps-llama-3_1_instruct-v0.6.0,8.03,2024-11-13,apache-2.0,🔶 fine-tuned on domain-specific datasets,15.779501356421212,32.80063564675062,22.339533869982745,6.419939577039275,4.250559284116329,3.971614583333333,24.894725177304963
NAPS-ai/naps-llama3.1-70B-v0.2-fp16,70.761,2024-12-12,apache-2.0,🔶 fine-tuned on domain-specific datasets,4.215465224433852,18.449935061193187,3.0702609839914836,0.0,0.0,2.675520833333333,1.0970744680851066
NCSOFT/Llama-VARCO-8B-Instruct,8.03,2024-12-21,llama3.1,"💬 chat models (RLHF, DPO, IFT, ...)",20.983509272665156,44.703276196048705,29.177056729688577,10.649546827794563,6.263982102908276,10.775781249999996,24.33141252955083
NJS26/NJS_777,10.362,2025-02-27,,🤝 base merges and moerges,4.500174317249103,18.809647291409014,3.1606011091305213,0.0,0.0,3.2226562499999996,1.8081412529550822
NLPark/AnFeng_v3.1-Avocet,34.393,2024-08-07,cc-by-nc-nd-4.0,🔶 fine-tuned on domain-specific datasets,28.39095634882293,50.96311121158526,40.309033651453255,15.93655589123867,9.955257270693513,14.979947916666662,38.20183215130024
NLPark/B-and-W_Flycatcher-3AD1E,14.77,2024-09-28,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",30.467332952617294,49.08465094837254,43.74245801092346,23.791540785498487,10.738255033557047,13.883854166666671,41.56323877068557
NLPark/Shi-Ci-Robin-Test_3AD80,70.554,2024-10-25,llama3.1,"💬 chat models (RLHF, DPO, IFT, ...)",39.234122021270416,72.26547782107032,52.265661751102094,31.570996978851962,14.65324384787472,18.86588541666667,45.78346631205674
NTQAI/NxMobileLM-1.5B-SFT,1.544,2025-01-15,mit,🔶 fine-tuned on domain-specific datasets,18.734829287552035,63.92239258500778,16.162542725891466,8.459214501510575,1.230425055928408,2.4401041666666674,20.194296690307326
NTQAI/Nxcode-CQ-7B-orpo,7.25,2024-08-10,other,"💬 chat models (RLHF, DPO, IFT, ...)",12.373779699446112,40.07211975336551,17.58000487008142,2.190332326283988,0.5592841163310973,7.04609375,6.794843380614658
NYTK/PULI-GPTrio,7.673,2024-08-24,cc-by-nc-4.0,🟢 pretrained,5.833727911056492,21.79716485591564,3.0152211415704975,1.2084592145015105,2.1252796420581683,5.3343750000000005,1.521867612293143
NYTK/PULI-LlumiX-32K,6.738,2024-08-24,llama2,🟩 continuously pretrained,6.519109356715034,16.99612583500667,5.107047129907727,1.283987915407855,0.44742729306487633,7.718750000000001,7.561317966903072
Naveenpoliasetty/llama3-8B-V2,8.03,2024-06-26,,🔶 fine-tuned on domain-specific datasets,20.820686737632144,41.226168787705504,30.873209425039573,7.854984894259818,5.369127516778524,9.183593750000002,30.417036052009454
NbAiLab/nb-llama-3.1-8B-Instruct,8.03,2024-12-10,,🔶 fine-tuned on domain-specific datasets,8.479797435320535,36.2502604201297,5.448858800501278,2.2658610271903323,3.1319910514541416,1.5950520833333328,2.186761229314421
NbAiLab/nb-llama-3.1-8B-sft,8.03,2024-12-11,llama3.1,🔶 fine-tuned on domain-specific datasets,8.180260967339196,36.15783897835521,5.952497646658256,2.190332326283988,0.5592841163310973,1.7578124999999993,2.4638002364066187
Nekochu/Llama-3.1-8B-German-ORPO,8.03,2024-09-24,llama3.1,🔶 fine-tuned on domain-specific datasets,23.254052215833834,46.10710692074806,29.419254274936463,11.706948640483382,8.83668903803132,16.860416666666666,26.593897754137114
Nekochu/Llama-3.1-8B-french-DPO,8.03,2024-10-12,apache-2.0,🔶 fine-tuned on domain-specific datasets,21.701292312420733,46.56422736117945,30.03259699633449,9.743202416918429,5.480984340044745,11.561979166666667,26.824763593380613
Nekochu/Luminia-13B-v3,13.016,2024-09-25,apache-2.0,🔶 fine-tuned on domain-specific datasets,11.635076640566737,25.231829323971507,17.690523920374847,1.812688821752266,2.684563758389265,8.891666666666667,13.499187352245862
