N_params_B,D_tokens_B,val_loss,pred_add
1.416184,62.915,2.3934,2.393415846501564
1.416184,65.012,2.3898,2.389861336838523
1.416184,67.109,2.3865,2.3864506211030196
1.416184,69.206,2.3831,2.383173654194041
1.416184,71.303,2.3799,2.3800213705677082
1.416184,73.4,2.3769,2.3769855631839825
1.416184,75.497,2.374,2.374058780391372
1.416184,77.595,2.3712,2.3712329141120163
1.416184,79.692,2.3684,2.368504462630928
1.416184,81.789,2.3659,2.3658663879029067
1.416184,83.886,2.3633,2.363313491643087
1.416184,85.983,2.361,2.3608409951367575
1.416184,88.08,2.3581,2.358444496109322
1.416184,90.178,2.3562,2.356118838968818
1.416184,92.275,2.354,2.353862481124765
1.416184,94.372,2.3514,2.3516708153108645
1.416184,96.469,2.3495,2.3495406098520113
1.416184,98.566,2.3474,2.3474688603469738
1.416184,100.663,2.3453,2.3454527692490035
1.416184,102.76,2.3434,2.343489727663193
1.416184,104.858,2.3414,2.3415763988022893
1.416184,106.955,2.3399,2.3397123270569606
1.416184,109.052,2.338,2.337894454675863
1.416184,111.149,2.3362,2.3361207807270565
1.416184,113.246,2.3345,2.334389426630544
1.416184,115.343,2.3326,2.3326986265742033
1.416184,117.441,2.331,2.3310459401162342
1.416184,119.538,2.3295,2.3294313766524346
1.416184,121.635,2.3277,2.3278526629256464
1.416184,123.732,2.3264,2.3263084051448395
1.416184,125.829,2.3248,2.324797286170222
1.416184,127.926,2.3233,2.32331806010321
1.416184,130.023,2.3219,2.3218695473398143
1.416184,132.121,2.3205,2.320449960288594
1.416184,134.218,2.319,2.3190595915898387
1.416184,136.315,2.3178,2.3176967512286746
1.416184,138.412,2.3162,2.31636048308579
1.416184,140.509,2.3151,2.315049878099487
1.416184,142.606,2.3138,2.3137640712881313
1.416184,144.703,2.3125,2.31250223900165
1.416184,146.801,2.3113,2.3112630111192063
1.416184,148.898,2.3099,2.310046820276339
1.416184,150.995,2.3089,2.3088523561962147
1.416184,153.092,2.3077,2.3076789369857567
1.416184,155.189,2.3065,2.3065259111223
1.416184,157.286,2.3055,2.3053926557121613
1.416184,159.384,2.3042,2.3042780480794933
1.416184,161.481,2.303,2.3031825801627384
1.416184,163.578,2.3019,2.3021051698874038
1.416184,165.675,2.3011,2.301045293759244
1.416184,167.772,2.2999,2.300002449842855
1.416184,169.869,2.2991,2.2989761566174884
1.416184,171.966,2.2978,2.2979659519068583
1.416184,174.064,2.2971,2.2969709212633
1.416184,176.161,2.296,2.295991586643381
1.416184,178.258,2.295,2.2950270601777882
1.416184,180.355,2.294,2.294076947666548
1.416184,182.452,2.2932,2.2931408698321416
1.416184,184.549,2.2922,2.292218461590789
1.416184,186.647,2.2914,2.291308940970351
1.416184,188.744,2.2904,2.2904128361631786
1.416184,190.841,2.2895,2.2895293840532456
1.416184,192.938,2.2886,2.288658269873965
1.416184,195.035,2.2878,2.2877991900024646
1.416184,197.132,2.287,2.2869518514502745
1.416184,199.229,2.286,2.286115971382425
1.416184,201.327,2.2852,2.2852908860154333
1.416184,203.424,2.2845,2.284477117925049
1.416184,205.521,2.2837,2.2836740161945444
1.416184,207.618,2.2829,2.282881334303746
1.416184,209.715,2.2821,2.282098833846891
1.416184,211.812,2.2814,2.2813262841875606
1.416184,213.91,2.2805,2.280563100649145
1.416184,216.007,2.2797,2.279809794619459
1.416184,218.104,2.2791,2.2790657908076413
1.416184,220.201,2.2782,2.278330886549562
1.416184,222.298,2.2776,2.2776048854730417
1.416184,224.395,2.2767,2.27688759724534
1.416184,226.492,2.2763,2.276178837333034
1.416184,228.59,2.2755,2.2754780947314797
1.416184,230.687,2.2748,2.274785863773874
1.416184,232.784,2.2742,2.2741016400179803
1.416184,234.881,2.2736,2.2734252599523366
1.416184,236.978,2.2728,2.272756564826402
1.416184,239.075,2.2719,2.2720954004712635
1.416184,241.172,2.2713,2.271441617128597
1.416184,243.27,2.2707,2.270794762670423
1.416184,245.367,2.2702,2.270155312261177
1.416184,247.464,2.2696,2.2695228183925606
1.416184,249.561,2.2688,2.2688971473900157
1.416184,251.658,2.2683,2.2682781692434206
1.416184,253.755,2.2676,2.267665757477093
1.416184,255.853,2.267,2.2670595015740886
1.416184,257.95,2.2663,2.2664598596500554
1.416184,260.047,2.2658,2.2658664246139923
1.416184,262.144,2.2652,2.26527908293808
1.416184,264.241,2.2646,2.264697724058021
1.416184,266.338,2.2642,2.2641222402728918
1.416184,268.435,2.2635,2.2635525266491334
1.416184,270.533,2.2632,2.262988213287155
1.416184,272.63,2.2625,2.2624297384303063
1.416184,274.727,2.2619,2.261876734590505
1.416184,276.824,2.2613,2.261329107020735
1.416184,278.921,2.2609,2.260786763316721
1.416184,281.018,2.2602,2.2602496133419043
1.416184,283.116,2.2597,2.2597173166427846
1.416184,285.213,2.2594,2.259190294803696
1.416184,287.31,2.2587,2.258668209144056
1.416184,289.407,2.2583,2.258150977905716
1.416184,291.504,2.2576,2.257638521264608
1.416184,293.601,2.2571,2.2571307612714713
1.416184,295.698,2.2568,2.2566276217948036
1.416184,297.796,2.2561,2.256128791773732
1.416184,299.893,2.2558,2.2556346740501474
2.782831,0.134,4.1162,4.116626227795091
2.782831,0.268,3.7324,3.7327578357008417
2.782831,0.537,3.4164,3.4158103471357375
2.782831,1.074,3.1558,3.1555234125892433
2.782831,2.097,2.9476,2.94789262050542
2.782831,4.194,2.7702,2.770118020889181
2.782831,6.291,2.6811,2.6810376468926034
2.782831,8.389,2.6238,2.6236692700560766
2.782831,10.486,2.5824,2.5822674120251192
2.782831,12.583,2.5504,2.550306514412972
2.782831,14.68,2.5246,2.5245271936545204
2.782831,16.777,2.503,2.5030774212816516
2.782831,18.874,2.4846,2.4848112694584215
2.782831,20.972,2.469,2.4689669452405827
2.782831,23.069,2.455,2.4550379335801016
2.782831,25.166,2.4427,2.4426420133941193
2.782831,27.263,2.4313,2.431502303502574
2.782831,29.36,2.4212,2.421408602798153
2.782831,31.457,2.4123,2.4121978638751083
2.782831,33.554,2.4037,2.4037412705883305
2.782831,35.652,2.396,2.3959318412333253
2.782831,37.749,2.3887,2.3886928325909116
2.782831,39.846,2.3819,2.3819510423211097
2.782831,41.943,2.3757,2.3756487243049556
2.782831,44.04,2.3697,2.3697373142152243
2.782831,46.137,2.3642,2.364175612320009
2.782831,48.234,2.3589,2.3589283904046248
2.782831,50.332,2.3539,2.3539630067529673
2.782831,52.429,2.3492,2.349257886800705
2.782831,54.526,2.3448,2.3447876667095495
2.782831,56.623,2.3405,2.340532239073972
2.782831,58.72,2.3366,2.336473883212384
2.782831,60.817,2.3325,2.3325969083757405
2.782831,62.915,2.3288,2.3288856294636093
2.782831,65.012,2.3253,2.325331119800569
2.782831,67.109,2.3221,2.3219204040650654
2.782831,69.206,2.3186,2.3186434371560867
2.782831,71.303,2.3156,2.3154911535297535
2.782831,73.4,2.3123,2.3124553461460278
2.782831,75.497,2.3095,2.3095285633534175
2.782831,77.595,2.3068,2.306702697074062
2.782831,79.692,2.304,2.3039742455929733
2.782831,81.789,2.3014,2.301336170864952
2.782831,83.886,2.2987,2.2987832746051327
2.782831,85.983,2.2964,2.296310778098803
2.782831,88.08,2.2941,2.293914279071368
2.782831,90.178,2.2915,2.291588621930863
2.782831,92.275,2.2893,2.2893322640868106
2.782831,94.372,2.2873,2.2871405982729103
2.782831,96.469,2.2851,2.2850103928140566
2.782831,98.566,2.2829,2.282938643309019
2.782831,100.663,2.2809,2.2809225522110492
2.782831,102.76,2.2789,2.2789595106252385
2.782831,104.858,2.2769,2.277046181764335
2.782831,106.955,2.2751,2.2751821100190064
2.782831,109.052,2.2733,2.2733642376379084
2.782831,111.149,2.2715,2.2715905636891023
2.782831,113.246,2.2698,2.2698592095925894
2.782831,115.343,2.2682,2.2681684095362487
2.782831,117.441,2.2666,2.2665157230782795
2.782831,119.538,2.2648,2.26490115961448
2.782831,121.635,2.2634,2.263322445887692
2.782831,123.732,2.2617,2.2617781881068852
2.782831,125.829,2.2603,2.2602670691322677
2.782831,127.926,2.2588,2.2587878430652553
2.782831,130.023,2.2572,2.25733933030186
2.782831,132.121,2.2559,2.2559197432506397
2.782831,134.218,2.2545,2.2545293745518844
2.782831,136.315,2.2532,2.25316653419072
2.782831,138.412,2.2518,2.2518302660478353
2.782831,140.509,2.2507,2.2505196610615323
2.782831,142.606,2.2492,2.249233854250177
2.782831,144.703,2.2479,2.2479720219636956
2.782831,146.801,2.2467,2.2467327940812516
2.782831,148.898,2.2455,2.2455166032383844
2.782831,150.995,2.2443,2.24432213915826
2.782831,153.092,2.2432,2.2431487199478024
2.782831,155.189,2.2421,2.2419956940843453
2.782831,157.286,2.2408,2.2408624386742066
2.782831,159.384,2.2397,2.239747831041539
2.782831,161.481,2.2387,2.2386523631247837
2.782831,163.578,2.2375,2.2375749528494495
2.782831,165.675,2.2366,2.2365150767212896
2.782831,167.772,2.2355,2.2354722328049004
2.782831,169.869,2.2343,2.2344459395795337
2.782831,171.966,2.2336,2.2334357348689036
2.782831,174.064,2.2326,2.232440704225345
2.782831,176.161,2.2314,2.2314613696054266
2.782831,178.258,2.2305,2.2304968431398335
2.782831,180.355,2.2296,2.2295467306285937
2.782831,182.452,2.2286,2.2286106527941874
2.782831,184.549,2.2277,2.227688244552834
2.782831,186.647,2.2269,2.2267787239323966
2.782831,188.744,2.2259,2.225882619125224
2.782831,190.841,2.2249,2.224999167015291
2.782831,192.938,2.224,2.2241280528360106
2.782831,195.035,2.2232,2.2232689729645103
2.782831,197.132,2.2224,2.2224216344123198
2.782831,199.229,2.2217,2.2215857543444706
2.782831,201.327,2.2207,2.220760668977479
2.782831,203.424,2.22,2.2199469008870945
2.782831,205.521,2.2191,2.2191437991565897
2.782831,207.618,2.2184,2.2183511172657915
2.782831,209.715,2.2178,2.2175686168089364
2.782831,211.812,2.2168,2.2167960671496063
2.782831,213.91,2.216,2.2160328836111907
2.782831,216.007,2.2154,2.2152795775815046
2.782831,218.104,2.2146,2.2145355737696866
2.782831,220.201,2.214,2.2138006695116075
2.782831,222.298,2.2131,2.2130746684350875
2.782831,224.395,2.2123,2.212357380207386
2.782831,226.492,2.2117,2.211648620295079
2.782831,228.59,2.211,2.2109478776935254
2.782831,230.687,2.2103,2.2102556467359196
2.782831,232.784,2.2096,2.209571422980026
2.782831,234.881,2.209,2.208895042914382
2.782831,236.978,2.2083,2.208226347788447
2.782831,239.075,2.2077,2.207565183433309
2.782831,241.172,2.207,2.2069114000906422
2.782831,243.27,2.2063,2.2062645456324685
2.782831,245.367,2.2056,2.2056250952232226
2.782831,247.464,2.2051,2.204992601354606
2.782831,249.561,2.2043,2.2043669303520614
2.782831,251.658,2.2038,2.2037479522054664
2.782831,253.755,2.2031,2.2031355404391384
2.782831,255.853,2.2025,2.202529284536134
2.782831,257.95,2.202,2.201929642612101
2.782831,260.047,2.2014,2.2013362075760377
2.782831,262.144,2.2008,2.2007488659001253
2.782831,264.241,2.2001,2.200167507020067
2.782831,266.338,2.1997,2.199592023234937
2.782831,268.435,2.1991,2.199022309611179
2.782831,270.533,2.1986,2.198457996249201
2.782831,272.63,2.1979,2.197899521392352
2.782831,274.727,2.1974,2.1973465175525506
2.782831,276.824,2.1968,2.19679888998278
2.782831,278.921,2.1964,2.196256546278766
2.782831,281.018,2.1957,2.1957193963039496
2.782831,283.116,2.1952,2.1951870996048304
2.782831,285.213,2.1947,2.1946600777657412
2.782831,287.31,2.1942,2.1941379921061017
2.782831,289.407,2.1936,2.1936207608677614
2.782831,291.504,2.1931,2.1931083042266533
2.782831,293.601,2.1927,2.192600544233517
2.782831,295.698,2.192,2.192097404756849
2.782831,297.796,2.1916,2.191598574735777
2.782831,299.893,2.1911,2.1911044570121927
6.86104,0.134,4.0512,4.050588774561152
6.86104,0.268,3.6658,3.6667203824669032
6.86104,0.537,3.3494,3.3497728939017994
6.86104,1.074,3.0899,3.0894859593553052
6.86104,2.097,2.8818,2.8818551672714814
6.86104,4.194,2.7039,2.704080567655243
6.86104,6.291,2.6151,2.615000193658665
6.86104,8.389,2.5577,2.557631816822138
6.86104,10.486,2.5161,2.516229958791181
6.86104,12.583,2.4841,2.4842690611790337
6.86104,14.68,2.4586,2.4584897404205823
6.86104,16.777,2.4371,2.437039968047713
6.86104,18.874,2.4187,2.4187738162244834
6.86104,20.972,2.4032,2.4029294920066446
6.86104,23.069,2.3889,2.389000480346163
6.86104,25.166,2.3764,2.376604560160181
6.86104,27.263,2.3654,2.3654648502686353
6.86104,29.36,2.3553,2.355371149564215
6.86104,31.457,2.3462,2.3461604106411698
6.86104,33.554,2.3377,2.3377038173543925
6.86104,35.652,2.3299,2.3298943879993868
6.86104,37.749,2.3225,2.322655379356973
6.86104,39.846,2.3161,2.3159135890871716
6.86104,41.943,2.3096,2.309611271071017
6.86104,44.04,2.3038,2.303699860981286
6.86104,46.137,2.2982,2.2981381590860703
6.86104,48.234,2.2929,2.2928909371706867
6.86104,50.332,2.288,2.2879255535190293
6.86104,52.429,2.2832,2.283220433566767
6.86104,54.526,2.2788,2.2787502134756115
6.86104,56.623,2.2746,2.2744947858400333
6.86104,58.72,2.2704,2.270436429978446
6.86104,60.817,2.2666,2.266559455141802
6.86104,62.915,2.2628,2.2628481762296713
6.86104,65.012,2.2594,2.2592936665666303
6.86104,67.109,2.2558,2.255882950831127
6.86104,69.206,2.2528,2.252605983922148
6.86104,71.303,2.2494,2.2494537002958155
6.86104,73.4,2.2463,2.2464178929120893
6.86104,75.497,2.2435,2.2434911101194794
6.86104,77.595,2.2406,2.2406652438401236
6.86104,79.692,2.238,2.237936792359035
6.86104,81.789,2.2352,2.2352987176310135
6.86104,83.886,2.2327,2.2327458213711946
6.86104,85.983,2.2301,2.2302733248648647
6.86104,88.08,2.2278,2.2278768258374297
6.86104,90.178,2.2253,2.225551168696925
6.86104,92.275,2.2231,2.223294810852872
6.86104,94.372,2.2212,2.2211031450389718
6.86104,96.469,2.219,2.2189729395801185
6.86104,98.566,2.2169,2.216901190075081
6.86104,100.663,2.2148,2.2148850989771107
6.86104,102.76,2.2129,2.2129220573913004
6.86104,104.858,2.211,2.2110087285303965
6.86104,106.955,2.209,2.209144656785068
6.86104,109.052,2.2074,2.2073267844039703
6.86104,111.149,2.2056,2.205553110455164
6.86104,113.246,2.2038,2.2038217563586513
6.86104,115.343,2.2021,2.2021309563023106
6.86104,117.441,2.2005,2.200478269844341
6.86104,119.538,2.1987,2.198863706380542
6.86104,121.635,2.1973,2.1972849926537537
6.86104,123.732,2.1957,2.1957407348729467
6.86104,125.829,2.1941,2.194229615898329
6.86104,127.926,2.1927,2.192750389831317
6.86104,130.023,2.1914,2.1913018770679216
6.86104,132.121,2.1899,2.189882290016701
6.86104,134.218,2.1884,2.188491921317946
6.86104,136.315,2.1872,2.187129080956782
6.86104,138.412,2.1859,2.1857928128138973
6.86104,140.509,2.1845,2.1844822078275943
6.86104,142.606,2.1832,2.1831964010162386
6.86104,144.703,2.1819,2.181934568729757
6.86104,146.801,2.1807,2.180695340847313
6.86104,148.898,2.1795,2.179479150004446
6.86104,150.995,2.1783,2.178284685924322
6.86104,153.092,2.1772,2.177111266713864
6.86104,155.189,2.176,2.1759582408504072
6.86104,157.286,2.1748,2.174824985440268
6.86104,159.384,2.1738,2.1737103778076006
6.86104,161.481,2.1726,2.1726149098908456
6.86104,163.578,2.1717,2.171537499615511
6.86104,165.675,2.1704,2.170477623487351
6.86104,167.772,2.1696,2.1694347795709623
6.86104,169.869,2.1684,2.1684084863455957
6.86104,171.966,2.1673,2.1673982816349655
6.86104,174.064,2.1664,2.166403250991407
6.86104,176.161,2.1654,2.165423916371488
6.86104,178.258,2.1645,2.164459389905895
6.86104,180.355,2.1635,2.163509277394655
6.86104,182.452,2.1625,2.162573199560249
6.86104,184.549,2.1616,2.161650791318896
6.86104,186.647,2.1609,2.160741270698458
6.86104,188.744,2.16,2.159845165891286
6.86104,190.841,2.159,2.158961713781353
6.86104,192.938,2.1581,2.158090599602072
6.86104,195.035,2.1572,2.157231519730572
6.86104,197.132,2.1564,2.1563841811783817
6.86104,199.229,2.1555,2.155548301110532
6.86104,201.327,2.1547,2.1547232157435405
6.86104,203.424,2.1538,2.153909447653156
6.86104,205.521,2.1531,2.1531063459226516
6.86104,207.618,2.1524,2.1523136640318534
6.86104,209.715,2.1515,2.1515311635749983
6.86104,211.812,2.1509,2.150758613915668
6.86104,213.91,2.1499,2.1499954303772526
6.86104,216.007,2.1491,2.149242124347566
6.86104,218.104,2.1485,2.1484981205357485
6.86104,220.201,2.1478,2.1477632162776694
6.86104,222.298,2.1472,2.147037215201149
6.86104,224.395,2.1463,2.1463199269734474
6.86104,226.492,2.1457,2.1456111670611406
6.86104,228.59,2.1449,2.144910424459587
6.86104,230.687,2.1442,2.144218193501981
6.86104,232.784,2.1436,2.1435339697460876
6.86104,234.881,2.1429,2.1428575896804434
6.86104,236.978,2.1421,2.142188894554509
6.86104,239.075,2.1416,2.141527730199371
6.86104,241.172,2.141,2.140873946856704
6.86104,243.27,2.1402,2.14022709239853
6.86104,245.367,2.1396,2.1395876419892845
6.86104,247.464,2.139,2.138955148120668
6.86104,249.561,2.1384,2.138329477118123
6.86104,251.658,2.1377,2.137710498971528
6.86104,253.755,2.1371,2.1370980872052003
6.86104,255.853,2.1365,2.136491831302196
6.86104,257.95,2.136,2.1358921893781626
6.86104,260.047,2.1353,2.1352987543420996
6.86104,262.144,2.1347,2.1347114126661872
6.86104,264.241,2.1342,2.1341300537861283
6.86104,266.338,2.1334,2.133554570000999
6.86104,268.435,2.1331,2.1329848563772407
6.86104,270.533,2.1323,2.1324205430152623
6.86104,272.63,2.1318,2.1318620681584135
6.86104,274.727,2.1312,2.131309064318612
6.86104,276.824,2.1307,2.130761436748842
6.86104,278.921,2.1303,2.130219093044828
6.86104,281.018,2.1297,2.1296819430700116
6.86104,283.116,2.1292,2.129149646370892
6.86104,285.213,2.1286,2.128622624531803
6.86104,287.31,2.1281,2.128100538872163
6.86104,289.407,2.1276,2.127583307633823
6.86104,291.504,2.127,2.127070850992715
6.86104,293.601,2.1266,2.1265630909995785
6.86104,295.698,2.126,2.126059951522911
6.86104,297.796,2.1255,2.125561121501839
6.86104,299.893,2.125,2.1250670037782546
11.965825,0.134,4.0188,4.018901242950009
11.965825,0.268,3.6351,3.6350328508557594
11.965825,0.537,3.3185,3.318085362290655
11.965825,1.074,3.058,3.057798427744161
11.965825,2.097,2.8502,2.8501676356603376
11.965825,4.194,2.6724,2.672393036044099
11.965825,6.291,2.5833,2.583312662047521
11.965825,8.389,2.5261,2.5259442852109943
11.965825,10.486,2.4845,2.484542427180037
11.965825,12.583,2.4527,2.45258152956789
11.965825,14.68,2.4268,2.426802208809438
11.965825,16.777,2.4053,2.4053524364365693
11.965825,18.874,2.3868,2.387086284613339
11.965825,20.972,2.3713,2.3712419603955004
11.965825,23.069,2.3573,2.3573129487350193
11.965825,25.166,2.345,2.344917028549037
11.965825,27.263,2.3334,2.3337773186574915
11.965825,29.36,2.3239,2.323683617953071
11.965825,31.457,2.3144,2.314472879030026
11.965825,33.554,2.3061,2.3060162857432482
11.965825,35.652,2.2981,2.298206856388243
11.965825,37.749,2.291,2.2909678477458293
11.965825,39.846,2.2841,2.2842260574760274
11.965825,41.943,2.2778,2.2779237394598733
11.965825,44.04,2.2722,2.272012329370142
11.965825,46.137,2.2664,2.2664506274749265
11.965825,48.234,2.2612,2.2612034055595425
11.965825,50.332,2.2563,2.256238021907885
11.965825,52.429,2.2516,2.2515329019556227
11.965825,54.526,2.2471,2.2470626818644672
11.965825,56.623,2.2428,2.2428072542288895
11.965825,58.72,2.239,2.2387488983673016
11.965825,60.817,2.2349,2.234871923530658
11.965825,62.915,2.2312,2.231160644618527
11.965825,65.012,2.2277,2.2276061349554865
11.965825,67.109,2.2243,2.224195419219983
11.965825,69.206,2.221,2.2209184523110044
11.965825,71.303,2.2178,2.2177661686846712
11.965825,73.4,2.2146,2.2147303613009455
11.965825,75.497,2.2119,2.211803578508335
11.965825,77.595,2.2089,2.2089777122289798
11.965825,79.692,2.2063,2.206249260747891
11.965825,81.789,2.2035,2.2036111860198697
11.965825,83.886,2.201,2.2010582897600504
11.965825,85.983,2.1986,2.1985857932537205
11.965825,88.08,2.1962,2.1961892942262855
11.965825,90.178,2.1939,2.193863637085781
11.965825,92.275,2.1917,2.1916072792417283
11.965825,94.372,2.1894,2.189415613427828
11.965825,96.469,2.1873,2.1872854079689743
11.965825,98.566,2.1853,2.185213658463937
11.965825,100.663,2.1833,2.183197567365967
11.965825,102.76,2.1811,2.181234525780156
11.965825,104.858,2.1794,2.1793211969192527
11.965825,106.955,2.1775,2.177457125173924
11.965825,109.052,2.1756,2.175639252792826
11.965825,111.149,2.174,2.17386557884402
11.965825,113.246,2.1721,2.172134224747507
11.965825,115.343,2.1704,2.1704434246911664
11.965825,117.441,2.1688,2.1687907382331972
11.965825,119.538,2.1672,2.1671761747693976
11.965825,121.635,2.1655,2.16559746104261
11.965825,123.732,2.1639,2.164053203261803
11.965825,125.829,2.1627,2.1625420842871854
11.965825,127.926,2.161,2.161062858220173
11.965825,130.023,2.1595,2.1596143454567778
11.965825,132.121,2.158,2.1581947584055574
11.965825,134.218,2.1568,2.156804389706802
11.965825,136.315,2.1553,2.1554415493456376
11.965825,138.412,2.1542,2.154105281202753
11.965825,140.509,2.1529,2.15279467621645
11.965825,142.606,2.1515,2.151508869405095
11.965825,144.703,2.1504,2.1502470371186133
11.965825,146.801,2.1491,2.1490078092361693
11.965825,148.898,2.1478,2.147791618393302
11.965825,150.995,2.1464,2.1465971543131777
11.965825,153.092,2.1456,2.14542373510272
11.965825,155.189,2.1442,2.144270709239263
11.965825,157.286,2.143,2.1431374538291244
11.965825,159.384,2.1421,2.1420228461964568
11.965825,161.481,2.1411,2.1409273782797014
11.965825,163.578,2.1399,2.139849968004367
11.965825,165.675,2.1388,2.1387900918762073
11.965825,167.772,2.1378,2.137747247959818
11.965825,169.869,2.1368,2.1367209547344514
11.965825,171.966,2.1358,2.1357107500238213
11.965825,174.064,2.1347,2.134715719380263
11.965825,176.161,2.1337,2.1337363847603443
11.965825,178.258,2.1328,2.1327718582947512
11.965825,180.355,2.1318,2.1318217457835114
11.965825,182.452,2.1309,2.130885667949105
11.965825,184.549,2.1298,2.129963259707752
11.965825,186.647,2.129,2.1290537390873143
11.965825,188.744,2.1281,2.1281576342801416
11.965825,190.841,2.1272,2.1272741821702086
11.965825,192.938,2.1264,2.1264030679909283
11.965825,195.035,2.1256,2.125543988119428
11.965825,197.132,2.1248,2.1246966495672375
11.965825,199.229,2.1238,2.1238607694993883
11.965825,201.327,2.123,2.1230356841323967
11.965825,203.424,2.1223,2.122221916042012
11.965825,205.521,2.1214,2.1214188143115074
11.965825,207.618,2.1206,2.120626132420709
11.965825,209.715,2.1199,2.119843631963854
11.965825,211.812,2.119,2.119071082304524
11.965825,213.91,2.1183,2.1183078987661084
11.965825,216.007,2.1175,2.1175545927364223
11.965825,218.104,2.1168,2.1168105889246043
11.965825,220.201,2.1161,2.116075684666525
11.965825,222.298,2.1152,2.115349683590005
11.965825,224.395,2.1147,2.1146323953623036
11.965825,226.492,2.1139,2.113923635449997
11.965825,228.59,2.1133,2.113222892848443
11.965825,230.687,2.1125,2.1125306618908373
11.965825,232.784,2.1119,2.1118464381349438
11.965825,234.881,2.1112,2.1111700580692996
11.965825,236.978,2.1105,2.110501362943365
11.965825,239.075,2.1099,2.109840198588227
11.965825,241.172,2.1092,2.10918641524556
11.965825,243.27,2.1085,2.1085395607873862
11.965825,245.367,2.1079,2.1079001103781403
11.965825,247.464,2.1072,2.1072676165095237
11.965825,249.561,2.1066,2.106641945506979
11.965825,251.658,2.1059,2.106022967360384
11.965825,253.755,2.1055,2.105410555594056
11.965825,255.853,2.1047,2.1048042996910517
11.965825,257.95,2.1042,2.104204657767019
11.965825,260.047,2.1036,2.1036112227309554
11.965825,262.144,2.1031,2.103023881055043
11.965825,264.241,2.1024,2.1024425221749845
11.965825,266.338,2.102,2.101867038389855
11.965825,268.435,2.1013,2.101297324766097
11.965825,270.533,2.1008,2.1007330114041185
11.965825,272.63,2.1001,2.1001745365472697
11.965825,274.727,2.0998,2.0996215327074683
11.965825,276.824,2.099,2.099073905137698
11.965825,278.921,2.0986,2.098531561433684
11.965825,281.018,2.098,2.0979944114588673
11.965825,283.116,2.0975,2.097462114759748
11.965825,285.213,2.0969,2.096935092920659
11.965825,287.31,2.0964,2.0964130072610194
11.965825,289.407,2.0959,2.095895776022679
11.965825,291.504,2.0954,2.095383319381571
11.965825,293.601,2.0949,2.0948755593884347
11.965825,295.698,2.0945,2.0943724199117666
11.965825,297.796,2.0938,2.093873589890695
11.965825,299.893,2.0933,2.0933794721671104
