model_dir,bbh_from_subtasks,BBH,abs_diff
DavidAU_Gemma-The-Writer-J.GutenBerg-10B,59.094212658687674,41.15599097529756,17.93822168339011
DavidAU_Gemma-The-Writer-Mighty-Sword-9B,59.11959785635329,41.392610073884825,17.726987782468463
DavidAU_Gemma-The-Writer-N-Restless-Quill-10B-Uncensored,59.22294775018882,40.85009081777402,18.372856932414805
DavidAU_L3-DARKEST-PLANET-16.5B,52.30436906708896,31.776241491685315,20.528127575403648
DavidAU_L3-Dark-Planet-8B,50.84081453197788,29.78962694499553,21.051187586982348
DavidAU_L3-Jamet-12.2B-MK.V-Blackroot-Instruct,47.65717717789398,25.869793144697734,21.787384033196243
DavidAU_L3-Lumimaid-12.2B-v0.1-OAS-Instruct,46.930207579694674,24.504815583181397,22.425391996513277
DavidAU_L3-SMB-Instruct-12.2B-F32,47.86412360346212,26.130957088441544,21.733166515020574
DavidAU_L3-Stheno-Maid-Blackroot-Grand-HORROR-16B,47.36328900737678,26.692021341537863,20.671267665838915
DavidAU_L3-Stheno-v3.2-12.2B-Instruct,48.45980190500648,27.36962320894452,21.090178696061958
DavidAU_L3.1-Dark-Planet-SpinFire-Uncensored-8B,52.609101650370924,32.46178300050608,20.147318649864843
DavidAU_L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B,44.20822344441436,21.197829273123396,23.01039417129096
DavidAU_Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B,30.326053640004424,3.023581212338263,27.30247242766616
DavidAU_Qwen2.5-MOE-2X7B-DeepSeek-Abliterated-Censored-19B,35.92271876749917,10.870199077362608,25.052519690136563
DavidAU_Qwen2.5-MOE-6x1.5B-DeepSeek-Reasoning-e32,32.86177664063793,6.218964782807416,26.642811857830512
Davidsv_SUONG-1,28.17133908231881,1.8272424825748756,26.344096599743935
DavieLion_Llama-3.2-1B-SPIN-iter0,29.300816789978757,2.1008283750749497,27.199988414903807
DavieLion_Llama-3.2-1B-SPIN-iter0,29.300816789978757,2.330668557723352,26.970148232255404
DavieLion_Llama-3.2-1B-SPIN-iter1,29.402546232087918,2.433772217660189,26.96877401442773
DavieLion_Llama-3.2-1B-SPIN-iter2,29.803403037793117,3.1573429783229785,26.646060059470138
DavieLion_Llama-3.2-1B-SPIN-iter3,29.75227643802144,3.1395015434855087,26.61277489453593
DavieLion_Llama-3.2-1B-SPIN-iter3,29.75227643802144,3.02851385306557,26.72376258495587
DavieLion_Lllma-3.2-1B,29.646922685007233,2.4381228956228957,27.208799789384337
DebateLabKIT_Llama-3.1-Argunaut-1-8B-SFT,48.238301936695315,27.187826826803345,21.05047510989197
Deci_DeciLM-7B,44.228566674266496,21.252729791067395,22.9758368831991
Deci_DeciLM-7B-instruct,45.89748654047652,23.8871490441846,22.01033749629192
DeepAutoAI_Explore_Llama-3.1-8B-Inst,51.1742159482904,30.393262902042363,20.78095304624804
DeepAutoAI_Explore_Llama-3.2-1B-Inst,34.86457405131726,8.292273657131942,26.57230039418532
DeepAutoAI_Explore_Llama-3.2-1B-Inst_v0,33.650903200352715,7.042771972349901,26.608131228002815
DeepAutoAI_Explore_Llama-3.2-1B-Inst_v1,31.414752304436682,4.257780193079653,27.156972111357028
DeepAutoAI_Explore_Llama-3.2-1B-Inst_v1.1,31.287961837315837,8.818154144791238,22.469807692524597
DeepAutoAI_causal_gpt2,30.257073962835445,2.6333438399574587,27.623730122877987
DeepAutoAI_d2nwg_Llama-3.1-8B-Instruct-v0.0,50.80411642065981,30.51007603826353,20.29404038239628
DeepAutoAI_d2nwg_causal_gpt2,30.268984588252305,2.850573557678692,27.418411030573612
DeepAutoAI_d2nwg_causal_gpt2_v1,29.9189845882523,2.3872783507070148,27.531706237545286
DeepAutoAI_ldm_soup_Llama-3.1-8B-Inst,51.2116784464076,31.101628224178786,20.110050222228818
DeepAutoAI_ldm_soup_Llama-3.1-8B-Instruct-v0.0,51.25175335277464,31.162649496607862,20.08910385616678
DeepAutoAI_ldm_soup_Llama-3.1-8B-Instruct-v0.1,51.25175335277464,31.162649496607862,20.08910385616678
DeepMount00_Lexora-Lite-3B,48.73392373334519,28.43627869001684,20.29764504332835
DeepMount00_Lexora-Lite-3B_v2,48.11765475468315,27.16845176322372,20.94920299145943
DeepMount00_Lexora-Medium-7B,51.44844494250328,32.6953311808552,18.75311376164808
DeepMount00_Llama-3-8b-Ita,49.357650576146895,28.077745566893725,21.27990500925317
DeepMount00_Llama-3.1-8b-ITA,51.69995464792883,30.933181176860177,20.76677347106865
DeepMount00_Llama-3.1-Distilled,51.00875314179011,30.84142128641545,20.16733185537466
DeepMount00_Qwen2-1.5B-Ita,39.805765159128704,15.42299613137108,24.382769027757625
DeepMount00_Qwen2-1.5B-Ita_v2,39.53827803974795,15.106125348603843,24.432152691144108
DeepMount00_Qwen2-1.5B-Ita_v3,39.4847883720911,15.22652186012814,24.258266511962965
DeepMount00_Qwen2-1.5B-Ita_v5,40.32044328974542,16.487037607634196,23.833405682111223
DeepMount00_Qwen2-1.5B-Ita_v6,42.486081646897496,19.093803548070223,23.392278098827273
DeepMount00_Qwen2.5-7B-Instruct-MathCoder,29.98444769655102,2.636670587150039,27.34777710940098
DeepMount00_mergekit-ties-okvgjfz,29.98444769655102,2.636670587150039,27.34777710940098
Delta-Vector_Baldur-8B,53.05842954529679,32.54183409581636,20.516595449480427
Delta-Vector_Control-8B,50.41458754993735,29.15507782169402,21.25950972824333
Delta-Vector_Control-8B-V1.1,49.92840674854184,28.725850265520112,21.202556483021727
Delta-Vector_Darkens-8B,52.50590567372792,32.88379503743108,19.622110636296846
Delta-Vector_Henbane-7b-attempt2,50.61177974093075,30.865849451121655,19.745930289809095
Delta-Vector_Odin-9B,54.40253444823156,34.83242280758616,19.5701116406454
Delta-Vector_Tor-8B,52.09108776928992,31.73822449849867,20.35286327079125
DevQuasar_DevQuasar-R1-Uncensored-Llama-8B,51.17943836412089,30.22023823479265,20.95920012932824
Dongwei_DeepSeek-R1-Distill-Qwen-7B-GRPO,34.42567698186218,7.882702983365756,26.542973998496425
DoppelReflEx_L3-8B-R1-WolfCore,53.179465265334315,33.760104762918594,19.41936050241572
DoppelReflEx_L3-8B-R1-WolfCore-V1.5-test,53.14954163679548,33.45949833611522,19.690043300680266
DoppelReflEx_L3-8B-WolfCore,51.81980783946079,31.290072076092343,20.52973576336845
DoppelReflEx_MN-12B-FoxFrame-test,54.56376527271466,34.55981394889724,20.003951323817425
DoppelReflEx_MN-12B-FoxFrame2-test,54.84795753806021,34.99669953906846,19.85125799899175
DoppelReflEx_MN-12B-FoxFrame3-test,53.94764281718396,34.041185744792614,19.906457072391348
DoppelReflEx_MN-12B-Kakigori,54.15529337961274,34.3313471973429,19.823946182269843
DoppelReflEx_MN-12B-LilithFrame,49.44264226434413,27.49206445527077,21.95057780907336
DoppelReflEx_MN-12B-LilithFrame,49.44264226434413,27.65349780577308,21.78914445857105
DoppelReflEx_MN-12B-LilithFrame-Experiment-2,49.82672766561394,28.11118297022868,21.715544695385258
DoppelReflEx_MN-12B-LilithFrame-Experiment-3,54.68080647121653,34.998286324114495,19.682520147102032
DoppelReflEx_MN-12B-LilithFrame-Experiment-4,55.34370722864824,35.77765007970374,19.566057148944502
DoppelReflEx_MN-12B-Mimicore-GreenSnake,54.80509710089697,35.390600609410264,19.41449649148671
DoppelReflEx_MN-12B-Mimicore-Nocturne,57.033297734838264,38.39866772323549,18.634630011602773
DoppelReflEx_MN-12B-Mimicore-Orochi,54.97739464011499,35.28322975535459,19.694164884760397
DoppelReflEx_MN-12B-Mimicore-Orochi-v2-Experiment,53.22525988273211,32.77471060618407,20.45054927654804
DoppelReflEx_MN-12B-Mimicore-Orochi-v3-Experiment,54.37817873983797,34.569479663100296,19.808699076737675
DoppelReflEx_MN-12B-Mimicore-Orochi-v4-Experiment,54.62502212045214,35.29906847464648,19.325953645805654
DoppelReflEx_MN-12B-Mimicore-WhiteSnake,56.04605871844869,36.89971047715762,19.146348241291072
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-1,48.65639520447804,27.07796440244996,21.578430802028077
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-2,51.847487144073355,30.66571959351228,21.181767550561077
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-3,48.117988104752584,26.321395450260827,21.796592654491757
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-4,51.847487144073355,31.42294702518673,20.424540118886625
DoppelReflEx_MN-12B-Unleashed-Twilight,55.20627163174447,35.97610662338389,19.23016500836058
DoppelReflEx_MN-12B-WolFrame,51.1681287565329,29.991929835267143,21.176198921265758
DoppelReflEx_MiniusLight-24B,62.564610500335135,46.002968874248914,16.56164162608622
DoppelReflEx_MiniusLight-24B-test,63.33927323374534,46.95696642451458,16.382306809230755
DoppelReflEx_MiniusLight-24B-v1b-test,66.17145681113757,50.63814760323434,15.533309207903237
DoppelReflEx_MiniusLight-24B-v1c-test,67.5268165726839,52.84065809537824,14.68615847730566
DoppelReflEx_MiniusLight-24B-v1d-test,67.12025325276963,52.35844104160633,14.761812211163296
DreadPoor_Again-8B-Model_Stock,53.09801059970912,33.2594612268752,19.838549372833917
DreadPoor_Alita99-8B-LINEAR,54.417670955770895,35.00891825379863,19.40875270197226
DreadPoor_AnotherTest,46.834113564549334,25.197137506034824,21.63697605851451
DreadPoor_Aspire-8B-model_stock,52.78251846388996,32.534270073092834,20.248248390797123
DreadPoor_Aspire_1.3-8B_model-stock,53.016446065742116,32.66185070730422,20.354595358437898
DreadPoor_Aspire_V2-8B-Model_Stock,53.29650089428358,33.327406017534244,19.969094876749338
DreadPoor_Aspire_V2.1-8B-Model_Stock,52.363958108184846,32.18794456865431,20.176013539530537
DreadPoor_Aspire_V2_ALT-8B-Model_Stock,52.65819478728287,32.44516856104618,20.213026226236693
DreadPoor_Aspire_V2_ALT_ROW-8B-Model_Stock,52.65819478728287,32.44516856104618,20.213026226236693
DreadPoor_Aspire_V3-8B-Model_Stock,52.679587589719866,32.68368177507647,19.995905814643393
DreadPoor_Aspire_V4-8B-Model_Stock,53.140371615365055,33.20598944793845,19.934382167426605
DreadPoor_Aspire_V4_ALT-8B-Model_Stock,52.682325189440235,32.63543581177509,20.046889377665146
DreadPoor_Asymmetric_Linearity-8B-Model_Stock,54.6535755155883,35.4412470409656,19.2123284746227
DreadPoor_Aurora_faustus-8B-LINEAR,55.15538279425277,36.26348248348271,18.891900310770062
DreadPoor_Aurora_faustus-8B-LORABLATED,53.915961665565106,34.19993531370101,19.716026351864095
DreadPoor_Aurora_faustus-8B-LORABLATED_ALT,53.87670721191215,34.21152011815682,19.66518709375533
DreadPoor_Autumn_Dawn-8B-LINEAR,54.59436958014627,35.845555124121006,18.748814456025265
DreadPoor_BaeZel-8B-LINEAR,54.63800554321383,35.53537606986396,19.10262947334987
DreadPoor_BaeZel-8B-Model_Stock,54.07680550216924,34.643632940053415,19.43317256211583
DreadPoor_BaeZel_V2-8B-Model_Stock,53.73871612758611,34.4487493680143,19.28996675957181
DreadPoor_BaeZel_V2_ALT-8B-Model_Stock,53.73871612758611,34.4487493680143,19.28996675957181
DreadPoor_BaeZel_V3-8B-Model_Stock,53.92310767591349,34.408658796480346,19.514448879433147
DreadPoor_Blunt_Edge-8B-SLERP,53.894708636949396,34.14138253488904,19.753326102060356
DreadPoor_BulkUp,28.69860294769257,1.6612873090290492,27.03731563866352
DreadPoor_Cadence-8B-LINEAR,54.333585554501084,34.914380348862515,19.41920520563857
DreadPoor_Caelid-8B-Model_Stock,54.59605196913865,35.23706805025389,19.35898391888476
DreadPoor_Casuar-9B-Model_Stock,61.06681877306871,43.92726768312374,17.139551089944973
DreadPoor_Condensed_Milk-8B-Model_Stock,54.34864122121906,35.12062025244797,19.22802096877109
DreadPoor_CoolerCoder-8B-LINEAR,47.615048354965424,26.365382993394,21.249665361571424
DreadPoor_Damasteel-8B-LINEAR,53.88142176959776,34.10613777622061,19.775283993377144
DreadPoor_Dearly_Beloved-8B-TIES,40.49833102731906,16.671812993247975,23.826518034071086
DreadPoor_Decayed-8B-LINEAR,54.17014088773181,34.490500759556504,19.679640128175308
DreadPoor_Derivative-8B-Model_Stock,53.95493987763995,34.248821021284016,19.706118856355936
DreadPoor_Derivative_V2-8B-Model_Stock,53.92643954415269,34.49028104908971,19.436158495062983
DreadPoor_Derivative_V2_ALT-8B-Model_Stock,53.65351570462934,34.09335381950132,19.560161885128025
DreadPoor_Derivative_V3-8B-Model_Stock,52.4319745545524,32.42070195179438,20.01127260275802
DreadPoor_Elusive_Dragon_Heart-8B-LINEAR,54.56414280881591,35.31017141761393,19.25397139120198
DreadPoor_Emu_Eggs-9B-Model_Stock,60.516572135171664,42.783674159620205,17.73289797555146
DreadPoor_Eunoia_Vespera-8B-LINEAR,53.99310621081936,34.21610348917685,19.77700272164251
DreadPoor_Fu_sion_HA-8B-SLERP,53.728041970282725,34.05290214273217,19.675139827550552
DreadPoor_HOT_STINKING_GARBAGE,48.84000866161456,27.851418136508787,20.988590525105774
DreadPoor_H_the_eighth-8B-LINEAR,53.8375211430368,34.15424498998624,19.683276153050564
DreadPoor_Happy_New_Year-8B-Model_Stock,53.679138664574936,34.00006494069371,19.679073723881224
DreadPoor_Heart_Stolen-8B-Model_Stock,53.954437451866575,34.44482164620488,19.509615805661696
DreadPoor_Heart_Stolen-ALT-8B-Model_Stock,52.6338467747489,32.354424456472486,20.279422318276417
DreadPoor_Here_We_Go_Again-8B-SLERP,54.601824741818305,35.53148620432186,19.070338537496447
DreadPoor_Howdy-8B-LINEAR,53.83981582614435,34.22706196535763,19.612753860786725
DreadPoor_Incidental-8B-Model_Stock,54.520706128730204,35.15766080254052,19.363045326189685
DreadPoor_Irina-8B-model_stock,52.36638956084764,32.08833034979686,20.278059211050774
DreadPoor_Kindling-8B-Model_Stock,54.92054832931256,35.77883534009465,19.141712989217908
DreadPoor_L3.1-BaeZel-8B-Della,54.48449542185519,35.15745504522053,19.327040376634663
DreadPoor_Laughing_Stock-8B-Model_Stock,54.49429262155,34.93824337423678,19.556049247313226
DreadPoor_Lava_Lamp-8B-SLERP,53.67586873360172,33.802734199229576,19.87313453437214
DreadPoor_LemonP-8B-Model_Stock,54.39348074265457,35.371476735853804,19.022004006800763
DreadPoor_Lydia_of_Whiterun-8B-LINEAR,53.79527944750039,33.86908733681889,19.926192110681498
DreadPoor_Matryoshka-8B-LINEAR,54.44280006376177,35.110911704209016,19.331888359552757
DreadPoor_Mercury_In_Retrograde-8b-Model-Stock,53.90507664719518,34.38486477258895,19.520211874606233
DreadPoor_Minthy-8B-Model_Stock,53.529513196410136,34.17002969063864,19.359483505771493
DreadPoor_Minthy_ALT-8B-Model_Stock,53.748002025890464,34.16825686462601,19.579745161264455
DreadPoor_Minthy_V2-8B-Model_Stock,54.91095928821667,35.82274773153525,19.088211556681415
DreadPoor_Minus_Penus-8B-Model_Stock,53.43781571200969,33.57084078325773,19.866974928751958
DreadPoor_Morphing-8B-Model_Stock,53.969421729540876,34.452420920507734,19.517000809033142
DreadPoor_Not_Even_My_Final_Form-8B-Model_Stock,53.508497930074405,33.71901446820086,19.789483461873544
DreadPoor_Nother_One-8B-Model_Stock,52.0452760042548,31.92112823138842,20.124147772866383
DreadPoor_Noxis-8B-LINEAR,54.20956502068554,34.8222565522494,19.38730846843614
DreadPoor_Nullsworn-12B-LINEAR,54.830450266776076,35.51240857664764,19.31804169012844
DreadPoor_Nwah-8B-Model_Stock,53.84269019541996,34.11306781436337,19.729622381056593
DreadPoor_ONeil-model_stock-8B,55.48337982400763,36.4126125295027,19.070767294504925
DreadPoor_Oh_Boy-8B-LINEAR,53.75114406292552,34.14329045372282,19.6078536092027
DreadPoor_OrangeJ-8B-Model_Stock,54.13478053905039,35.15080738484264,18.983973154207746
DreadPoor_Promissum_Mane-8B-LINEAR,54.576843981467384,35.253190231117536,19.32365375034985
DreadPoor_Promissum_Mane-8B-LINEAR-lorablated,54.35183631990302,34.60910725048443,19.742729069418594
DreadPoor_RPMash-8B-Model_Stock,51.690882916755484,31.11259163110552,20.578291285649964
DreadPoor_RPMash_V3-8B-Model_Stock,52.17453397523113,31.99104716376097,20.183486811470157
DreadPoor_Rusted_Gold-8B-LINEAR,53.86646439313688,34.12086145705898,19.7456029360779
DreadPoor_Rusted_Platinum-8B-LINEAR,54.27868416987739,34.78573450204923,19.492949667828157
DreadPoor_Rusted_Platinum-8B-Model_Stock,52.428401480787656,32.36931288487491,20.059088595912748
DreadPoor_Sellen-8B-model_stock,52.31680557624704,31.3609793143707,20.955826261876343
DreadPoor_Something-8B-Model_Stock,53.950293704731955,34.539896807500135,19.41039689723182
DreadPoor_Spring_Dusk-8B-SCE,56.35271357931002,37.76481840522523,18.587895174084792
DreadPoor_Summer_Dawn-8B-SCE,53.911137541336096,34.62851818112923,19.282619360206866
DreadPoor_Summer_Dusk-8B-TIES,53.59662578395569,33.83081371910365,19.765812064852035
DreadPoor_Summer_Rain-8B-SCE,58.45948417986418,40.61854240395792,17.84094177590626
DreadPoor_Summer_Rain-8B-TIES,58.45948417986418,40.61854240395792,17.84094177590626
DreadPoor_Sun-8B-Model_Stock,52.635110144075824,32.954595045665,19.680515098410822
DreadPoor_Sweetened_Condensed_Milk-8B-Model_Stock,54.062876435222954,34.670888066076664,19.39198836914629
DreadPoor_TEST02-Ignore,56.01644306147606,37.13218783602701,18.884255225449053
DreadPoor_TEST03-ignore,53.83414134372179,34.38735467240193,19.446786671319856
DreadPoor_TEST06-ignore,55.09060880148441,35.92411184894727,19.166496952537138
DreadPoor_TEST07-ignore,55.61275711510344,36.88142926288663,18.731327852216815
DreadPoor_TEST08-ignore,54.53519655444978,35.35061865878467,19.184577895665115
DreadPoor_Trinas_Nectar-8B-model_stock,52.56123853406084,31.97509368554489,20.58614484851595
DreadPoor_UNTESTED-VENN_1.2-8B-Model_Stock,54.75027267486955,35.427098756489926,19.323173918379624
DreadPoor_VENN_1.2-8B-Model_Stock,54.588124863333334,35.12536864211717,19.462756221216168
DreadPoor_WIP-Acacia-8B-Model_Stock,51.94665568943516,31.162352922428383,20.78430276700678
DreadPoor_WIP_Damascus-8B-TIES,54.106729130708075,34.52230581565854,19.584423315049534
DreadPoor_Wannabe-8B-Model_Stock,53.89637944785704,34.278852846231906,19.617526601625137
DreadPoor_What_A_Thrill-8B-Model_Stock,53.1144904394377,32.94877726470522,20.16571317473248
DreadPoor_Winter-8B-SCE,52.617334903233825,32.53825480363242,20.079080099601406
DreadPoor_Winter_Dawn-8B-TIES,53.09416142154736,33.71410059102799,19.38006083051937
DreadPoor_Winter_Dusk-8B-TIES,49.51882158967103,28.22781538216536,21.291006207505667
DreadPoor_Winter_Night-8B-Model_Stock,51.84968441488284,31.604274148057367,20.24541026682547
DreadPoor_Yafune-8B-Model_Stock,54.66719512941253,35.2912300982616,19.375965031150926
DreadPoor_Yearn_V3-8B-Model_Stock,53.22019394938072,33.41239643429133,19.80779751508939
DreadPoor_ZEUS-8B-V17-Abliterated_ALT,52.31075970343642,32.2576119397764,20.053147763660014
DreadPoor_Zelus-8B-Model_Stock,53.070113986518386,33.05816146454601,20.011952521972376
DreadPoor_Zelus_V2-8B-Model_Stock,53.44816839912676,33.66407644966964,19.784091949457114
DreadPoor_felix_dies-mistral-7B-model_stock,49.00918073527423,28.890798050964488,20.11838268430974
DreadPoor_hakuchido-8B-MODEL_STOCK,53.98373390214104,34.575610505807134,19.408123396333906
DreadPoor_ichor-8B-Model_Stock,50.84222037759372,29.92236880007357,20.91985157752015
DreadPoor_ichor_1.1-8B-Model_Stock,52.80677706178389,32.6207492618971,20.186027799886787
DreadPoor_inexpertus-8B-Model_Stock,52.801904704680645,32.4633736795138,20.338531025166844
DreadPoor_inexpertus_1.1-8B-LINEAR,55.246388021675706,36.1991911954092,19.047196826266507
DreadPoor_inexpertus_1.2-8B-LINEAR,55.23440600721518,36.05652346278443,19.177882544430744
DreadPoor_mergekit-nuslerp-nqzkedi,53.61918366546249,34.09522783768477,19.52395582777772
DreadPoor_remember_to_breathe-8b-Model-Stock,54.11654435599922,34.67899076231628,19.437553593682935
DreadPoor_test,53.71873804638203,34.28751436834826,19.431223678033767
DreadPoor_test_ALT,53.70433315307738,33.986912493518574,19.717420659558805
DreadPoor_tests_pending-do_not_use_yet,54.07897873885027,34.6745089445582,19.40446979429207
EVA-UNIT-01_EVA-Qwen2.5-14B-v0.2,60.90237540046593,43.60784925797068,17.29452614249525
EVA-UNIT-01_EVA-Qwen2.5-72B-v0.2,70.88012228048761,59.0667326828602,11.813389597627413
Edgerunners_meta-llama-3-8b-instruct-hf-ortho-baukit-34fail-3000total-bf16,49.79908369885237,28.25639185977421,21.54269183907816
EleutherAI_gpt-j-6b,31.91044431037278,4.912818068323685,26.997626242049098
EleutherAI_gpt-neo-1.3B,30.392315869356405,3.024569180930987,27.36774668842542
EleutherAI_gpt-neo-125m,31.15156885791523,3.436738951426704,27.714829906488525
EleutherAI_gpt-neo-2.7B,31.39516033315253,4.178602667081014,27.216557666071516
EleutherAI_gpt-neox-20b,31.650380320877563,4.929114201526899,26.721266119350663
EleutherAI_pythia-1.4b,31.5042649740714,3.878989478987103,27.625275495084296
EleutherAI_pythia-12b,31.796539579353368,4.987531038290507,26.80900854106286
EleutherAI_pythia-160m,29.704374842413213,2.198832279508135,27.505542562905077
EleutherAI_pythia-1b,30.040930175643936,2.2939863995762866,27.74694377606765
EleutherAI_pythia-2.8b,32.24085936276087,5.077786161905462,27.16307320085541
EleutherAI_pythia-410m,30.2813387064426,2.7154281203357478,27.565910586106853
EleutherAI_pythia-6.9b,32.32287869322383,5.88163197981621,26.44124671340762
Enno-Ai_EnnoAi-Pro-French-Llama-3-8B-v0.4,40.749548893675595,16.875928374989595,23.873620518686
Enno-Ai_EnnoAi-Pro-Llama-3-8B,41.51575806137866,17.507545086854382,24.00821297452428
Enno-Ai_EnnoAi-Pro-Llama-3-8B-v0.3,41.00577461090639,16.668385554519382,24.33738905638701
Enno-Ai_EnnoAi-Pro-Llama-3.1-8B-v0.9,41.60272083619013,17.49829637438283,24.1044244618073
EnnoAi_EnnoAi-Pro-Llama-3.1-8B-v1.0,41.60272083619013,17.49829637438283,24.1044244618073
Epiculous_Azure_Dusk-v0.2,41.19721873553597,17.396414392379338,23.80080434315663
Epiculous_Crimson_Dawn-v0.2,44.82379648964543,21.68824851395527,23.135547975690162
Epiculous_NovaSpark,50.639586637683045,29.52691068844395,21.112675949239094
Epiculous_Violet_Twilight-v0.2,46.145524768458884,23.94053725590186,22.204987512557025
EpistemeAI2_Athene-codegemma-2-7b-it-alpaca-v1.2,41.75415446097843,18.971369774912947,22.78278468606548
EpistemeAI2_Fireball-12B-v1.2,50.18583230653281,29.776014226579218,20.40981807995359
EpistemeAI2_Fireball-Alpaca-Llama3.1-8B-Philos,49.775811926908816,29.259226071264724,20.51658585564409
EpistemeAI2_Fireball-Alpaca-Llama3.1.01-8B-Philos,49.56109231272791,28.628475325906475,20.932616986821433
EpistemeAI2_Fireball-Alpaca-Llama3.1.03-8B-Philos,49.50869933936327,27.99254879661235,21.516150542750918
EpistemeAI2_Fireball-Alpaca-Llama3.1.04-8B-Philos,49.300097124217764,27.963797525362725,21.33629959885504
EpistemeAI2_Fireball-Alpaca-Llama3.1.06-8B-Philos-dpo,48.80773053900923,27.207176615070413,21.600553923938815
EpistemeAI2_Fireball-Alpaca-Llama3.1.07-8B-Philos-Math,48.47020640542447,26.901201452028392,21.569004953396078
EpistemeAI2_Fireball-Alpaca-Llama3.1.08-8B-C-R1-KTO-Reflection,49.55305233431473,27.571611204577167,21.98144112973756
EpistemeAI2_Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R1,48.27931104634334,26.76368521382555,21.515625832517788
EpistemeAI2_Fireball-Llama-3.1-8B-Philos-Reflection,48.97693552241443,27.76979570236311,21.20713982005132
EpistemeAI2_Fireball-MathMistral-Nemo-Base-2407-v2dpo,43.276373285682105,21.145528378150857,22.130844907531248
EpistemeAI2_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-math,48.075580310342055,26.74376716558517,21.331813144756886
EpistemeAI2_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.005-128K-code-COT,47.908342833124415,26.400991557555106,21.50735127556931
EpistemeAI2_Fireball-Phi-3-medium-4k-inst-Philos,61.77842639287514,46.20887281141656,15.569553581458578
EpistemeAI_Alpaca-Llama3.1-8B,47.55260853974288,25.93522655511771,21.61738198462517
EpistemeAI_Athena-gemma-2-2b-it,42.642293591146,19.417817674461517,23.224475916684483
EpistemeAI_Athena-gemma-2-2b-it-Philos,37.94776879058674,13.212088152695856,24.735680637890887
EpistemeAI_Athene-codegemma-2-7b-it-alpaca-v1.3,43.31916189482215,20.87379456667128,22.445367328150873
EpistemeAI_DeepPhi-3.5-mini-instruct,28.822860667627488,1.667358455856632,27.155502211770855
EpistemeAI_DeepThinkers-Phi4,67.90415739665393,53.786668719353166,14.117488677300763
EpistemeAI_FineLlama3.1-8B-Instruct,45.573635384163325,23.506618815003453,22.067016569159872
EpistemeAI_Fireball-12B,51.10893652548262,30.666711502632054,20.442225022850565
EpistemeAI_Fireball-12B-v1.13a-philosophers,51.02697700597862,30.33623264030357,20.69074436567505
EpistemeAI_Fireball-Alpaca-Llama-3.1-8B-Philos-DPO-200,48.38398624677179,26.377774027551386,22.006212219220405
EpistemeAI_Fireball-Alpaca-Llama3.1.07-8B-Philos-Math-KTO-beta,48.648902139668465,26.897964171299805,21.75093796836866
EpistemeAI_Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R2,49.32027479020209,28.24700927539328,21.07326551480881
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-0.001-128K-auto,48.23644760491405,26.832966985874886,21.40348061903916
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K,48.97319921686055,28.02516078188715,20.9480384349734
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code,49.04191122627007,28.17188778217276,20.870023444097306
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds,46.68070143164938,24.46265416899608,22.2180472626533
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto,46.344345381400494,24.58673708035273,21.757608301047764
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto,46.344345381400494,23.544253406580115,22.80009197482038
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-COT,47.60520079608935,25.82086537586569,21.78433542022366
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-ds-auto,48.17795525811035,26.45205960447092,21.72589565363943
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Math,49.829504320793056,28.95934409387967,20.870160226913388
EpistemeAI_Fireball-Meta-Llama-3.2-8B-Instruct-agent-003-128k-code-DPO,48.01014153797023,26.31787775764873,21.692263780321497
EpistemeAI_Fireball-Mistral-Nemo-Base-2407-v1-DPO2,49.6776875903509,28.56782489270228,21.10986269764862
EpistemeAI_Fireball-R1-Llama-3.1-8B,36.434977901496836,10.273656027098816,26.16132187439802
EpistemeAI_Llama-3.2-3B-Agent007-Coder,43.03758760727905,19.02580948500905,24.01177812227
EpistemeAI_Mistral-Nemo-Instruct-12B-Philosophy-Math,53.64928342081372,33.835810999564586,19.81347242124913
EpistemeAI_OpenReasoner-Llama-3.2-3B-rs1.0,45.185934849403964,22.80780815942809,22.378126689975872
