experiment_id,N_params_B,D_tokens_B,Q_score,val_loss,N,D,pred_best,resid_best
N2.80_D0150_Q0.6,2.8,150.0,0.6,2.2938,2800000000.0,150000000000.0,2.343295864212281,-0.04949586421228114
N2.80_D0150_Q0.8,2.8,150.0,0.8,2.2577,2800000000.0,150000000000.0,2.2942388332210464,-0.03653883322104656
N2.80_D0150_Q0.9,2.8,150.0,0.9,2.2652,2800000000.0,150000000000.0,2.2695068414002986,-0.004306841400298467
N2.80_D0150_Q1.0,2.8,150.0,1.0,2.2464,2800000000.0,150000000000.0,2.2443610886993675,0.0020389113006324955
N2.80_D0300_Q0.1,2.8,300.0,0.1,2.446,2800000000.0,300000000000.0,2.393733591655086,0.05226640834491425
N2.80_D0300_Q0.2,2.8,300.0,0.2,2.3643,2800000000.0,300000000000.0,2.371413654858959,-0.007113654858958984
N2.80_D0300_Q0.3,2.8,300.0,0.3,2.3988,2800000000.0,300000000000.0,2.3490603529344223,0.04973964706557776
N2.80_D0300_Q0.4,2.8,300.0,0.4,2.3719,2800000000.0,300000000000.0,2.3266688273340326,0.045231172665967545
N2.80_D0300_Q0.6,2.8,300.0,0.6,2.3342,2800000000.0,300000000000.0,2.2817423994229338,0.05245760057706628
N2.80_D0300_Q0.8,2.8,300.0,0.8,2.2389,2800000000.0,300000000000.0,2.2365348377097884,0.0023651622902116642
N2.80_D0300_Q0.9,2.8,300.0,0.9,2.2601,2800000000.0,300000000000.0,2.213743547166233,0.046356452833767214
N2.80_D0300_Q1.0,2.8,300.0,1.0,2.1271,2800000000.0,300000000000.0,2.1905709632556016,-0.06347096325560164
N2.80_D0600_Q0.1,2.8,600.0,0.1,2.4515,2800000000.0,600000000000.0,2.335187297053041,0.11631270294695861
N2.80_D0600_Q0.2,2.8,600.0,0.2,2.4042,2800000000.0,600000000000.0,2.314432582140327,0.0897674178596728
N2.80_D0600_Q0.3,2.8,600.0,0.3,2.3538,2800000000.0,600000000000.0,2.293646841883119,0.060153158116881045
N2.80_D0600_Q0.4,2.8,600.0,0.4,2.3322,2800000000.0,600000000000.0,2.2728255584475194,0.059374441552480395
N2.80_D0600_Q0.6,2.8,600.0,0.6,2.2986,2800000000.0,600000000000.0,2.231049669391092,0.06755033060890803
N2.80_D0600_Q0.8,2.8,600.0,0.8,2.2378,2800000000.0,600000000000.0,2.1890123614979045,0.048787638502095554
N2.80_D0600_Q0.9,2.8,600.0,0.9,2.1287,2800000000.0,600000000000.0,2.167819347286214,-0.039119347286214357
N2.80_D0600_Q1.0,2.8,600.0,1.0,2.1935,2800000000.0,600000000000.0,2.146271778525197,0.04722822147480299
N4.00_D0010_Q0.1,4.0,10.0,0.1,2.855,4000000000.0,10000000000.0,2.8796126874554613,-0.024612687455461302
N4.00_D0010_Q0.2,4.0,10.0,0.2,2.872,4000000000.0,10000000000.0,2.844703570560439,0.02729642943956101
N4.00_D0010_Q0.3,4.0,10.0,0.3,2.8016,4000000000.0,10000000000.0,2.809742269504748,-0.008142269504747723
N4.00_D0010_Q0.4,4.0,10.0,0.4,2.6993,4000000000.0,10000000000.0,2.7747211853600313,-0.07542118536003128
N4.00_D0010_Q0.6,4.0,10.0,0.6,2.631,4000000000.0,10000000000.0,2.7044547711694453,-0.07345477116944554
N4.00_D0010_Q0.8,4.0,10.0,0.8,2.6463,4000000000.0,10000000000.0,2.6337486544452706,0.012551345554729476
N4.00_D0010_Q0.9,4.0,10.0,0.9,2.6487,4000000000.0,10000000000.0,2.5981023247517436,0.0505976752482562
N4.00_D0010_Q1.0,4.0,10.0,1.0,2.4852,4000000000.0,10000000000.0,2.561859639663302,-0.07665963966330214
N4.00_D0050_Q0.1,4.0,50.0,0.1,2.5657,4000000000.0,50000000000.0,2.5675101535070253,-0.0018101535070251806
N4.00_D0050_Q0.2,4.0,50.0,0.2,2.6024,4000000000.0,50000000000.0,2.5409450269417944,0.061454973058205464
N4.00_D0050_Q0.3,4.0,50.0,0.3,2.5078,4000000000.0,50000000000.0,2.5143401892937245,-0.006540189293724463
N4.00_D0050_Q0.4,4.0,50.0,0.4,2.5793,4000000000.0,50000000000.0,2.4876898579331894,0.09161014206681051
N4.00_D0050_Q0.6,4.0,50.0,0.6,2.4706,4000000000.0,50000000000.0,2.4342185486511148,0.036381451348885374
N4.00_D0050_Q0.8,4.0,50.0,0.8,2.4391,4000000000.0,50000000000.0,2.380412634701412,0.05868736529858776
N4.00_D0050_Q0.9,4.0,50.0,0.9,2.3223,4000000000.0,50000000000.0,2.353286504219735,-0.030986504219735256
N4.00_D0050_Q1.0,4.0,50.0,1.0,2.4105,4000000000.0,50000000000.0,2.3257065594352957,0.08479344056470417
N4.00_D0150_Q0.1,4.0,150.0,0.1,2.494,4000000000.0,150000000000.0,2.4223590944261257,0.07164090557387448
N4.00_D0150_Q0.2,4.0,150.0,0.2,2.4505,4000000000.0,150000000000.0,2.399674548444487,0.0508254515555131
N4.00_D0150_Q0.3,4.0,150.0,0.3,2.4411,4000000000.0,150000000000.0,2.376956092295605,0.06414390770439526
N4.00_D0150_Q0.4,4.0,150.0,0.4,2.3929,4000000000.0,150000000000.0,2.3541987880648305,0.03870121193516951
N4.00_D0150_Q0.6,4.0,150.0,0.6,2.3873,4000000000.0,150000000000.0,2.3085384607507775,0.07876153924922269
N4.00_D0150_Q0.8,4.0,150.0,0.8,2.2679,4000000000.0,150000000000.0,2.262592407150052,0.005307592849947973
N4.00_D0150_Q0.9,4.0,150.0,0.9,2.2339,4000000000.0,150000000000.0,2.2394288075826054,-0.005528807582605211
N4.00_D0150_Q1.0,4.0,150.0,1.0,2.2102,4000000000.0,150000000000.0,2.215877685998546,-0.0056776859985459005
N4.00_D0300_Q0.1,4.0,300.0,0.1,2.4125,4000000000.0,300000000000.0,2.3512694671547187,0.06123053284528135
N4.00_D0300_Q0.2,4.0,300.0,0.2,2.3793,4000000000.0,300000000000.0,2.3304854862053364,0.04881451379466384
N4.00_D0300_Q0.3,4.0,300.0,0.3,2.2697,4000000000.0,300000000000.0,2.309670436162901,-0.03997043616290119
N4.00_D0300_Q0.4,4.0,300.0,0.4,2.3711,4000000000.0,300000000000.0,2.2888197928229577,0.08228020717704254
N4.00_D0300_Q0.6,4.0,300.0,0.6,2.2294,4000000000.0,300000000000.0,2.2469849959614305,-0.017584995961430483
N4.00_D0300_Q0.8,4.0,300.0,0.8,2.1962,4000000000.0,300000000000.0,2.2048884116387946,-0.008688411638794413
N4.00_D0300_Q0.9,4.0,300.0,0.9,2.1753,4000000000.0,300000000000.0,2.1836655133485396,-0.008365513348539633
N4.00_D0300_Q1.0,4.0,300.0,1.0,2.1975,4000000000.0,300000000000.0,2.1620875605547796,0.03541243944522021
N4.00_D0600_Q0.1,4.0,600.0,0.1,2.2637,4000000000.0,600000000000.0,2.292723172552674,-0.029023172552673948
N4.00_D0600_Q0.2,4.0,600.0,0.2,2.2681,4000000000.0,600000000000.0,2.2735044134867044,-0.005404413486704396
N4.00_D0600_Q0.3,4.0,600.0,0.3,2.403,4000000000.0,600000000000.0,2.254256925111598,0.14874307488840222
N4.00_D0600_Q0.4,4.0,600.0,0.4,2.3312,4000000000.0,600000000000.0,2.234976523936444,0.09622347606355586
N4.00_D0600_Q0.6,4.0,600.0,0.6,2.2966,4000000000.0,600000000000.0,2.1962922659295883,0.10030773407041194
N4.00_D0600_Q0.8,4.0,600.0,0.8,2.16,4000000000.0,600000000000.0,2.15736593542691,0.0026340645730900114
N4.00_D0600_Q0.9,4.0,600.0,0.9,2.1978,4000000000.0,600000000000.0,2.137741313468521,0.060058686531478944
N4.00_D0600_Q1.0,4.0,600.0,1.0,2.1107,4000000000.0,600000000000.0,2.117788375824375,-0.007088375824375159
N6.90_D0010_Q0.1,6.9,10.0,0.1,2.7585,6900000000.0,10000000000.0,2.8238820023348046,-0.0653820023348044
N6.90_D0010_Q0.2,6.9,10.0,0.2,2.6605,6900000000.0,10000000000.0,2.790988701676695,-0.13048870167669513
N6.90_D0010_Q0.3,6.9,10.0,0.3,2.72,6900000000.0,10000000000.0,2.7580462302162525,-0.03804623021625231
N6.90_D0010_Q0.4,6.9,10.0,0.4,2.6823,6900000000.0,10000000000.0,2.7250474278229047,-0.04274742782290453
N6.90_D0010_Q0.6,6.9,10.0,0.6,2.5269,6900000000.0,10000000000.0,2.658838526145768,-0.13193852614576818
N6.90_D0010_Q0.8,6.9,10.0,0.8,2.5341,6900000000.0,10000000000.0,2.5922153124228426,-0.058115312422842624
N6.90_D0010_Q0.9,6.9,10.0,0.9,2.5395,6900000000.0,10000000000.0,2.5586273690929304,-0.019127369092930557
N6.90_D0010_Q1.0,6.9,10.0,1.0,2.4679,6900000000.0,10000000000.0,2.5244775067272833,-0.05657750672728312
N6.90_D0050_Q0.1,6.9,50.0,0.1,2.5548,6900000000.0,50000000000.0,2.511779468386369,0.043020531613631174
N6.90_D0050_Q0.2,6.9,50.0,0.2,2.4799,6900000000.0,50000000000.0,2.4872301580580505,-0.007330158058050262
N6.90_D0050_Q0.3,6.9,50.0,0.3,2.4833,6900000000.0,50000000000.0,2.462644150005229,0.02065584999477066
N6.90_D0050_Q0.4,6.9,50.0,0.4,2.4979,6900000000.0,50000000000.0,2.438016100396063,0.05988389960393681
N6.90_D0050_Q0.6,6.9,50.0,0.6,2.4093,6900000000.0,50000000000.0,2.3886023036274375,0.02069769637256247
N6.90_D0050_Q0.8,6.9,50.0,0.8,2.2784,6900000000.0,50000000000.0,2.3388792926789836,-0.060479292678983665
N6.90_D0050_Q0.9,6.9,50.0,0.9,2.347,6900000000.0,50000000000.0,2.313811548560922,0.033188451439078115
N6.90_D0050_Q1.0,6.9,50.0,1.0,2.2632,6900000000.0,50000000000.0,2.288324426499277,-0.025124426499277153
N6.90_D0150_Q0.1,6.9,150.0,0.1,2.3272,6900000000.0,150000000000.0,2.3666284093054695,-0.039428409305469536
N6.90_D0150_Q0.2,6.9,150.0,0.2,2.3658,6900000000.0,150000000000.0,2.345959679560743,0.01984032043925721
N6.90_D0150_Q0.3,6.9,150.0,0.3,2.3708,6900000000.0,150000000000.0,2.3252600530071095,0.045539946992890545
N6.90_D0150_Q0.4,6.9,150.0,0.4,2.3438,6900000000.0,150000000000.0,2.3045250305277043,0.039274969472295584
N6.90_D0150_Q0.6,6.9,150.0,0.6,2.2064,6900000000.0,150000000000.0,2.2629222157271007,-0.05652221572710081
N6.90_D0150_Q0.8,6.9,150.0,0.8,2.2296,6900000000.0,150000000000.0,2.221059065127624,0.00854093487237595
N6.90_D0150_Q0.9,6.9,150.0,0.9,2.2482,6900000000.0,150000000000.0,2.1999538519237922,0.04824614807620797
N6.90_D0150_Q1.0,6.9,150.0,1.0,2.1506,6900000000.0,150000000000.0,2.178495553062527,-0.027895553062527334
N6.90_D0300_Q0.1,6.9,300.0,0.1,2.3408,6900000000.0,300000000000.0,2.2955387820340625,0.04526121796593774
N6.90_D0300_Q0.2,6.9,300.0,0.2,2.3195,6900000000.0,300000000000.0,2.2767706173215925,0.042729382678407646
N6.90_D0300_Q0.3,6.9,300.0,0.3,2.3002,6900000000.0,300000000000.0,2.2579743968744057,0.04222560312559409
N6.90_D0300_Q0.4,6.9,300.0,0.4,2.3167,6900000000.0,300000000000.0,2.239146035285831,0.07755396471416898
N6.90_D0300_Q0.6,6.9,300.0,0.6,2.2275,6900000000.0,300000000000.0,2.2013687509377533,0.02613124906224673
N6.90_D0300_Q0.8,6.9,300.0,0.8,2.1189,6900000000.0,300000000000.0,2.163355069616366,-0.04445506961636614
N6.90_D0300_Q0.9,6.9,300.0,0.9,2.1052,6900000000.0,300000000000.0,2.1441905576897264,-0.03899055768972648
N6.90_D0300_Q1.0,6.9,300.0,1.0,2.1363,6900000000.0,300000000000.0,2.1247054276187614,0.01159457238123851
N6.90_D0600_Q0.1,6.9,600.0,0.1,2.2081,6900000000.0,600000000000.0,2.2369924874320177,-0.028892487432017777
N6.90_D0600_Q0.2,6.9,600.0,0.2,2.2684,6900000000.0,600000000000.0,2.2197895446029605,0.048610455397039676
N6.90_D0600_Q0.3,6.9,600.0,0.3,2.2487,6900000000.0,600000000000.0,2.2025608858231025,0.04613911417689742
N6.90_D0600_Q0.4,6.9,600.0,0.4,2.2425,6900000000.0,600000000000.0,2.185302766399318,0.057197233600682296
N6.90_D0600_Q0.6,6.9,600.0,0.6,2.1582,6900000000.0,600000000000.0,2.1506760209059115,0.007523979094088418
N6.90_D0600_Q0.8,6.9,600.0,0.8,2.1315,6900000000.0,600000000000.0,2.115832593404482,0.015667406595517797
N6.90_D0600_Q0.9,6.9,600.0,0.9,2.0744,6900000000.0,600000000000.0,2.098266357809708,-0.023866357809708028
N6.90_D0600_Q1.0,6.9,600.0,1.0,2.0492,6900000000.0,600000000000.0,2.0804062428883565,-0.031206242888356606
N11.97_D0010_Q0.1,11.97,10.0,0.1,2.77,11970000000.0,10000000000.0,2.7771448811083865,-0.007144881108386514
N11.97_D0010_Q0.2,11.97,10.0,0.2,2.6684,11970000000.0,10000000000.0,2.745942093452778,-0.07754209345277774
N11.97_D0010_Q0.3,11.97,10.0,0.3,2.6888,11970000000.0,10000000000.0,2.714692662071142,-0.025892662071141714
N11.97_D0010_Q0.4,11.97,10.0,0.4,2.7027,11970000000.0,10000000000.0,2.683389794819504,0.019310205180496087
N11.97_D0010_Q0.6,11.97,10.0,0.6,2.6784,11970000000.0,10000000000.0,2.620583622784184,0.057816377215815784
N11.97_D0010_Q0.8,11.97,10.0,0.8,2.6185,11970000000.0,10000000000.0,2.5573844317897056,0.0611155682102944
N11.97_D0010_Q0.9,11.97,10.0,0.9,2.4891,11970000000.0,10000000000.0,2.525522701816023,-0.03642270181602303
N11.97_D0010_Q1.0,11.97,10.0,1.0,2.4184,11970000000.0,10000000000.0,2.4931279319831323,-0.07472793198313221
N11.97_D0050_Q0.1,11.97,50.0,0.1,2.4506,11970000000.0,50000000000.0,2.4650423471599505,-0.014442347159950408
N11.97_D0050_Q0.2,11.97,50.0,0.2,2.4199,11970000000.0,50000000000.0,2.4421835498341338,-0.02228354983413361
N11.97_D0050_Q0.3,11.97,50.0,0.3,2.4152,11970000000.0,50000000000.0,2.4192905818601185,-0.0040905818601184585
N11.97_D0050_Q0.4,11.97,50.0,0.4,2.3833,11970000000.0,50000000000.0,2.3963584673926626,-0.013058467392662365
N11.97_D0050_Q0.6,11.97,50.0,0.6,2.3437,11970000000.0,50000000000.0,2.350347400265853,-0.006647400265852976
N11.97_D0050_Q0.8,11.97,50.0,0.8,2.2204,11970000000.0,50000000000.0,2.304048412045847,-0.08364841204584694
N11.97_D0050_Q0.9,11.97,50.0,0.9,2.296,11970000000.0,50000000000.0,2.2807068812840146,0.015293118715985266
N11.97_D0050_Q1.0,11.97,50.0,1.0,2.3439,11970000000.0,50000000000.0,2.256974851755126,0.08692514824487407
N11.97_D0150_Q0.1,11.97,150.0,0.1,2.4214,11970000000.0,150000000000.0,2.3198912880790514,0.10150871192094879
N11.97_D0150_Q0.2,11.97,150.0,0.2,2.3485,11970000000.0,150000000000.0,2.3009130713368258,0.047586928663174266
N11.97_D0150_Q0.3,11.97,150.0,0.3,2.3316,11970000000.0,150000000000.0,2.2819064848619988,0.04969351513800113
N11.97_D0150_Q0.4,11.97,150.0,0.4,2.2453,11970000000.0,150000000000.0,2.2628673975243037,-0.017567397524303807
N11.97_D0150_Q0.6,11.97,150.0,0.6,2.2154,11970000000.0,150000000000.0,2.2246673123655163,-0.009267312365516478
N11.97_D0150_Q0.8,11.97,150.0,0.8,2.2885,11970000000.0,150000000000.0,2.186228184494487,0.1022718155055129
N11.97_D0150_Q0.9,11.97,150.0,0.9,2.1844,11970000000.0,150000000000.0,2.166849184646885,0.0175508153531152
N11.97_D0150_Q1.0,11.97,150.0,1.0,2.2045,11970000000.0,150000000000.0,2.147145978318376,0.057354021681623735
N11.97_D0300_Q0.1,11.97,300.0,0.1,2.2899,11970000000.0,300000000000.0,2.2488016608076444,0.04109833919235539
N11.97_D0300_Q0.2,11.97,300.0,0.2,2.2886,11970000000.0,300000000000.0,2.2317240090976753,0.05687599090232487
N11.97_D0300_Q0.3,11.97,300.0,0.3,2.2767,11970000000.0,300000000000.0,2.214620828729295,0.06207917127070495
N11.97_D0300_Q0.4,11.97,300.0,0.4,2.2501,11970000000.0,300000000000.0,2.1974884022824304,0.05261159771756985
N11.97_D0300_Q0.6,11.97,300.0,0.6,2.1351,11970000000.0,300000000000.0,2.163113847576169,-0.02801384757616887
N11.97_D0300_Q0.8,11.97,300.0,0.8,2.1274,11970000000.0,300000000000.0,2.1285241889832296,-0.0011241889832294127
N11.97_D0300_Q0.9,11.97,300.0,0.9,2.2077,11970000000.0,300000000000.0,2.111085890412819,0.09661410958718086
N11.97_D0300_Q1.0,11.97,300.0,1.0,2.0939,11970000000.0,300000000000.0,2.09335585287461,0.000544147125390193
N11.97_D0600_Q0.1,11.97,600.0,0.1,2.288,11970000000.0,600000000000.0,2.1902553662055997,0.09774463379440013
N11.97_D0600_Q0.2,11.97,600.0,0.2,2.2118,11970000000.0,600000000000.0,2.1747429363790434,0.03705706362095684
N11.97_D0600_Q0.3,11.97,600.0,0.3,2.1456,11970000000.0,600000000000.0,2.159207317677992,-0.013607317677991837
N11.97_D0600_Q0.4,11.97,600.0,0.4,2.141,11970000000.0,600000000000.0,2.1436451333959172,-0.0026451333959172096
N11.97_D0600_Q0.6,11.97,600.0,0.6,2.0709,11970000000.0,600000000000.0,2.112421117544327,-0.04152111754432708
N11.97_D0600_Q0.8,11.97,600.0,0.8,2.0161,11970000000.0,600000000000.0,2.081001712771345,-0.06490171277134538
N11.97_D0600_Q0.9,11.97,600.0,0.9,2.0573,11970000000.0,600000000000.0,2.0651616905328005,-0.007861690532800392
N11.97_D0600_Q1.0,11.97,600.0,1.0,2.0191,11970000000.0,600000000000.0,2.049056668144205,-0.029956668144205167
N0.07_D0010_Q0.5,0.07,10.0,0.5,3.568,70000000.0,10000000000.0,3.5722995538018347,-0.004299553801834666
N0.07_D0010_Q0.7,0.07,10.0,0.7,3.4466,70000000.0,10000000000.0,3.430742947598977,0.015857052401023086
N0.07_D0050_Q0.5,0.07,50.0,0.5,3.1892,70000000.0,50000000000.0,3.2936557019768467,-0.10445570197684662
N0.07_D0050_Q0.7,0.07,50.0,0.7,3.1419,70000000.0,50000000000.0,3.1689397134959756,-0.027039713495975448
N0.07_D0150_Q0.5,0.07,150.0,0.5,3.1305,70000000.0,150000000000.0,3.1640654366012364,-0.03356543660123634
N0.07_D0150_Q0.7,0.07,150.0,0.7,3.0551,70000000.0,150000000000.0,3.0471815969561926,0.00791840304380731
N0.07_D0300_Q0.5,0.07,300.0,0.5,3.1769,70000000.0,300000000000.0,3.1005969113153116,0.07630308868468827
N0.07_D0300_Q0.7,0.07,300.0,0.7,2.9398,70000000.0,300000000000.0,2.9875489688728005,-0.04774896887280056
N0.07_D0600_Q0.5,0.07,600.0,0.5,3.0404,70000000.0,600000000000.0,3.0483270215723164,-0.007927021572316395
N0.07_D0600_Q0.7,0.07,600.0,0.7,2.9333,70000000.0,600000000000.0,2.938438155584451,-0.005138155584451187
N0.16_D0010_Q0.5,0.16,10.0,0.5,3.2494,160000000.0,10000000000.0,3.2992765023068795,-0.049876502306879456
N0.16_D0010_Q0.7,0.16,10.0,0.7,3.2288,160000000.0,10000000000.0,3.1810327234781632,0.04776727652183688
N0.16_D0050_Q0.5,0.16,50.0,0.5,2.9246,160000000.0,50000000000.0,3.020632650481892,-0.09603265048189202
N0.16_D0050_Q0.7,0.16,50.0,0.7,2.8275,160000000.0,50000000000.0,2.919229489375162,-0.09172948937516168
N0.16_D0150_Q0.5,0.16,150.0,0.5,2.8925,160000000.0,150000000000.0,2.8910423851062816,0.0014576148937184286
N0.16_D0150_Q0.7,0.16,150.0,0.7,2.7914,160000000.0,150000000000.0,2.797471372835379,-0.006071372835378952
N0.16_D0300_Q0.5,0.16,300.0,0.5,2.8079,160000000.0,300000000000.0,2.827573859820357,-0.019673859820356743
N0.16_D0300_Q0.7,0.16,300.0,0.7,2.7592,160000000.0,300000000000.0,2.7378387447519867,0.021361255248013133
N0.16_D0600_Q0.5,0.16,600.0,0.5,2.7776,160000000.0,600000000000.0,2.7753039700773616,0.002296029922638443
N0.16_D0600_Q0.7,0.16,600.0,0.7,2.6652,160000000.0,600000000000.0,2.6887279314636374,-0.023527931463637408
N0.41_D0010_Q0.5,0.41,10.0,0.5,3.0802,410000000.0,10000000000.0,3.0689421844311076,0.011257815568892493
N0.41_D0010_Q0.7,0.41,10.0,0.7,3.027,410000000.0,10000000000.0,2.9703661375450823,0.05663386245491786
N0.41_D0050_Q0.5,0.41,50.0,0.5,2.7517,410000000.0,50000000000.0,2.7902983326061195,-0.038598332606119445
N0.41_D0050_Q0.7,0.41,50.0,0.7,2.6453,410000000.0,50000000000.0,2.708562903442081,-0.06326290344208063
N0.41_D0150_Q0.5,0.41,150.0,0.5,2.6432,410000000.0,150000000000.0,2.6607080672305092,-0.017508067230509017
N0.41_D0150_Q0.7,0.41,150.0,0.7,2.605,410000000.0,150000000000.0,2.586804786902298,0.018195213097702112
N0.41_D0300_Q0.5,0.41,300.0,0.5,2.6321,410000000.0,300000000000.0,2.5972395419445844,0.03486045805541549
N0.41_D0300_Q0.7,0.41,300.0,0.7,2.5426,410000000.0,300000000000.0,2.527172158818906,0.015427841181094415
N0.41_D0600_Q0.5,0.41,600.0,0.5,2.5369,410000000.0,600000000000.0,2.544969652201589,-0.008069652201589061
N0.41_D0600_Q0.7,0.41,600.0,0.7,2.4873,410000000.0,600000000000.0,2.4780613455305565,0.009238654469443386
N0.7_D0010_Q0.5,0.7,10.0,0.5,2.9761,700000000.0,10000000000.0,2.9673527741186527,0.008747225881347465
N0.7_D0010_Q0.7,0.7,10.0,0.7,2.9524,700000000.0,10000000000.0,2.8774512196342297,0.07494878036577024
N0.7_D0050_Q0.5,0.7,50.0,0.5,2.6726,700000000.0,50000000000.0,2.688708922293665,-0.016108922293665007
N0.7_D0050_Q0.7,0.7,50.0,0.7,2.606,700000000.0,50000000000.0,2.6156479855312282,-0.009647985531228365
N0.7_D0150_Q0.5,0.7,150.0,0.5,2.5964,700000000.0,150000000000.0,2.559118656918055,0.037281343081945195
N0.7_D0150_Q0.7,0.7,150.0,0.7,2.5081,700000000.0,150000000000.0,2.4938898689914453,0.01421013100855495
N0.7_D0300_Q0.5,0.7,300.0,0.5,2.5359,700000000.0,300000000000.0,2.49565013163213,0.04024986836786981
N0.7_D0300_Q0.7,0.7,300.0,0.7,2.4237,700000000.0,300000000000.0,2.434257240908053,-0.01055724090805299
N0.7_D0600_Q0.5,0.7,600.0,0.5,2.4897,700000000.0,600000000000.0,2.443380241889135,0.046319758110865195
N0.7_D0600_Q0.7,0.7,600.0,0.7,2.48,700000000.0,600000000000.0,2.385146427619704,0.09485357238029613
N1.0_D0010_Q0.5,1.0,10.0,0.5,2.848,1000000000.0,10000000000.0,2.909186684414556,-0.061186684414556325
N1.0_D0010_Q0.7,1.0,10.0,0.7,2.8028,1000000000.0,10000000000.0,2.824251802161197,-0.02145180216119691
N1.0_D0050_Q0.5,1.0,50.0,0.5,2.6594,1000000000.0,50000000000.0,2.630542832589568,0.028857167410432094
N1.0_D0050_Q0.7,1.0,50.0,0.7,2.5754,1000000000.0,50000000000.0,2.5624485680581954,0.012951431941804703
N1.0_D0150_Q0.5,1.0,150.0,0.5,2.5142,1000000000.0,150000000000.0,2.500952567213958,0.013247432786042346
N1.0_D0150_Q0.7,1.0,150.0,0.7,2.4391,1000000000.0,150000000000.0,2.4406904515184125,-0.0015904515184126389
N1.0_D0300_Q0.5,1.0,300.0,0.5,2.4767,1000000000.0,300000000000.0,2.437484041928033,0.039215958071967094
N1.0_D0300_Q0.7,1.0,300.0,0.7,2.4565,1000000000.0,300000000000.0,2.3810578234350204,0.07544217656497976
N1.0_D0600_Q0.5,1.0,600.0,0.5,2.4351,1000000000.0,600000000000.0,2.385214152185038,0.04988584781496197
N1.0_D0600_Q0.7,1.0,600.0,0.7,2.359,1000000000.0,600000000000.0,2.331947010146671,0.027052989853328935
N2.8_D0010_Q0.5,2.8,10.0,0.5,2.7452,2800000000.0,10000000000.0,2.775935211158555,-0.030735211158555042
N2.8_D0010_Q0.7,2.8,10.0,0.7,2.671,2800000000.0,10000000000.0,2.7023783740056273,-0.031378374005627485
N2.8_D0050_Q0.5,2.8,50.0,0.5,2.5569,2800000000.0,50000000000.0,2.497291359333567,0.05960864066643312
N2.8_D0050_Q0.7,2.8,50.0,0.7,2.4459,2800000000.0,50000000000.0,2.4405751399026263,0.0053248600973736515
N2.8_D0150_Q0.5,2.8,150.0,0.5,2.4226,2800000000.0,150000000000.0,2.367701093957957,0.05489890604204328
N2.8_D0150_Q0.7,2.8,150.0,0.7,2.2944,2800000000.0,150000000000.0,2.318817023362843,-0.024417023362842905
N2.8_D0300_Q0.5,2.8,300.0,0.5,2.3363,2800000000.0,300000000000.0,2.304232568672032,0.03206743132796808
N2.8_D0300_Q0.7,2.8,300.0,0.7,2.2804,2800000000.0,300000000000.0,2.2591843952794513,0.021215604720548953
N2.8_D0600_Q0.5,2.8,600.0,0.5,2.322,2800000000.0,600000000000.0,2.251962678929037,0.07003732107096328
N2.8_D0600_Q0.7,2.8,600.0,0.7,2.2877,2800000000.0,600000000000.0,2.2100735819911015,0.07762641800889858
N4.0_D0010_Q0.5,4.0,10.0,0.5,2.6556,4000000000.0,10000000000.0,2.7396301372323926,-0.08403013723239239
N4.0_D0010_Q0.7,4.0,10.0,0.7,2.6349,4000000000.0,10000000000.0,2.6691733090955965,-0.03427330909559645
N4.0_D0050_Q0.5,4.0,50.0,0.5,2.5028,4000000000.0,50000000000.0,2.4609862854074045,0.04181371459259564
N4.0_D0050_Q0.7,4.0,50.0,0.7,2.4309,4000000000.0,50000000000.0,2.4073700749925955,0.023529925007404362
N4.0_D0150_Q0.5,4.0,150.0,0.5,2.4064,4000000000.0,150000000000.0,2.3313960200317947,0.0750039799682054
N4.0_D0150_Q0.7,4.0,150.0,0.7,2.3547,4000000000.0,150000000000.0,2.285611958452812,0.06908804154718773
N4.0_D0300_Q0.5,4.0,300.0,0.5,2.2988,4000000000.0,300000000000.0,2.2679274947458694,0.030872505254130544
N4.0_D0300_Q0.7,4.0,300.0,0.7,2.2329,4000000000.0,300000000000.0,2.2259793303694204,0.006920669630579468
N4.0_D0600_Q0.5,4.0,600.0,0.5,2.3211,4000000000.0,600000000000.0,2.2156576050028742,0.10544239499712571
N4.0_D0600_Q0.7,4.0,600.0,0.7,2.2154,4000000000.0,600000000000.0,2.1768685170810707,0.03853148291892916
N6.9_D0010_Q0.5,6.9,10.0,0.5,2.6118,6900000000.0,10000000000.0,2.691982701495348,-0.08018270149534779
N6.9_D0010_Q0.7,6.9,10.0,0.7,2.5613,6900000000.0,10000000000.0,2.625594381266862,-0.06429438126686193
N6.9_D0050_Q0.5,6.9,50.0,0.5,2.4529,6900000000.0,50000000000.0,2.4133388496703603,0.039561150329639805
N6.9_D0050_Q0.7,6.9,50.0,0.7,2.3751,6900000000.0,50000000000.0,2.3637911471638606,0.011308852836139582
N6.9_D0150_Q0.5,6.9,150.0,0.5,2.2227,6900000000.0,150000000000.0,2.28374858429475,-0.06104858429474991
N6.9_D0150_Q0.7,6.9,150.0,0.7,2.2344,6900000000.0,150000000000.0,2.2420330306240777,-0.007633030624077719
N6.9_D0300_Q0.5,6.9,300.0,0.5,2.2738,6900000000.0,300000000000.0,2.220280059008825,0.05351994099117485
N6.9_D0300_Q0.7,6.9,300.0,0.7,2.1672,6900000000.0,300000000000.0,2.1824004025406856,-0.015200402540685776
