experiment_id,N_params_B,D_tokens_B,Q_score,val_loss,data_type,N,D,L_classic,censored
N0.41_D0500_Q0.8,0.41,500,0.8,1.9863,calibrated,410000000.0,500000000000.0,2.386984460862489,False
N0.41_D0500_Q0.9,0.41,500,0.9,2.1829,calibrated,410000000.0,500000000000.0,2.386984460862489,False
N0.41_D0500_Q0.95,0.41,500,0.95,2.3182,calibrated,410000000.0,500000000000.0,2.386984460862489,False
N0.41_D0500_Q1.0,0.41,500,1.0,2.3631,calibrated,410000000.0,500000000000.0,2.386984460862489,False
N0.41_D1000_Q0.05,0.41,1000,0.05,0.5,calibrated,410000000.0,1000000000000.0,2.3485903596481394,True
N0.41_D1000_Q0.1,0.41,1000,0.1,0.5885,calibrated,410000000.0,1000000000000.0,2.3485903596481394,False
N0.41_D1000_Q0.2,0.41,1000,0.2,0.7592,calibrated,410000000.0,1000000000000.0,2.3485903596481394,False
N0.41_D1000_Q0.3,0.41,1000,0.3,0.9951,calibrated,410000000.0,1000000000000.0,2.3485903596481394,False
N0.41_D1000_Q0.4,0.41,1000,0.4,1.2144,calibrated,410000000.0,1000000000000.0,2.3485903596481394,False
N0.41_D1000_Q0.5,0.41,1000,0.5,1.3941,calibrated,410000000.0,1000000000000.0,2.3485903596481394,False
N0.41_D1000_Q0.6,0.41,1000,0.6,1.5743,calibrated,410000000.0,1000000000000.0,2.3485903596481394,False
N0.41_D1000_Q0.7,0.41,1000,0.7,1.759,calibrated,410000000.0,1000000000000.0,2.3485903596481394,False
N0.41_D1000_Q0.8,0.41,1000,0.8,1.9279,calibrated,410000000.0,1000000000000.0,2.3485903596481394,False
N0.41_D1000_Q0.9,0.41,1000,0.9,2.1495,calibrated,410000000.0,1000000000000.0,2.3485903596481394,False
N0.41_D1000_Q0.95,0.41,1000,0.95,2.2212,calibrated,410000000.0,1000000000000.0,2.3485903596481394,False
N0.41_D1000_Q1.0,0.41,1000,1.0,2.4128,calibrated,410000000.0,1000000000000.0,2.3485903596481394,False
N0.41_D2000_Q0.05,0.41,2000,0.05,0.5,calibrated,410000000.0,2000000000000.0,2.316970664244558,True
N0.41_D2000_Q0.1,0.41,2000,0.1,0.5802,calibrated,410000000.0,2000000000000.0,2.316970664244558,False
N0.41_D2000_Q0.2,0.41,2000,0.2,0.7774,calibrated,410000000.0,2000000000000.0,2.316970664244558,False
N0.41_D2000_Q0.3,0.41,2000,0.3,0.9982,calibrated,410000000.0,2000000000000.0,2.316970664244558,False
N0.41_D2000_Q0.4,0.41,2000,0.4,1.2122,calibrated,410000000.0,2000000000000.0,2.316970664244558,False
N0.41_D2000_Q0.5,0.41,2000,0.5,1.3202,calibrated,410000000.0,2000000000000.0,2.316970664244558,False
N0.41_D2000_Q0.6,0.41,2000,0.6,1.5758,calibrated,410000000.0,2000000000000.0,2.316970664244558,False
N0.41_D2000_Q0.7,0.41,2000,0.7,1.7331,calibrated,410000000.0,2000000000000.0,2.316970664244558,False
N0.41_D2000_Q0.8,0.41,2000,0.8,1.9375,calibrated,410000000.0,2000000000000.0,2.316970664244558,False
N0.41_D2000_Q0.9,0.41,2000,0.9,2.0973,calibrated,410000000.0,2000000000000.0,2.316970664244558,False
N0.41_D2000_Q0.95,0.41,2000,0.95,2.2225,calibrated,410000000.0,2000000000000.0,2.316970664244558,False
N0.41_D2000_Q1.0,0.41,2000,1.0,2.3248,calibrated,410000000.0,2000000000000.0,2.316970664244558,False
N0.7_D0005_Q0.05,0.7,5,0.05,0.5148,calibrated,700000000.0,5000000000.0,2.879960899124865,False
N0.7_D0005_Q0.1,0.7,5,0.1,0.651,calibrated,700000000.0,5000000000.0,2.879960899124865,False
N0.7_D0005_Q0.2,0.7,5,0.2,0.8807,calibrated,700000000.0,5000000000.0,2.879960899124865,False
N0.7_D0005_Q0.3,0.7,5,0.3,1.1486,calibrated,700000000.0,5000000000.0,2.879960899124865,False
N0.7_D0005_Q0.4,0.7,5,0.4,1.3678,calibrated,700000000.0,5000000000.0,2.879960899124865,False
N0.7_D0005_Q0.5,0.7,5,0.5,1.6627,calibrated,700000000.0,5000000000.0,2.879960899124865,False
N0.7_D0005_Q0.6,0.7,5,0.6,1.8832,calibrated,700000000.0,5000000000.0,2.879960899124865,False
N0.7_D0005_Q0.7,0.7,5,0.7,2.1501,calibrated,700000000.0,5000000000.0,2.879960899124865,False
N0.7_D0005_Q0.8,0.7,5,0.8,2.3581,calibrated,700000000.0,5000000000.0,2.879960899124865,False
N0.7_D0005_Q0.9,0.7,5,0.9,2.6571,calibrated,700000000.0,5000000000.0,2.879960899124865,False
N0.7_D0005_Q0.95,0.7,5,0.95,2.7097,calibrated,700000000.0,5000000000.0,2.879960899124865,False
N0.7_D0005_Q1.0,0.7,5,1.0,2.862,calibrated,700000000.0,5000000000.0,2.879960899124865,False
N0.7_D0010_Q0.05,0.7,10,0.05,0.5,calibrated,700000000.0,10000000000.0,2.740521046157511,True
N0.7_D0010_Q0.1,0.7,10,0.1,0.615,calibrated,700000000.0,10000000000.0,2.740521046157511,False
N0.7_D0010_Q0.2,0.7,10,0.2,0.8685,calibrated,700000000.0,10000000000.0,2.740521046157511,False
N0.7_D0010_Q0.3,0.7,10,0.3,1.081,calibrated,700000000.0,10000000000.0,2.740521046157511,False
N0.7_D0010_Q0.4,0.7,10,0.4,1.3192,calibrated,700000000.0,10000000000.0,2.740521046157511,False
N0.7_D0010_Q0.5,0.7,10,0.5,1.5184,calibrated,700000000.0,10000000000.0,2.740521046157511,False
N0.7_D0010_Q0.6,0.7,10,0.6,1.7963,calibrated,700000000.0,10000000000.0,2.740521046157511,False
N0.7_D0010_Q0.7,0.7,10,0.7,2.0639,calibrated,700000000.0,10000000000.0,2.740521046157511,False
N0.7_D0010_Q0.8,0.7,10,0.8,2.222,calibrated,700000000.0,10000000000.0,2.740521046157511,False
N0.7_D0010_Q0.9,0.7,10,0.9,2.5041,calibrated,700000000.0,10000000000.0,2.740521046157511,False
N0.7_D0010_Q0.95,0.7,10,0.95,2.657,calibrated,700000000.0,10000000000.0,2.740521046157511,False
N0.7_D0010_Q1.0,0.7,10,1.0,2.6504,calibrated,700000000.0,10000000000.0,2.740521046157511,False
N0.7_D0020_Q0.05,0.7,20,0.05,0.5,calibrated,700000000.0,20000000000.0,2.6256845077702007,True
N0.7_D0020_Q0.1,0.7,20,0.1,0.5886,calibrated,700000000.0,20000000000.0,2.6256845077702007,False
N0.7_D0020_Q0.2,0.7,20,0.2,0.82,calibrated,700000000.0,20000000000.0,2.6256845077702007,False
N0.7_D0020_Q0.3,0.7,20,0.3,1.0213,calibrated,700000000.0,20000000000.0,2.6256845077702007,False
N0.7_D0020_Q0.4,0.7,20,0.4,1.2544,calibrated,700000000.0,20000000000.0,2.6256845077702007,False
N0.7_D0020_Q0.5,0.7,20,0.5,1.5102,calibrated,700000000.0,20000000000.0,2.6256845077702007,False
N0.7_D0020_Q0.6,0.7,20,0.6,1.733,calibrated,700000000.0,20000000000.0,2.6256845077702007,False
N0.7_D0020_Q0.7,0.7,20,0.7,1.9575,calibrated,700000000.0,20000000000.0,2.6256845077702007,False
N0.7_D0020_Q0.8,0.7,20,0.8,2.1359,calibrated,700000000.0,20000000000.0,2.6256845077702007,False
N0.7_D0020_Q0.9,0.7,20,0.9,2.4142,calibrated,700000000.0,20000000000.0,2.6256845077702007,False
N0.7_D0020_Q0.95,0.7,20,0.95,2.5456,calibrated,700000000.0,20000000000.0,2.6256845077702007,False
N0.7_D0020_Q1.0,0.7,20,1.0,2.5856,calibrated,700000000.0,20000000000.0,2.6256845077702007,False
N0.7_D0050_Q0.05,0.7,50,0.05,0.5,calibrated,700000000.0,50000000000.0,2.504367965929504,True
N0.7_D0050_Q0.1,0.7,50,0.1,0.5587,calibrated,700000000.0,50000000000.0,2.504367965929504,False
N0.7_D0050_Q0.2,0.7,50,0.2,0.7563,calibrated,700000000.0,50000000000.0,2.504367965929504,False
N0.7_D0050_Q0.3,0.7,50,0.3,1.0221,calibrated,700000000.0,50000000000.0,2.504367965929504,False
N0.7_D0050_Q0.4,0.7,50,0.4,1.1864,calibrated,700000000.0,50000000000.0,2.504367965929504,False
N0.7_D0050_Q0.5,0.7,50,0.5,1.4294,calibrated,700000000.0,50000000000.0,2.504367965929504,False
N0.7_D0050_Q0.6,0.7,50,0.6,1.6494,calibrated,700000000.0,50000000000.0,2.504367965929504,False
N0.7_D0050_Q0.7,0.7,50,0.7,1.8129,calibrated,700000000.0,50000000000.0,2.504367965929504,False
N0.7_D0050_Q0.8,0.7,50,0.8,2.0562,calibrated,700000000.0,50000000000.0,2.504367965929504,False
N0.7_D0050_Q0.9,0.7,50,0.9,2.294,calibrated,700000000.0,50000000000.0,2.504367965929504,False
N0.7_D0050_Q0.95,0.7,50,0.95,2.3802,calibrated,700000000.0,50000000000.0,2.504367965929504,False
N0.7_D0050_Q1.0,0.7,50,1.0,2.492,calibrated,700000000.0,50000000000.0,2.504367965929504,False
N0.7_D0100_Q0.05,0.7,100,0.05,0.5,calibrated,700000000.0,100000000000.0,2.4311992032766985,True
N0.7_D0100_Q0.1,0.7,100,0.1,0.5313,calibrated,700000000.0,100000000000.0,2.4311992032766985,False
N0.7_D0100_Q0.2,0.7,100,0.2,0.7638,calibrated,700000000.0,100000000000.0,2.4311992032766985,False
N0.7_D0100_Q0.3,0.7,100,0.3,0.9699,calibrated,700000000.0,100000000000.0,2.4311992032766985,False
N0.7_D0100_Q0.4,0.7,100,0.4,1.1979,calibrated,700000000.0,100000000000.0,2.4311992032766985,False
N0.7_D0100_Q0.5,0.7,100,0.5,1.3973,calibrated,700000000.0,100000000000.0,2.4311992032766985,False
N0.7_D0100_Q0.6,0.7,100,0.6,1.5891,calibrated,700000000.0,100000000000.0,2.4311992032766985,False
N0.7_D0100_Q0.7,0.7,100,0.7,1.8109,calibrated,700000000.0,100000000000.0,2.4311992032766985,False
N0.7_D0100_Q0.8,0.7,100,0.8,2.017,calibrated,700000000.0,100000000000.0,2.4311992032766985,False
N0.7_D0100_Q0.9,0.7,100,0.9,2.1928,calibrated,700000000.0,100000000000.0,2.4311992032766985,False
N0.7_D0100_Q0.95,0.7,100,0.95,2.3158,calibrated,700000000.0,100000000000.0,2.4311992032766985,False
N0.7_D0100_Q1.0,0.7,100,1.0,2.4334,calibrated,700000000.0,100000000000.0,2.4311992032766985,False
N0.7_D0150_Q0.05,0.7,150,0.05,0.5,calibrated,700000000.0,150000000000.0,2.3945390924927543,True
N0.7_D0150_Q0.1,0.7,150,0.1,0.5295,calibrated,700000000.0,150000000000.0,2.3945390924927543,False
N0.7_D0150_Q0.2,0.7,150,0.2,0.7452,calibrated,700000000.0,150000000000.0,2.3945390924927543,False
N0.7_D0150_Q0.3,0.7,150,0.3,0.9382,calibrated,700000000.0,150000000000.0,2.3945390924927543,False
N0.7_D0150_Q0.4,0.7,150,0.4,1.1468,calibrated,700000000.0,150000000000.0,2.3945390924927543,False
N0.7_D0150_Q0.5,0.7,150,0.5,1.3466,calibrated,700000000.0,150000000000.0,2.3945390924927543,False
N0.7_D0150_Q0.6,0.7,150,0.6,1.5755,calibrated,700000000.0,150000000000.0,2.3945390924927543,False
N0.7_D0150_Q0.7,0.7,150,0.7,1.7355,calibrated,700000000.0,150000000000.0,2.3945390924927543,False
N0.7_D0150_Q0.8,0.7,150,0.8,2.0079,calibrated,700000000.0,150000000000.0,2.3945390924927543,False
N0.7_D0150_Q0.9,0.7,150,0.9,2.2463,calibrated,700000000.0,150000000000.0,2.3945390924927543,False
N0.7_D0150_Q0.95,0.7,150,0.95,2.3482,calibrated,700000000.0,150000000000.0,2.3945390924927543,False
N0.7_D0150_Q1.0,0.7,150,1.0,2.3563,calibrated,700000000.0,150000000000.0,2.3945390924927543,False
N0.7_D0300_Q0.05,0.7,300,0.05,0.5,calibrated,700000000.0,300000000000.0,2.340748967048988,True
N0.7_D0300_Q0.1,0.7,300,0.1,0.5247,calibrated,700000000.0,300000000000.0,2.340748967048988,False
N0.7_D0300_Q0.2,0.7,300,0.2,0.7291,calibrated,700000000.0,300000000000.0,2.340748967048988,False
N0.7_D0300_Q0.3,0.7,300,0.3,0.9233,calibrated,700000000.0,300000000000.0,2.340748967048988,False
N0.7_D0300_Q0.4,0.7,300,0.4,1.1189,calibrated,700000000.0,300000000000.0,2.340748967048988,False
N0.7_D0300_Q0.5,0.7,300,0.5,1.3291,calibrated,700000000.0,300000000000.0,2.340748967048988,False
N0.7_D0300_Q0.6,0.7,300,0.6,1.5399,calibrated,700000000.0,300000000000.0,2.340748967048988,False
N0.7_D0300_Q0.7,0.7,300,0.7,1.7166,calibrated,700000000.0,300000000000.0,2.340748967048988,False
N0.7_D0300_Q0.8,0.7,300,0.8,1.9103,calibrated,700000000.0,300000000000.0,2.340748967048988,False
N0.7_D0300_Q0.9,0.7,300,0.9,2.1926,calibrated,700000000.0,300000000000.0,2.340748967048988,False
N0.7_D0300_Q0.95,0.7,300,0.95,2.2639,calibrated,700000000.0,300000000000.0,2.340748967048988,False
N0.7_D0300_Q1.0,0.7,300,1.0,2.3162,calibrated,700000000.0,300000000000.0,2.340748967048988,False
N0.7_D0500_Q0.05,0.7,500,0.05,0.5,calibrated,700000000.0,500000000000.0,2.307281769994713,True
N0.7_D0500_Q0.1,0.7,500,0.1,0.5138,calibrated,700000000.0,500000000000.0,2.307281769994713,False
N0.7_D0500_Q0.2,0.7,500,0.2,0.701,calibrated,700000000.0,500000000000.0,2.307281769994713,False
N0.7_D0500_Q0.3,0.7,500,0.3,0.9241,calibrated,700000000.0,500000000000.0,2.307281769994713,False
N0.7_D0500_Q0.4,0.7,500,0.4,1.1327,calibrated,700000000.0,500000000000.0,2.307281769994713,False
N0.7_D0500_Q0.5,0.7,500,0.5,1.3085,calibrated,700000000.0,500000000000.0,2.307281769994713,False
N0.7_D0500_Q0.6,0.7,500,0.6,1.5486,calibrated,700000000.0,500000000000.0,2.307281769994713,False
N0.7_D0500_Q0.7,0.7,500,0.7,1.7063,calibrated,700000000.0,500000000000.0,2.307281769994713,False
N0.7_D0500_Q0.8,0.7,500,0.8,1.8982,calibrated,700000000.0,500000000000.0,2.307281769994713,False
N0.7_D0500_Q0.9,0.7,500,0.9,2.0978,calibrated,700000000.0,500000000000.0,2.307281769994713,False
N0.7_D0500_Q0.95,0.7,500,0.95,2.1997,calibrated,700000000.0,500000000000.0,2.307281769994713,False
N0.7_D0500_Q1.0,0.7,500,1.0,2.2912,calibrated,700000000.0,500000000000.0,2.307281769994713,False
N0.7_D1000_Q0.05,0.7,1000,0.05,0.5,calibrated,700000000.0,1000000000000.0,2.2688876687803634,True
N0.7_D1000_Q0.1,0.7,1000,0.1,0.5071,calibrated,700000000.0,1000000000000.0,2.2688876687803634,False
N0.7_D1000_Q0.2,0.7,1000,0.2,0.7115,calibrated,700000000.0,1000000000000.0,2.2688876687803634,False
N0.7_D1000_Q0.3,0.7,1000,0.3,0.9132,calibrated,700000000.0,1000000000000.0,2.2688876687803634,False
N0.7_D1000_Q0.4,0.7,1000,0.4,1.1056,calibrated,700000000.0,1000000000000.0,2.2688876687803634,False
N0.7_D1000_Q0.5,0.7,1000,0.5,1.322,calibrated,700000000.0,1000000000000.0,2.2688876687803634,False
N0.7_D1000_Q0.6,0.7,1000,0.6,1.4614,calibrated,700000000.0,1000000000000.0,2.2688876687803634,False
N0.7_D1000_Q0.7,0.7,1000,0.7,1.7068,calibrated,700000000.0,1000000000000.0,2.2688876687803634,False
N0.7_D1000_Q0.8,0.7,1000,0.8,1.8896,calibrated,700000000.0,1000000000000.0,2.2688876687803634,False
N0.7_D1000_Q0.9,0.7,1000,0.9,2.0683,calibrated,700000000.0,1000000000000.0,2.2688876687803634,False
N0.7_D1000_Q0.95,0.7,1000,0.95,2.1816,calibrated,700000000.0,1000000000000.0,2.2688876687803634,False
N0.7_D1000_Q1.0,0.7,1000,1.0,2.297,calibrated,700000000.0,1000000000000.0,2.2688876687803634,False
N0.7_D2000_Q0.05,0.7,2000,0.05,0.5,calibrated,700000000.0,2000000000000.0,2.237267973376782,True
N0.7_D2000_Q0.1,0.7,2000,0.1,0.5001,calibrated,700000000.0,2000000000000.0,2.237267973376782,False
N0.7_D2000_Q0.2,0.7,2000,0.2,0.6784,calibrated,700000000.0,2000000000000.0,2.237267973376782,False
N0.7_D2000_Q0.3,0.7,2000,0.3,0.8706,calibrated,700000000.0,2000000000000.0,2.237267973376782,False
N0.7_D2000_Q0.4,0.7,2000,0.4,1.0904,calibrated,700000000.0,2000000000000.0,2.237267973376782,False
N0.7_D2000_Q0.5,0.7,2000,0.5,1.2499,calibrated,700000000.0,2000000000000.0,2.237267973376782,False
N0.7_D2000_Q0.6,0.7,2000,0.6,1.4277,calibrated,700000000.0,2000000000000.0,2.237267973376782,False
N0.7_D2000_Q0.7,0.7,2000,0.7,1.6336,calibrated,700000000.0,2000000000000.0,2.237267973376782,False
N0.7_D2000_Q0.8,0.7,2000,0.8,1.8579,calibrated,700000000.0,2000000000000.0,2.237267973376782,False
N0.7_D2000_Q0.9,0.7,2000,0.9,2.0246,calibrated,700000000.0,2000000000000.0,2.237267973376782,False
N0.7_D2000_Q0.95,0.7,2000,0.95,2.1556,calibrated,700000000.0,2000000000000.0,2.237267973376782,False
N0.7_D2000_Q1.0,0.7,2000,1.0,2.2183,calibrated,700000000.0,2000000000000.0,2.237267973376782,False
N1.0_D0005_Q0.05,1.0,5,0.05,0.5,calibrated,1000000000.0,5000000000.0,2.834326281772385,True
N1.0_D0005_Q0.1,1.0,5,0.1,0.5747,calibrated,1000000000.0,5000000000.0,2.834326281772385,False
N1.0_D0005_Q0.2,1.0,5,0.2,0.8142,calibrated,1000000000.0,5000000000.0,2.834326281772385,False
N1.0_D0005_Q0.3,1.0,5,0.3,1.0733,calibrated,1000000000.0,5000000000.0,2.834326281772385,False
N1.0_D0005_Q0.4,1.0,5,0.4,1.3204,calibrated,1000000000.0,5000000000.0,2.834326281772385,False
N1.0_D0005_Q0.5,1.0,5,0.5,1.5528,calibrated,1000000000.0,5000000000.0,2.834326281772385,False
N1.0_D0005_Q0.6,1.0,5,0.6,1.8086,calibrated,1000000000.0,5000000000.0,2.834326281772385,False
N1.0_D0005_Q0.7,1.0,5,0.7,2.0374,calibrated,1000000000.0,5000000000.0,2.834326281772385,False
N1.0_D0005_Q0.8,1.0,5,0.8,2.3623,calibrated,1000000000.0,5000000000.0,2.834326281772385,False
N1.0_D0005_Q0.9,1.0,5,0.9,2.5719,calibrated,1000000000.0,5000000000.0,2.834326281772385,False
N1.0_D0005_Q0.95,1.0,5,0.95,2.7672,calibrated,1000000000.0,5000000000.0,2.834326281772385,False
N1.0_D0005_Q1.0,1.0,5,1.0,2.8125,calibrated,1000000000.0,5000000000.0,2.834326281772385,False
N1.0_D0010_Q0.05,1.0,10,0.05,0.5,calibrated,1000000000.0,10000000000.0,2.694886428805031,True
N1.0_D0010_Q0.1,1.0,10,0.1,0.5575,calibrated,1000000000.0,10000000000.0,2.694886428805031,False
N1.0_D0010_Q0.2,1.0,10,0.2,0.7909,calibrated,1000000000.0,10000000000.0,2.694886428805031,False
N1.0_D0010_Q0.3,1.0,10,0.3,1.009,calibrated,1000000000.0,10000000000.0,2.694886428805031,False
N1.0_D0010_Q0.4,1.0,10,0.4,1.2421,calibrated,1000000000.0,10000000000.0,2.694886428805031,False
N1.0_D0010_Q0.5,1.0,10,0.5,1.4971,calibrated,1000000000.0,10000000000.0,2.694886428805031,False
N1.0_D0010_Q0.6,1.0,10,0.6,1.7308,calibrated,1000000000.0,10000000000.0,2.694886428805031,False
N1.0_D0010_Q0.7,1.0,10,0.7,1.9717,calibrated,1000000000.0,10000000000.0,2.694886428805031,False
N1.0_D0010_Q0.8,1.0,10,0.8,2.1998,calibrated,1000000000.0,10000000000.0,2.694886428805031,False
N1.0_D0010_Q0.9,1.0,10,0.9,2.4605,calibrated,1000000000.0,10000000000.0,2.694886428805031,False
N1.0_D0010_Q0.95,1.0,10,0.95,2.6357,calibrated,1000000000.0,10000000000.0,2.694886428805031,False
N1.0_D0010_Q1.0,1.0,10,1.0,2.6513,calibrated,1000000000.0,10000000000.0,2.694886428805031,False
N1.0_D0020_Q0.05,1.0,20,0.05,0.5,calibrated,1000000000.0,20000000000.0,2.5800498904177207,True
N1.0_D0020_Q0.1,1.0,20,0.1,0.5188,calibrated,1000000000.0,20000000000.0,2.5800498904177207,False
N1.0_D0020_Q0.2,1.0,20,0.2,0.7381,calibrated,1000000000.0,20000000000.0,2.5800498904177207,False
N1.0_D0020_Q0.3,1.0,20,0.3,0.9701,calibrated,1000000000.0,20000000000.0,2.5800498904177207,False
N1.0_D0020_Q0.4,1.0,20,0.4,1.2279,calibrated,1000000000.0,20000000000.0,2.5800498904177207,False
N1.0_D0020_Q0.5,1.0,20,0.5,1.4233,calibrated,1000000000.0,20000000000.0,2.5800498904177207,False
N1.0_D0020_Q0.6,1.0,20,0.6,1.6574,calibrated,1000000000.0,20000000000.0,2.5800498904177207,False
N1.0_D0020_Q0.7,1.0,20,0.7,1.8968,calibrated,1000000000.0,20000000000.0,2.5800498904177207,False
N1.0_D0020_Q0.8,1.0,20,0.8,2.0844,calibrated,1000000000.0,20000000000.0,2.5800498904177207,False
N1.0_D0020_Q0.9,1.0,20,0.9,2.3062,calibrated,1000000000.0,20000000000.0,2.5800498904177207,False
N1.0_D0020_Q0.95,1.0,20,0.95,2.4517,calibrated,1000000000.0,20000000000.0,2.5800498904177207,False
N1.0_D0020_Q1.0,1.0,20,1.0,2.6133,calibrated,1000000000.0,20000000000.0,2.5800498904177207,False
N1.0_D0050_Q0.05,1.0,50,0.05,0.5,calibrated,1000000000.0,50000000000.0,2.458733348577024,True
N1.0_D0050_Q0.1,1.0,50,0.1,0.5001,calibrated,1000000000.0,50000000000.0,2.458733348577024,False
N1.0_D0050_Q0.2,1.0,50,0.2,0.7393,calibrated,1000000000.0,50000000000.0,2.458733348577024,False
N1.0_D0050_Q0.3,1.0,50,0.3,0.948,calibrated,1000000000.0,50000000000.0,2.458733348577024,False
N1.0_D0050_Q0.4,1.0,50,0.4,1.1772,calibrated,1000000000.0,50000000000.0,2.458733348577024,False
N1.0_D0050_Q0.5,1.0,50,0.5,1.4083,calibrated,1000000000.0,50000000000.0,2.458733348577024,False
N1.0_D0050_Q0.6,1.0,50,0.6,1.5703,calibrated,1000000000.0,50000000000.0,2.458733348577024,False
N1.0_D0050_Q0.7,1.0,50,0.7,1.7603,calibrated,1000000000.0,50000000000.0,2.458733348577024,False
N1.0_D0050_Q0.8,1.0,50,0.8,2.0222,calibrated,1000000000.0,50000000000.0,2.458733348577024,False
N1.0_D0050_Q0.9,1.0,50,0.9,2.24,calibrated,1000000000.0,50000000000.0,2.458733348577024,False
N1.0_D0050_Q0.95,1.0,50,0.95,2.3371,calibrated,1000000000.0,50000000000.0,2.458733348577024,False
N1.0_D0050_Q1.0,1.0,50,1.0,2.4688,calibrated,1000000000.0,50000000000.0,2.458733348577024,False
N1.0_D0100_Q0.05,1.0,100,0.05,0.5,calibrated,1000000000.0,100000000000.0,2.3855645859242185,True
N1.0_D0100_Q0.1,1.0,100,0.1,0.5,calibrated,1000000000.0,100000000000.0,2.3855645859242185,True
N1.0_D0100_Q0.2,1.0,100,0.2,0.7102,calibrated,1000000000.0,100000000000.0,2.3855645859242185,False
N1.0_D0100_Q0.3,1.0,100,0.3,0.9137,calibrated,1000000000.0,100000000000.0,2.3855645859242185,False
N1.0_D0100_Q0.4,1.0,100,0.4,1.1107,calibrated,1000000000.0,100000000000.0,2.3855645859242185,False
N1.0_D0100_Q0.5,1.0,100,0.5,1.3086,calibrated,1000000000.0,100000000000.0,2.3855645859242185,False
N1.0_D0100_Q0.6,1.0,100,0.6,1.5225,calibrated,1000000000.0,100000000000.0,2.3855645859242185,False
N1.0_D0100_Q0.7,1.0,100,0.7,1.7077,calibrated,1000000000.0,100000000000.0,2.3855645859242185,False
N1.0_D0100_Q0.8,1.0,100,0.8,1.9487,calibrated,1000000000.0,100000000000.0,2.3855645859242185,False
N1.0_D0100_Q0.9,1.0,100,0.9,2.2185,calibrated,1000000000.0,100000000000.0,2.3855645859242185,False
N1.0_D0100_Q0.95,1.0,100,0.95,2.3344,calibrated,1000000000.0,100000000000.0,2.3855645859242185,False
N1.0_D0100_Q1.0,1.0,100,1.0,2.4489,calibrated,1000000000.0,100000000000.0,2.3855645859242185,False
N1.0_D0150_Q0.05,1.0,150,0.05,0.5,calibrated,1000000000.0,150000000000.0,2.3489044751402743,True
N1.0_D0150_Q0.1,1.0,150,0.1,0.5,calibrated,1000000000.0,150000000000.0,2.3489044751402743,True
N1.0_D0150_Q0.2,1.0,150,0.2,0.692,calibrated,1000000000.0,150000000000.0,2.3489044751402743,False
N1.0_D0150_Q0.3,1.0,150,0.3,0.898,calibrated,1000000000.0,150000000000.0,2.3489044751402743,False
N1.0_D0150_Q0.4,1.0,150,0.4,1.1376,calibrated,1000000000.0,150000000000.0,2.3489044751402743,False
N1.0_D0150_Q0.5,1.0,150,0.5,1.3264,calibrated,1000000000.0,150000000000.0,2.3489044751402743,False
N1.0_D0150_Q0.6,1.0,150,0.6,1.5017,calibrated,1000000000.0,150000000000.0,2.3489044751402743,False
N1.0_D0150_Q0.7,1.0,150,0.7,1.7164,calibrated,1000000000.0,150000000000.0,2.3489044751402743,False
N1.0_D0150_Q0.8,1.0,150,0.8,1.9303,calibrated,1000000000.0,150000000000.0,2.3489044751402743,False
N1.0_D0150_Q0.9,1.0,150,0.9,2.1019,calibrated,1000000000.0,150000000000.0,2.3489044751402743,False
N1.0_D0150_Q0.95,1.0,150,0.95,2.1674,calibrated,1000000000.0,150000000000.0,2.3489044751402743,False
N1.0_D0150_Q1.0,1.0,150,1.0,2.2789,calibrated,1000000000.0,150000000000.0,2.3489044751402743,False
N1.0_D0300_Q0.05,1.0,300,0.05,0.5,calibrated,1000000000.0,300000000000.0,2.295114349696508,True
N1.0_D0300_Q0.1,1.0,300,0.1,0.5,calibrated,1000000000.0,300000000000.0,2.295114349696508,True
N1.0_D0300_Q0.2,1.0,300,0.2,0.6746,calibrated,1000000000.0,300000000000.0,2.295114349696508,False
N1.0_D0300_Q0.3,1.0,300,0.3,0.8578,calibrated,1000000000.0,300000000000.0,2.295114349696508,False
N1.0_D0300_Q0.4,1.0,300,0.4,1.1116,calibrated,1000000000.0,300000000000.0,2.295114349696508,False
N1.0_D0300_Q0.5,1.0,300,0.5,1.2964,calibrated,1000000000.0,300000000000.0,2.295114349696508,False
N1.0_D0300_Q0.6,1.0,300,0.6,1.5153,calibrated,1000000000.0,300000000000.0,2.295114349696508,False
N1.0_D0300_Q0.7,1.0,300,0.7,1.6587,calibrated,1000000000.0,300000000000.0,2.295114349696508,False
N1.0_D0300_Q0.8,1.0,300,0.8,2.0053,calibrated,1000000000.0,300000000000.0,2.295114349696508,False
N1.0_D0300_Q0.9,1.0,300,0.9,2.0139,calibrated,1000000000.0,300000000000.0,2.295114349696508,False
N1.0_D0300_Q0.95,1.0,300,0.95,2.1877,calibrated,1000000000.0,300000000000.0,2.295114349696508,False
N1.0_D0300_Q1.0,1.0,300,1.0,2.3325,calibrated,1000000000.0,300000000000.0,2.295114349696508,False
N1.0_D0500_Q0.05,1.0,500,0.05,0.5,calibrated,1000000000.0,500000000000.0,2.261647152642233,True
N1.0_D0500_Q0.1,1.0,500,0.1,0.5,calibrated,1000000000.0,500000000000.0,2.261647152642233,True
N1.0_D0500_Q0.2,1.0,500,0.2,0.6599,calibrated,1000000000.0,500000000000.0,2.261647152642233,False
N1.0_D0500_Q0.3,1.0,500,0.3,0.8544,calibrated,1000000000.0,500000000000.0,2.261647152642233,False
