experiment_id,N_params_B,D_tokens_B,Q_score,val_loss,pred,resid
N4.00_D0600_Q0.9,4.0,600.0,0.9,2.1978,2.1372910309476607,0.06050896905233927
N4.00_D0600_Q1.0,4.0,600.0,1.0,2.1107,2.117788375824375,-0.007088375824375159
N6.90_D0010_Q0.1,6.9,10.0,0.1,2.7585,2.824888686874967,-0.06638868687496702
N6.90_D0010_Q0.2,6.9,10.0,0.2,2.6605,2.791509666858558,-0.1310096668585583
N6.90_D0010_Q0.3,6.9,10.0,0.3,2.72,2.7581306468421487,-0.03813064684214851
N6.90_D0010_Q0.4,6.9,10.0,0.4,2.6823,2.7247516268257392,-0.04245162682573911
N6.90_D0010_Q0.6,6.9,10.0,0.6,2.5269,2.6579935867929207,-0.13109358679292082
N6.90_D0010_Q0.8,6.9,10.0,0.8,2.5341,2.5912355467601023,-0.05713554676010224
N6.90_D0010_Q0.9,6.9,10.0,0.9,2.5395,2.5578565267436932,-0.01835652674369337
N6.90_D0010_Q1.0,6.9,10.0,1.0,2.4679,2.5244775067272833,-0.05657750672728312
N6.90_D0050_Q0.1,6.9,50.0,0.1,2.5548,2.512531164838519,0.04226883516148128
N6.90_D0050_Q0.2,6.9,50.0,0.2,2.4799,2.4876193050230473,-0.007719305023047074
N6.90_D0050_Q0.3,6.9,50.0,0.3,2.4833,2.462707445207576,0.020592554792423723
N6.90_D0050_Q0.4,6.9,50.0,0.4,2.4979,2.437795585392105,0.06010441460789506
N6.90_D0050_Q0.6,6.9,50.0,0.6,2.4093,2.3879718657611626,0.021328134238837393
N6.90_D0050_Q0.8,6.9,50.0,0.8,2.2784,2.33814814613022,-0.05974814613021984
N6.90_D0050_Q0.9,6.9,50.0,0.9,2.347,2.3132362863147486,0.03376371368525133
N6.90_D0050_Q1.0,6.9,50.0,1.0,2.2632,2.288324426499277,-0.025124426499277153
N6.90_D0150_Q0.1,6.9,150.0,0.1,2.3272,2.36726151719456,-0.04006151719456019
N6.90_D0150_Q0.2,6.9,150.0,0.2,2.3658,2.34628752117989,0.01951247882010998
N6.90_D0150_Q0.3,6.9,150.0,0.3,2.3708,2.3253135251652197,0.0454864748347803
N6.90_D0150_Q0.4,6.9,150.0,0.4,2.3438,2.3043395291505493,0.03946047084945059
N6.90_D0150_Q0.6,6.9,150.0,0.6,2.2064,2.262391537121209,-0.05599153712120897
N6.90_D0150_Q0.8,6.9,150.0,0.8,2.2296,2.220443545091868,0.009156454908131995
N6.90_D0150_Q0.9,6.9,150.0,0.9,2.2482,2.1994695490771976,0.04873045092280259
N6.90_D0150_Q1.0,6.9,150.0,1.0,2.1506,2.178495553062527,-0.027895553062527334
N6.90_D0300_Q0.1,6.9,300.0,0.1,2.3408,2.2961138096252904,0.04468619037470978
N6.90_D0300_Q0.2,6.9,300.0,0.2,2.3195,2.2770684338467873,0.04243156615321286
N6.90_D0300_Q0.3,6.9,300.0,0.3,2.3002,2.258023058068284,0.04217694193171573
N6.90_D0300_Q0.4,6.9,300.0,0.4,2.3167,2.2389776822897804,0.07772231771021954
N6.90_D0300_Q0.6,6.9,300.0,0.6,2.2275,2.200886930732774,0.026613069267225953
N6.90_D0300_Q0.8,6.9,300.0,0.8,2.1189,2.1627961791757677,-0.04389617917576771
N6.90_D0300_Q0.9,6.9,300.0,0.9,2.1052,2.1437508033972645,-0.03855080339726458
N6.90_D0300_Q1.0,6.9,300.0,1.0,2.1363,2.1247054276187614,0.01159457238123851
N6.90_D0600_Q0.1,6.9,600.0,0.1,2.2081,2.2375196826409454,-0.02941968264094541
N6.90_D0600_Q0.2,6.9,600.0,0.2,2.2684,2.2200626337795466,0.04833736622045359
N6.90_D0600_Q0.3,6.9,600.0,0.3,2.2487,2.202605584918148,0.04609441508185208
N6.90_D0600_Q0.4,6.9,600.0,0.4,2.2425,2.185148536056749,0.05735146394325108
N6.90_D0600_Q0.6,6.9,600.0,0.6,2.1582,2.1502344383339516,0.007965561666048337
N6.90_D0600_Q0.8,6.9,600.0,0.8,2.1315,2.115320340611154,0.016179659388845913
N6.90_D0600_Q0.9,6.9,600.0,0.9,2.0744,2.0978632917497553,-0.023463291749755477
N6.90_D0600_Q1.0,6.9,600.0,1.0,2.0492,2.0804062428883565,-0.031206242888356606
N11.97_D0010_Q0.1,11.97,10.0,0.1,2.77,2.7780996512893235,-0.00809965128932344
N11.97_D0010_Q0.2,11.97,10.0,0.2,2.6684,2.746436126921969,-0.07803612692196893
N11.97_D0010_Q0.3,11.97,10.0,0.3,2.6888,2.714772602554614,-0.025972602554614088
N11.97_D0010_Q0.4,11.97,10.0,0.4,2.7027,2.6831090781872597,0.01959092181274036
N11.97_D0010_Q0.6,11.97,10.0,0.6,2.6784,2.6197820294525505,0.05861797054744944
N11.97_D0010_Q0.8,11.97,10.0,0.8,2.6185,2.5564549807178416,0.06204501928215844
N11.97_D0010_Q0.9,11.97,10.0,0.9,2.4891,2.5247914563504867,-0.03569145635048665
N11.97_D0010_Q1.0,11.97,10.0,1.0,2.4184,2.4931279319831323,-0.07472793198313221
N11.97_D0050_Q0.1,11.97,50.0,0.1,2.4506,2.465742129252875,-0.015142129252875058
N11.97_D0050_Q0.2,11.97,50.0,0.2,2.4199,2.4425457650864586,-0.022645765086458436
N11.97_D0050_Q0.3,11.97,50.0,0.3,2.4152,2.419349400920042,-0.004149400920042012
N11.97_D0050_Q0.4,11.97,50.0,0.4,2.3833,2.3961530367536255,-0.012853036753625258
N11.97_D0050_Q0.6,11.97,50.0,0.6,2.3437,2.3497603084207923,-0.006060308420792193
N11.97_D0050_Q0.8,11.97,50.0,0.8,2.2204,2.303367580087959,-0.08296758008795901
N11.97_D0050_Q0.9,11.97,50.0,0.9,2.296,2.2801712159215426,0.015828784078457225
N11.97_D0050_Q1.0,11.97,50.0,1.0,2.3439,2.256974851755126,0.08692514824487407
N11.97_D0150_Q0.1,11.97,150.0,0.1,2.4214,2.320472481608917,0.10092751839108338
N11.97_D0150_Q0.2,11.97,150.0,0.2,2.3485,2.301213981243301,0.04728601875669902
N11.97_D0150_Q0.3,11.97,150.0,0.3,2.3316,2.281955480877685,0.04964451912231471
N11.97_D0150_Q0.4,11.97,150.0,0.4,2.2453,2.26269698051207,-0.01739698051206995
N11.97_D0150_Q0.6,11.97,150.0,0.6,2.2154,2.224179979780838,-0.008779979780838332
N11.97_D0150_Q0.8,11.97,150.0,0.8,2.2885,2.1856629790496074,0.1028370209503926
N11.97_D0150_Q0.9,11.97,150.0,0.9,2.1844,2.1664044786839916,0.017995521316008567
N11.97_D0150_Q1.0,11.97,150.0,1.0,2.2045,2.147145978318376,0.057354021681623735
N11.97_D0300_Q0.1,11.97,300.0,0.1,2.2899,2.2493247740396467,0.04057522596035312
N11.97_D0300_Q0.2,11.97,300.0,0.2,2.2886,2.2319948939101986,0.05660510608980163
N11.97_D0300_Q0.3,11.97,300.0,0.3,2.2767,2.2146650137807495,0.06203498621925041
N11.97_D0300_Q0.4,11.97,300.0,0.4,2.2501,2.1973351336513014,0.05276486634869881
N11.97_D0300_Q0.6,11.97,300.0,0.6,2.1351,2.162675373392404,-0.02757537339240379
N11.97_D0300_Q0.8,11.97,300.0,0.8,2.1274,2.128015613133507,-0.0006156131335068871
N11.97_D0300_Q0.9,11.97,300.0,0.9,2.2077,2.1106857330040585,0.09701426699594151
N11.97_D0300_Q1.0,11.97,300.0,1.0,2.0939,2.09335585287461,0.000544147125390193
N11.97_D0600_Q0.1,11.97,600.0,0.1,2.288,2.1907306470553016,0.09726935294469818
N11.97_D0600_Q0.2,11.97,600.0,0.2,2.2118,2.1749890938429575,0.036810906157042744
N11.97_D0600_Q0.3,11.97,600.0,0.3,2.1456,2.1592475406306137,-0.013647540630613797
N11.97_D0600_Q0.4,11.97,600.0,0.4,2.141,2.1435059874182696,-0.002505987418269573
N11.97_D0600_Q0.6,11.97,600.0,0.6,2.0709,2.1120228809935813,-0.0411228809935813
N11.97_D0600_Q0.8,11.97,600.0,0.8,2.0161,2.0805397745688934,-0.0644397745688936
N11.97_D0600_Q0.9,11.97,600.0,0.9,2.0573,2.0647982213565492,-0.007498221356549095
N11.97_D0600_Q1.0,11.97,600.0,1.0,2.0191,2.049056668144205,-0.029956668144205167
N0.07_D0010_Q0.5,0.07,10.0,0.5,3.568,3.5710008444684203,-0.003000844468420194
N0.07_D0010_Q0.7,0.07,10.0,0.7,3.4466,3.428655036167831,0.017944963832169147
N0.07_D0050_Q0.5,0.07,50.0,0.5,3.1892,3.292511963235724,-0.10331196323572378
N0.07_D0050_Q0.7,0.07,50.0,0.7,3.1419,3.1671004753370107,-0.02520047533701053
N0.07_D0150_Q0.5,0.07,150.0,0.5,3.1305,3.162993770794969,-0.032493770794968846
N0.07_D0150_Q0.7,0.07,150.0,0.7,3.0551,3.0454580104978577,0.009641989502142234
N0.07_D0300_Q0.5,0.07,300.0,0.5,3.1769,3.0995605441703677,0.07733945582963209
N0.07_D0300_Q0.7,0.07,300.0,0.7,2.9398,2.9858820243455906,-0.04608202434559061
N0.07_D0600_Q0.5,0.07,600.0,0.5,3.0404,3.0473197248544404,-0.006919724854440368
N0.07_D0600_Q0.7,0.07,600.0,0.7,2.9333,2.936817858863872,-0.0035178588638720143
N0.16_D0010_Q0.5,0.16,10.0,0.5,3.2494,3.2981913611584246,-0.04879136115842453
N0.16_D0010_Q0.7,0.16,10.0,0.7,3.2288,3.1792884792247333,0.04951152077526677
N0.16_D0050_Q0.5,0.16,50.0,0.5,2.9246,3.019702479925728,-0.09510247992572829
N0.16_D0050_Q0.7,0.16,50.0,0.7,2.8275,2.917733918393913,-0.09023391839391293
N0.16_D0150_Q0.5,0.16,150.0,0.5,2.8925,2.8901842874849732,0.0023157125150268243
N0.16_D0150_Q0.7,0.16,150.0,0.7,2.7914,2.79609145355476,-0.004691453554760194
N0.16_D0300_Q0.5,0.16,300.0,0.5,2.8079,2.8267510608603716,-0.018851060860371582
N0.16_D0300_Q0.7,0.16,300.0,0.7,2.7592,2.7365154674024925,0.022684532597507356
N0.16_D0600_Q0.5,0.16,600.0,0.5,2.7776,2.7745102415444447,0.003089758455555369
N0.16_D0600_Q0.7,0.16,600.0,0.7,2.6652,2.6874513019207744,-0.022251301920774402
N0.41_D0010_Q0.5,0.41,10.0,0.5,3.0802,3.0680372188463396,0.012162781153660429
N0.41_D0010_Q0.7,0.41,10.0,0.7,3.027,2.9689118261179184,0.05808817388208176
N0.41_D0050_Q0.5,0.41,50.0,0.5,2.7517,2.789548337613643,-0.037848337613643146
N0.41_D0050_Q0.7,0.41,50.0,0.7,2.6453,2.707357265287098,-0.062057265287097874
N0.41_D0150_Q0.5,0.41,150.0,0.5,2.6432,2.6600301451728883,-0.016830145172888056
N0.41_D0150_Q0.7,0.41,150.0,0.7,2.605,2.585714800447945,0.019285199552054877
N0.41_D0300_Q0.5,0.41,300.0,0.5,2.6321,2.596596918548287,0.03550308145171277
N0.41_D0300_Q0.7,0.41,300.0,0.7,2.5426,2.5261388142956775,0.016461185704322645
N0.41_D0600_Q0.5,0.41,600.0,0.5,2.5369,2.5443560992323597,-0.00745609923235957
N0.41_D0600_Q0.7,0.41,600.0,0.7,2.4873,2.4770746488139594,0.010225351186040399
N0.7_D0010_Q0.5,0.7,10.0,0.5,2.9761,2.9665272753256184,0.00957272467438175
N0.7_D0010_Q0.7,0.7,10.0,0.7,2.9524,2.8761247836583754,0.07627521634162449
N0.7_D0050_Q0.5,0.7,50.0,0.5,2.6726,2.688038394092922,-0.015438394092921914
N0.7_D0050_Q0.7,0.7,50.0,0.7,2.606,2.614570222827555,-0.008570222827555263
N0.7_D0150_Q0.5,0.7,150.0,0.5,2.5964,2.558520201652167,0.03787979834783295
N0.7_D0150_Q0.7,0.7,150.0,0.7,2.5081,2.492927757988402,0.015172242011598058
N0.7_D0300_Q0.5,0.7,300.0,0.5,2.5359,2.495086975027566,0.04081302497243389
N0.7_D0300_Q0.7,0.7,300.0,0.7,2.4237,2.4333517718361346,-0.009651771836134415
N0.7_D0600_Q0.5,0.7,600.0,0.5,2.4897,2.4428461557116385,0.04685384428836148
N0.7_D0600_Q0.7,0.7,600.0,0.7,2.48,2.3842876063544165,0.09571239364558348
N1.0_D0010_Q0.5,1.0,10.0,0.5,2.848,2.9084066851723334,-0.060406685172333496
N1.0_D0010_Q0.7,1.0,10.0,0.7,2.8028,2.822998582625412,-0.020198582625412076
N1.0_D0050_Q0.5,1.0,50.0,0.5,2.6594,2.629917803939637,0.029482196060363286
N1.0_D0050_Q0.7,1.0,50.0,0.7,2.5754,2.5614440217945917,0.013955978205408393
N1.0_D0150_Q0.5,1.0,150.0,0.5,2.5142,2.500399611498882,0.0138003885011182
N1.0_D0150_Q0.7,1.0,150.0,0.7,2.4391,2.4398015569554388,-0.0007015569554389423
N1.0_D0300_Q0.5,1.0,300.0,0.5,2.4767,2.436966384874281,0.03973361512571927
N1.0_D0300_Q0.7,1.0,300.0,0.7,2.4565,2.380225570803171,0.07627442919682892
N1.0_D0600_Q0.5,1.0,600.0,0.5,2.4351,2.3847255655583535,0.050374434441646354
N1.0_D0600_Q0.7,1.0,600.0,0.7,2.359,2.331161405321453,0.02783859467854688
N2.8_D0010_Q0.5,2.8,10.0,0.5,2.7452,2.7752594458816717,-0.030059445881671643
N2.8_D0010_Q0.7,2.8,10.0,0.7,2.671,2.7012928844746527,-0.030292884474652837
N2.8_D0050_Q0.5,2.8,50.0,0.5,2.5569,2.4967705646489753,0.060129435351024885
N2.8_D0050_Q0.7,2.8,50.0,0.7,2.4459,2.4397383236438324,0.0061616763561676
N2.8_D0150_Q0.5,2.8,150.0,0.5,2.4226,2.3672523722082204,0.05534762779177971
N2.8_D0150_Q0.7,2.8,150.0,0.7,2.2944,2.3180958588046794,-0.023695858804679393
N2.8_D0300_Q0.5,2.8,300.0,0.5,2.3363,2.3038191455836188,0.032480854416381266
N2.8_D0300_Q0.7,2.8,300.0,0.7,2.2804,2.2585198726524123,0.02188012734758793
N2.8_D0600_Q0.5,2.8,600.0,0.5,2.322,2.251578326267692,0.07042167373230823
N2.8_D0600_Q0.7,2.8,600.0,0.7,2.2877,2.2094557071706937,0.07824429282930634
N4.0_D0010_Q0.5,4.0,10.0,0.5,2.6556,2.7389827710547827,-0.08338277105478253
N4.0_D0010_Q0.7,4.0,10.0,0.7,2.6349,2.6681335184981902,-0.03323351849819023
N4.0_D0050_Q0.5,4.0,50.0,0.5,2.5028,2.460493889822086,0.0423061101779143
N4.0_D0050_Q0.7,4.0,50.0,0.7,2.4309,2.40657895766737,0.024321042332629883
N4.0_D0150_Q0.5,4.0,150.0,0.5,2.4064,2.3309756973813314,0.07542430261866873
N4.0_D0150_Q0.7,4.0,150.0,0.7,2.3547,2.284936492828217,0.06976350717178281
N4.0_D0300_Q0.5,4.0,300.0,0.5,2.2988,2.2675424707567298,0.03125752924327019
N4.0_D0300_Q0.7,4.0,300.0,0.7,2.2329,2.2253605066759494,0.007539493324050461
N4.0_D0600_Q0.5,4.0,600.0,0.5,2.3211,2.215301651440803,0.10579834855919712
N4.0_D0600_Q0.7,4.0,600.0,0.7,2.2154,2.1762963411942313,0.03910365880576849
N6.9_D0010_Q0.5,6.9,10.0,0.5,2.6118,2.69137260680933,-0.0795726068093301
N6.9_D0010_Q0.7,6.9,10.0,0.7,2.5613,2.6246145667765113,-0.06331456677651115
N6.9_D0050_Q0.5,6.9,50.0,0.5,2.4529,2.4128837255766338,0.040016274423366305
N6.9_D0050_Q0.7,6.9,50.0,0.7,2.3751,2.363060005945691,0.012039994054309222
N6.9_D0150_Q0.5,6.9,150.0,0.5,2.2227,2.283365533135879,-0.060665533135878746
N6.9_D0150_Q0.7,6.9,150.0,0.7,2.2344,2.2414175411065385,-0.007017541106538516
N6.9_D0300_Q0.5,6.9,300.0,0.5,2.2738,2.2199323065112777,0.053867693488722335
N6.9_D0300_Q0.7,6.9,300.0,0.7,2.1672,2.181841554954271,-0.014641554954271108
N6.9_D0600_Q0.5,6.9,600.0,0.5,2.2022,2.1676914871953503,0.034508512804649616
N6.9_D0600_Q0.7,6.9,600.0,0.7,2.1051,2.132777389472553,-0.027677389472552605
N11.97_D0010_Q0.5,11.97,10.0,0.5,2.6862,2.6514455538199053,0.0347544461800946
N11.97_D0010_Q0.7,11.97,10.0,0.7,2.6556,2.588118505085196,0.06748149491480415
N11.97_D0050_Q0.5,11.97,50.0,0.5,2.3931,2.372956672587209,0.020143327412791123
N11.97_D0050_Q0.7,11.97,50.0,0.7,2.2717,2.3265639442543757,-0.054863944254375685
N11.97_D0150_Q0.5,11.97,150.0,0.5,2.2142,2.243438480146454,-0.029238480146454027
N11.97_D0150_Q0.7,11.97,150.0,0.7,2.2419,2.2049214794152228,0.03697852058477702
N11.97_D0300_Q0.5,11.97,300.0,0.5,2.2109,2.180005253521853,0.030894746478147272
N11.97_D0300_Q0.7,11.97,300.0,0.7,2.1378,2.1453454932629556,-0.007545493262955727
N11.97_D0600_Q0.5,11.97,600.0,0.5,2.0954,2.1277644342059254,-0.032364434205925274
N11.97_D0600_Q0.7,11.97,600.0,0.7,2.0538,2.096281327781237,-0.042481327781237255
