c_N,c_D,kind
0.5109951255470531,0.37703479429206993,cell_cluster
0.5575362912356152,0.37798429000860695,cell_cluster
0.5051985610850571,0.3694481031098859,cell_cluster
0.5512980748978296,0.34058642331024586,cell_cluster
0.5659515315659225,0.3315703514568716,cell_cluster
0.5451534634511884,0.38357490192052474,cell_cluster
0.5362531175484349,0.36416776784895905,cell_cluster
0.5261692174772958,0.38728559366999943,cell_cluster
0.5505514499436821,0.3367420793165905,cell_cluster
0.6326748494939864,0.292577410184477,cell_cluster
0.5071569987888431,0.3942471825622074,cell_cluster
0.6060224268215917,0.3332482605259781,cell_cluster
0.5311945285671622,0.34594219105913965,cell_cluster
0.5038901120223923,0.37514964609728346,cell_cluster
0.49184834999370847,0.40433926250656615,cell_cluster
0.5476993638793598,0.35551136381447535,cell_cluster
0.5541642396673698,0.32720558654158594,cell_cluster
0.5628685853364742,0.3443243668741357,cell_cluster
0.5776310289915005,0.32803129452556173,cell_cluster
0.4882198296027689,0.43372898350159644,cell_cluster
0.5523081090857345,0.36055824525505314,cell_cluster
0.5901322237047054,0.3500798850759779,cell_cluster
0.5096562565581649,0.4055966297893915,cell_cluster
0.614146845994611,0.32697669989811,cell_cluster
0.5568919167771265,0.3684236720104624,cell_cluster
0.5931864563422004,0.3236447933636237,cell_cluster
0.547086829914788,0.3733792308364902,cell_cluster
0.5330837429279027,0.38111834913734605,cell_cluster
0.5506060972759029,0.32836859152657355,cell_cluster
0.4901882589130799,0.4076698318480089,cell_cluster
0.5001828328534722,0.36823656815935946,cell_cluster
0.5367337402191346,0.3934696786289641,cell_cluster
0.5385313201566219,0.352905435946238,cell_cluster
0.5789586733004009,0.2878470937975938,cell_cluster
0.5360372724546301,0.3727702556499999,cell_cluster
0.5338236136054308,0.34209156477331015,cell_cluster
0.5132481733402101,0.40269712735541013,cell_cluster
0.5005558125371199,0.4281365245270178,cell_cluster
0.5659410741838728,0.3325797853113998,cell_cluster
0.48768542367608103,0.4168873736644393,cell_cluster
0.5554763570388325,0.3335133692434072,cell_cluster
0.5083492403441113,0.40116936386753316,cell_cluster
0.5385342565400602,0.3515105238480626,cell_cluster
0.5050986056525892,0.4007455931955427,cell_cluster
0.5228718360117872,0.43437370236918843,cell_cluster
0.542396490525738,0.34071610664016083,cell_cluster
0.6277594657506654,0.29268510913054346,cell_cluster
0.5681785707682553,0.32909100544945236,cell_cluster
0.5748783847804245,0.38845499336470546,cell_cluster
0.5222820456032294,0.38313647047719485,cell_cluster
0.4986434091187073,0.42976648149233954,cell_cluster
0.5291900579454866,0.38819726355085127,cell_cluster
0.49835810592247415,0.38357175805508203,cell_cluster
0.5675938885017465,0.33655225869704236,cell_cluster
0.6126065426625835,0.34336063885327645,cell_cluster
0.6175188982232268,0.2839310953627343,cell_cluster
0.5740899738215407,0.335574535741895,cell_cluster
0.5720634711763251,0.3479534042099262,cell_cluster
0.5536876483818134,0.36780137973342175,cell_cluster
0.48188332062000155,0.3899651515812438,cell_cluster
0.5727119652376609,0.3866226037339178,cell_cluster
0.5611547438634357,0.38734385955381745,cell_cluster
0.6008871213475921,0.314226211316164,cell_cluster
0.561343582903433,0.37526347860159454,cell_cluster
0.5511575869989471,0.3666753787405916,cell_cluster
0.49962879102085855,0.3693282585606973,cell_cluster
0.5859066749224742,0.3143506619106253,cell_cluster
0.6061836754353567,0.3731070657632629,cell_cluster
0.5077811264738473,0.4381307283241933,cell_cluster
0.5663114688862159,0.3116721226835518,cell_cluster
0.5839948069908384,0.36862620973758503,cell_cluster
0.5105772958356687,0.442947512098743,cell_cluster
0.5542979254356156,0.4119209814088234,cell_cluster
0.5786792785624248,0.3473526618591536,cell_cluster
0.5302392305705491,0.3838307046570468,cell_cluster
0.5914567991880519,0.365204614456086,cell_cluster
0.5333463598312218,0.37703292850174874,cell_cluster
0.5229067133602662,0.39118157232938766,cell_cluster
0.5743121813179264,0.3570630623375808,cell_cluster
0.5313519963797868,0.3471138241202024,cell_cluster
0.5379645454233036,0.3610966116257744,cell_cluster
0.5633033157853614,0.3400590178706673,cell_cluster
0.6061404432249813,0.3337409474751043,cell_cluster
0.5024013961621001,0.3858051433673009,cell_cluster
0.5881178754299644,0.3441836823698037,cell_cluster
0.5659286239691445,0.32771311511674334,cell_cluster
0.5866225650098084,0.3063131710269014,cell_cluster
0.5337793823698455,0.4136343815346679,cell_cluster
0.561010623045858,0.3402753935912727,cell_cluster
0.5598335513858859,0.3503638849916343,cell_cluster
0.5265097399090497,0.3824612678221942,cell_cluster
0.5029473789864443,0.4623288551786184,cell_cluster
0.5392014960763674,0.38597797749069845,cell_cluster
0.5218040856151013,0.3916635217895636,cell_cluster
0.6084004378834329,0.35607321640588613,cell_cluster
0.5490108249431467,0.36924442760153753,cell_cluster
0.5367758532900639,0.33122213996183747,cell_cluster
0.4950710692116635,0.4268718170387331,cell_cluster
0.4987563477370639,0.4203013764778759,cell_cluster
0.561552890877837,0.3785390377073397,cell_cluster
0.5273116218850747,0.3583876954722387,cell_cluster
0.523274024819744,0.377416931406681,cell_cluster
0.5235474221259928,0.3711125654245074,cell_cluster
0.5664715893767647,0.4020021759232066,cell_cluster
0.5910632572489976,0.34248680776591045,cell_cluster
0.5556869537508683,0.3388763346386856,cell_cluster
0.5953036910326863,0.30387312893579177,cell_cluster
0.6029915318525737,0.2964351199430195,cell_cluster
0.6059541161322836,0.3049560450671804,cell_cluster
0.5344845752265716,0.38254440252556715,cell_cluster
0.5509884180083922,0.3800861582736984,cell_cluster
0.5745005974429616,0.3712330384978892,cell_cluster
0.5569391442478882,0.35411408958120455,cell_cluster
0.56428930915831,0.40545820975538416,cell_cluster
0.5477639364756043,0.30013501850479746,cell_cluster
0.572356302276046,0.30480845061144163,cell_cluster
0.5227550355325994,0.4153535237639667,cell_cluster
0.5353999522677816,0.4079065991220051,cell_cluster
0.5860979347291673,0.376119949370508,cell_cluster
0.5357257341163557,0.324061322515149,cell_cluster
0.4755367306759827,0.4571252741659633,cell_cluster
0.5329476279284452,0.3702934443575212,cell_cluster
0.5619500720890676,0.3547419997246773,cell_cluster
0.5497580640153078,0.3504999978070875,cell_cluster
0.6008748481579564,0.3001390568692389,cell_cluster
0.5473843620137242,0.3502838043025467,cell_cluster
0.5866525789302182,0.28331002606490474,cell_cluster
0.6232876431506557,0.2855251756025619,cell_cluster
0.5319573200557404,0.3211981336255333,cell_cluster
0.5484106487978336,0.33757943245036787,cell_cluster
0.6485624206265315,0.2763241109350829,cell_cluster
0.5930451166875501,0.34646455151688,cell_cluster
0.538615976785296,0.38422768330557283,cell_cluster
0.5854361562602295,0.3578278527675006,cell_cluster
0.6269988219214258,0.28758212394699834,cell_cluster
0.49434249136537317,0.4133993295204929,cell_cluster
0.5384575333920661,0.3515339276861397,cell_cluster
0.5056295604055254,0.403875029017061,cell_cluster
0.5528383976404239,0.3200675341807632,cell_cluster
0.49035665474748485,0.4102202823883803,cell_cluster
0.7007441942621961,0.2781296820910868,cell_cluster
0.637047861181924,0.30790785697528916,cell_cluster
0.5168830071039691,0.3500311681839892,cell_cluster
0.561303965573159,0.35342941908187087,cell_cluster
0.5499571853539253,0.3621030346869607,cell_cluster
0.5894524660462179,0.36950595123327057,cell_cluster
0.5568364329707435,0.35329166792582795,cell_cluster
0.5123136920499812,0.41170255924847965,cell_cluster
0.5925766718355739,0.3382313338467039,cell_cluster
0.5660229726644637,0.31427637747757514,cell_cluster
0.5510856763603343,0.37032503930419974,cell_cluster
0.6136842684884031,0.3044209355314403,cell_cluster
0.5301153870641573,0.41226494434565236,cell_cluster
0.474706384327092,0.42362823467329963,cell_cluster
0.5584336176147424,0.31887416257809603,cell_cluster
0.6248030842749809,0.3010741047097708,cell_cluster
0.5572246846331529,0.35724206166611117,cell_cluster
