id,domain,fineweb_edu,fluency_en,modernbert_cleanliness,modernbert_readability,modernbert_reasoning,modernbert_professionalism,dsir_books,dsir_wiki,dsir_math,qurater,ad_en,rps_doc_word_count,rps_doc_num_sentences,rps_doc_unigram_entropy,rps_doc_frac_unique_words,rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,rps_lines_ending_with_terminal_punctution_mark,rps_lines_numerical_chars_fraction,rps_doc_mean_word_length,content_chars,content_latex_marks,content_digit_frac,content_alpha_frac
BkiUd1_xK7IDP-3_7cno,commoncrawl,2.497544288635254,-0.05859375,-1.1598307291666667,-0.5934244791666666,-0.000732421875,-0.5041097005208334,-2002.86048552,-2010.44309774,-2075.07290044,3.6705322265625,0.0693359375,401.0,22.0,4.91793299,50.502512562814076,17.63349980791395,1.6705336426914155,0.8352668213457077,8.876150495255807,100.0,0.22904495972411662,5.3740648379052365,2603,0,0.003073376872839032,0.8236650019208606
BkiUbgs5qX_AY1OJLKpT,commoncrawl,3.0375823974609375,0.27197265625,-1.2286173502604167,-0.4930013020833333,-0.13151041666666666,-0.3182779947916667,-3883.58319294,-3811.25299171,-4242.84978632,1.4588623046875,0.1337890625,1144.0,77.0,5.59597591,46.77137870855148,21.420187793427232,2.4017467248908297,0.6550218340611353,7.514869692863993,59.57446808510638,5.355817835707915,4.804195804195804,6816,0,0.011443661971830986,0.5809859154929577
BkiUfLfxaKgQUeUjbfWJ,commoncrawl,2.3489503860473633,0.232666015625,-1.45654296875,-0.9596354166666666,-0.06103515625,-0.34228515625,-2163.45041778,-2273.67986988,-2276.76221502,1.5032958984375,0.049072265625,445.0,29.0,5.09051175,54.5045045045045,21.162613981762917,1.5362457993278924,0.672107537205953,7.449630961369283,65.0,0.5872913992297817,4.680898876404495,2632,0,0.0022796352583586625,0.7883738601823708
BkiUfgc25V5jMetkVanP,commoncrawl,2.105930805206299,0.02490234375,-1.0807291666666667,-0.5154622395833334,0.3600260416666667,-0.3561604817708333,-2283.32113058,-2229.28437292,-2306.23735755,2.904296875,-0.196533203125,351.0,17.0,5.05465768,59.885386819484246,17.84615384615384,3.9279112754158962,2.4953789279112755,9.26343278374399,43.75,0.802013265140096,6.165242165242165,2600,0,0.01,0.8215384615384616
BkiUa8g4dbjiU69Df0Qt,commoncrawl,0.816834568977356,0.0947265625,-1.390625,-0.7249348958333334,0.06868489583333333,-0.24397786458333334,-1666.34377255,-1722.22024159,-1745.56753031,2.64111328125,-0.098388671875,302.0,12.0,4.80571562,58.24915824915825,18.128654970760238,1.6181229773462782,2.2006472491909386,4.608686486140612,54.54545454545454,0.0,5.1158940397351,1881,0,0.0,0.8187134502923976
BkiUeKHxK6Ot9V_E4yqf,commoncrawl,2.4529383182525635,-0.0703125,-1.4114583333333333,-0.9964192708333334,-0.22224934895833334,-0.5152180989583334,-1910.46260134,-1859.72533472,-1849.93203317,4.044677734375,0.3974609375,272.0,21.0,4.56687888,51.63636363636363,22.111663902708685,3.840877914951989,4.938271604938271,6.93019625789358,33.33333333333333,2.4284925313708112,5.360294117647059,1809,0,0.024322830292979547,0.7799889441680486
BkiUfkzxK0fkXPSOraOP,commoncrawl,0.9092439413070679,0.11474609375,-0.9980061848958334,-0.3372395833333333,0.2760416666666667,-0.10721842447916667,-3074.36644243,-3000.20536996,-3102.71486649,2.053955078125,-0.23184585571289062,547.0,20.0,4.93745581,40.95063985374772,21.022727272727266,3.1516743269862113,4.990151017728168,5.527939526880963,22.22222222222222,6.173619399000496,5.568555758683729,3696,0,0.03273809523809524,0.7897727272727273
BkiUbufxK3YB9m3uuHkj,commoncrawl,2.101257801055908,-0.1923828125,-0.98583984375,-0.91796875,0.12760416666666666,-0.0830078125,-2670.76274129,-2659.83961842,-2872.44759643,3.1886138916015625,-0.189697265625,513.0,22.0,4.80427384,42.8849902534113,18.20089955022489,5.089058524173027,5.525263540530716,12.988090117689316,88.88888888888889,0.7555975745179714,5.362573099415204,3335,0,0.006896551724137931,0.8179910044977511
BkiUbZI4ubnjoqNEqgA3,commoncrawl,1.7178032398223877,0.32666015625,-1.4895833333333333,-0.4745890299479167,0.254150390625,-0.050455729166666664,-2019.43599597,-2014.35688921,-2121.58580997,2.493408203125,-0.1546630859375,348.0,28.0,5.00825239,60.62322946175638,19.895742832319712,1.2684989429175475,1.7970401691331923,35.59941147347431,52.38095238095239,0.6601710105997585,5.436781609195402,2302,0,0.007819287576020852,0.8105994787141616
BkiUa9U5ixsDL7k8xT_Y,commoncrawl,0.9707115888595581,-0.150390625,-1.4689534505208333,-0.7505289713541666,-0.16398111979166666,-0.189453125,-2639.24384739,-2515.29975986,-2713.77828403,-1.09375,-0.001953125,424.0,31.0,4.77597298,48.34905660377358,23.20089955022489,9.357277882797732,8.83742911153119,17.05031733003652,42.857142857142854,3.9878485014233584,4.990566037735849,2668,0,0.025112443778110945,0.7679910044977512
BkiUbbc5ixsDL_dM-y-L,commoncrawl,0.6984416842460632,0.3847808837890625,-0.9244791666666666,-0.42572021484375,0.16227213541666666,-0.16552734375,-3846.41383495,-3792.87254864,-3905.77521253,-1.98187255859375,0.04345703125,577.0,35.0,5.03566367,49.04679376083189,24.019475250202873,14.02439024390244,17.14092140921409,11.830293692843487,1.8867924528301887,4.244779327966512,5.116117850953207,3697,0,0.038680010819583444,0.7598052474979713
BkiUatHxK1UJ-2RwUWNA,commoncrawl,1.0624490976333618,0.32720947265625,-0.6380208333333334,-0.5651041666666666,0.195068359375,-0.3309224446614583,-6972.67744085,-6895.51868666,-6982.78603493,0.7528076171875,-0.111328125,1158.0,53.0,5.31672262,36.435469710272166,21.844603304816587,6.607168561969195,4.116884986325033,11.704865294380934,17.24137931034483,2.965293316955276,5.999136442141624,8533,1,0.015938122582913394,0.45599437478026483
BkiUeD_xK7IDPADJ4CTk,commoncrawl,2.938065528869629,0.115234375,-1.4385172526041667,-0.6944986979166666,-0.3643391927083333,-0.5261739095052084,-2315.82829382,-2252.00601788,-2284.63697453,3.16259765625,0.3544921875,301.0,27.0,4.58867591,45.51495016611295,23.194103194103207,2.9932803909590717,2.3824068417837507,9.662483566845419,7.6923076923076925,8.533885660556958,5.438538205980066,2035,0,0.03538083538083538,0.769041769041769
BkiUbHc5qoYDgZl6NI_W,commoncrawl,1.427201747894287,-0.06640625,-1.4654947916666667,-0.403076171875,-0.026692708333333332,-0.2540690104166667,-3168.23301786,-3283.36872527,-3526.9433439,0.851806640625,0.14794921875,740.0,27.0,5.15816152,42.432432432432435,20.082248115147365,5.525644658543497,1.9552281099461604,7.63470107897032,73.68421052631578,3.333988014155378,4.768918918918919,4377,0,0.007082476582133882,0.7991775188485264
BkiUe944uzliDEmfg3il,commoncrawl,0.9146460890769958,-0.142578125,-1.1744791666666667,-0.8370768229166666,0.08268229166666667,-0.2615559895833333,-2130.20699574,-2071.54535959,-2281.17602146,1.6556930541992188,-0.1533203125,405.0,23.0,4.99247878,55.1980198019802,18.250093879083735,1.82648401826484,2.73972602739726,7.504360223437572,50.0,1.3947253985689556,5.407407407407407,2663,0,0.004506196019526849,0.8174990612091626
BkiUdzI4eIZjvTAIZKI5,commoncrawl,2.6774206161499023,0.3251953125,-1.33203125,-0.4884440104166667,0.07685343424479167,-0.12255859375,-2273.0094067,-2318.99217517,-2354.85935947,1.57000732421875,-0.0699462890625,436.0,27.0,5.13756184,55.73394495412845,18.519855595667863,2.1154693697664166,2.908770383428823,9.22831256788526,52.94117647058824,1.8300653594771243,5.204128440366972,2770,0,0.004332129963898917,0.8148014440433213
BkiUfV05qhLBqQGjRBed,commoncrawl,0.9019165635108948,0.27099609375,-0.8487141927083334,-0.541748046875,-0.2860514322916667,-0.44287109375,-5053.99164448,-5824.5216619,-5821.83603792,-2.92431640625,0.138671875,1855.0,101.0,5.88019966,39.4184168012924,21.883937632622946,0.7029053420805998,0.3514526710402999,7.796269173195139,66.66666666666666,0.7370458127700071,4.601617250673854,10839,1,0.0009225943352707814,0.36147246055909216
BkiUf9y6NNjgBtygiK6N,commoncrawl,0.9725604057312012,-0.162109375,-1.1734212239583333,-0.8011067708333334,-0.20328776041666666,-0.3751627604166667,-2089.95445194,-2075.07501072,-2262.37357437,1.18115234375,-0.19189453125,406.0,19.0,4.92498356,53.20197044334976,18.771998435666788,3.7249283667621778,1.241642788920726,6.33747258918354,66.66666666666666,1.6121166710692345,5.157635467980295,2557,0,0.00664841611263199,0.8122800156433321
BkiUc5XxK3YB9m3uvaYj,commoncrawl,0.9381566047668457,0.27099609375,-1.2721354166666667,-0.5162760416666666,-0.271728515625,-0.3347981770833333,-3469.05870867,-3660.47350017,-4061.36953186,-1.88201904296875,-0.01904296875,949.0,59.0,5.27163848,41.0337552742616,19.5258999122037,0.8703220191470844,1.392515230635335,4.2448674695059045,83.78378378378379,0.12425612403109347,4.842992623814542,5695,3,0.0014047410008779632,0.7065847234416155
BkiUfDXxK1Thg98Uhx0B,commoncrawl,1.8068591356277466,-0.130859375,-1.1256510416666667,-0.8229166666666666,0.3780924479166667,-0.080078125,-1411.58960652,-1442.72636516,-1479.64985631,3.3089599609375,0.3173828125,234.0,9.0,4.55057085,55.12820512820513,18.34120026972353,1.4790468364831553,3.61544782251438,4.302483839113929,88.88888888888889,0.8658008658008658,5.200854700854701,1483,0,0.004045853000674309,0.8165879973027647
BkiUeDfxK6wB9jjDg3bf,commoncrawl,0.6862756609916687,0.2760009765625,-0.8828125,-0.24641927083333334,0.019205729166666668,-0.22420247395833334,-4261.48993864,-4696.28918233,-4922.56527893,-3.41796875,0.2900390625,1267.0,75.0,5.63060274,40.9629044988161,24.187725631768956,0.9255831173639394,1.0181414291003332,5.695482951615735,56.16438356164384,8.916972759043926,4.263614838200474,6925,0,0.021371841155234658,0.5415162454873647
BkiUcS_xK3xgpZzQnf0y,commoncrawl,0.8565316200256348,0.406005859375,-1.15283203125,-0.4041341145833333,0.00439453125,-0.13411458333333334,-2800.12465217,-2718.199109,-2937.03371906,-1.327392578125,0.2822265625,626.0,25.0,5.34694223,54.95934959349593,20.392584514721918,1.0077258985555928,1.3100436681222707,5.587663399469941,4.761904761904762,1.1534047921787849,4.755591054313099,3668,0,0.012540894220283533,0.7960741548527808
BkiUdgY5qoTBAkU3U8v_,commoncrawl,0.9173702597618103,-0.0263671875,-1.4205729166666667,-0.6165364583333334,0.13932291666666666,-0.07991536458333333,-2735.75810129,-2956.72359786,-3191.84676711,0.1846923828125,0.1787109375,680.0,38.0,5.30610045,48.67647058823529,21.307750568038372,1.7510347023241006,1.146131805157593,5.431384160325841,80.0,0.4006962391663182,4.6191176470588236,3961,0,0.005806614491290078,0.7869224943196163
BkiUdf85qhDBdYuXfW6U,commoncrawl,1.4631495475769043,0.3211669921875,-1.7414143880208333,-0.6766357421875,0.007731119791666667,-0.4566853841145833,-3457.37205643,-3273.66379438,-3467.34291408,1.1800384521484375,0.0078125,646.0,27.0,5.30443535,48.91304347826087,19.807692307692307,1.544799176107106,1.31307929969104,9.732412319839701,10.526315789473683,6.006591606955265,6.012383900928793,4680,0,0.027564102564102563,0.801923076923077
BkiUbmLxK3YB9m7_8nqH,commoncrawl,0.8084200620651245,-0.046875,-1.0462239583333333,-0.4869791666666667,0.10498046875,-0.080810546875,-3648.68825762,-4049.80822069,-4124.49957012,-0.6794586181640625,-0.05810546875,987.0,46.0,5.47083876,42.24924012158054,20.85589519650655,1.382791922739245,0.39508340649692714,6.000887955398702,64.70588235294117,1.0043385365028092,4.616008105369808,5725,5,0.0017467248908296944,0.6924017467248909
BkiUdYg5qX_AY5k-y1DX,commoncrawl,1.9523967504501343,0.24853515625,-1.3356119791666667,-0.412109375,-0.2664388020833333,-0.3243815104166667,-4035.06123344,-4096.71897666,-4322.14249296,2.041015625,-0.10589599609375,1114.0,46.0,5.63838179,47.14932126696832,18.334030975303477,1.3742789277231082,1.69664065151001,7.136378860287236,62.5,1.4222377806935873,5.290843806104129,7167,0,0.0012557555462536626,0.572485000697642
BkiUdWQ5qWTA_H8tsvcq,commoncrawl,0.5132633447647095,0.20751953125,-0.7805989583333334,-0.175323486328125,-0.15227254231770834,-0.24886067708333334,-4552.4524943,-5302.56828557,-5622.50669792,-0.792236328125,-0.0654296875,1547.0,156.0,5.79641302,42.238033635187584,22.476961114857275,0.6032749209997127,0.6463659867854065,5.331691707546956,74.13793103448276,3.5656979623928655,4.500323206205559,8898,0,0.0010114632501685772,0.4397617442121825
BkiUb1fxK6wB9jjDez7l,commoncrawl,1.1451691389083862,0.479736328125,-0.7278645833333334,-0.401580810546875,0.318359375,0.014048258463541666,-1514.22602888,-1534.08778597,-1573.75494873,-0.40721893310546875,0.027072906494140625,216.0,9.0,4.53730031,54.166666666666664,21.388216303470543,9.908998988877654,2.62891809908999,9.680603775747164,37.5,0.6622547204738986,4.578703703703703,1239,5,0.012106537530266344,0.7861178369652946
BkiUfK_xK6-gD5TlfYhe,commoncrawl,1.5113635063171387,0.3896484375,-0.9817708333333334,-0.4147135416666667,0.11116536458333333,-0.23697916666666666,-5063.52664195,-5226.26809858,-5643.72898785,-1.71282958984375,0.1591796875,1572.0,47.0,5.777761,42.17557251908397,19.830738689792085,2.307988203615848,0.8206180279523017,5.388427694232008,45.65217391304348,1.2925508283666465,4.961195928753181,9571,0,0.008463065510395988,0.41155574130184935
BkiUdRk5qoYAmQl5_ayu,commoncrawl,0.8519027829170227,0.29833984375,-1.0846354166666667,-0.7757161458333334,0.22526041666666666,-0.15625,-2499.51448836,-2473.54458299,-2637.83911807,1.857269287109375,-0.01611328125,462.0,24.0,5.05728845,52.391304347826086,18.84102881933684,1.8726591760299627,1.7977528089887642,6.153295901038424,60.0,2.245205130036353,5.779220779220779,3227,0,0.015184381778741865,0.8115897118066315
BkiUdJo4ubng19hinOsm,commoncrawl,1.0633747577667236,0.3272705078125,-1.4204915364583333,-0.6703287760416666,-0.13362630208333334,-0.4867655436197917,-4883.57305894,-4710.20658393,-4928.52206959,-1.21978759765625,-0.09619140625,1160.0,48.0,5.37924764,37.8448275862069,22.042864894194253,1.4987510407993339,1.3322231473771857,34.515422867104554,37.096774193548384,9.109955810938837,5.176724137931035,7372,0,0.024145415084102007,0.5278079218665219
BkiUbh05i7PA9IjcI_UO,commoncrawl,3.041936159133911,0.0107421875,0.0032552083333333335,-0.2981770833333333,0.019856770833333332,-0.10936292012532552,-1224.8309897,-1220.4084522,-1293.72989678,0.1529998779296875,0.0498046875,151.0,12.0,4.10980519,46.35761589403973,21.786492374727672,1.6326530612244898,4.625850340136054,12.653963728907058,0.0,2.9155574302543075,4.867549668874172,918,0,0.018518518518518517,0.7821350762527233
BkiUcuE5qWTA6f4qDHVs,commoncrawl,0.9959462881088257,-0.1591796875,-1.1871744791666667,-0.6380208333333334,-0.04541015625,-0.2552897135416667,-2962.43306925,-2777.97098264,-3073.8931043,-0.531982421875,0.2119140625,485.0,28.0,4.82648283,43.91752577319588,26.91906912122265,3.0742204655248133,2.2837066315327186,6.558268727568615,78.57142857142857,4.657767974590537,4.6948453608247425,2879,0,0.06009030913511636,0.7308093087877735
BkiUdMM4eIfiUWiFc8XA,commoncrawl,0.9139529466629028,-0.0390625,-0.9163411458333334,-0.4736328125,-0.07609049479166667,-0.12346394856770833,-7675.87235584,-7411.20481058,-7927.35020643,-1.403564453125,0.2412109375,1641.0,149.0,5.06921723,23.40036563071298,27.346988539380632,0.8069620253164557,2.088607594936709,9.03975291236672,55.88235294117647,3.797494340512756,3.8513101767215114,8202,0,0.030602292123872225,0.43623506461838574
BkiUeWzxK6wB9jjDhLYn,commoncrawl,1.344825267791748,-0.1162109375,-1.7005208333333333,-0.3913777669270833,0.14768314361572266,-0.029947916666666668,-2112.47529809,-2183.05299853,-2299.93078674,0.1702880859375,0.09912109375,401.0,16.0,4.76101047,46.38403990024938,19.49551090209492,8.258337744838538,2.3822128110111174,4.4728729111104,65.0,0.9090909090909091,4.71072319201995,2339,0,0.0025651988029072254,0.8050448909790509
BkiUbAY4uzlgp_BI0UHs,commoncrawl,1.4593756198883057,0.393310546875,-0.8975474039713541,-0.669921875,0.0078125,-0.3256022135416667,-6498.78809334,-5935.53758161,-6893.82825148,0.7201156616210938,0.0439453125,1730.0,92.0,5.70502293,39.8378691372322,22.5664816502361,0.9061619009262988,1.0068465565847764,7.966539233220843,21.50537634408602,12.92487331463932,5.741040462427746,12071,0,0.015160301549167426,0.32507662993952446
BkiUfu45qhDC0kZMYSbi,commoncrawl,1.0930967330932617,0.12158203125,-0.5830078125,-0.4884440104166667,-0.24674479166666666,-0.3489990234375,-5517.14730907,-6602.93227652,-6907.4048393,2.359130859375,0.0078125,2723.0,118.0,5.90040273,35.15998528870908,20.425233048142005,0.8407398510689408,1.0088878212827288,3.693981307968576,69.38775510204081,0.19677769919092852,4.586485493940507,15662,0,0.00012769761205465457,0.2555229217213638
BkiUc4Y5i7PA9Q883ASd,commoncrawl,1.2271896600723267,-0.1259765625,-1.2063802083333333,-0.8382161458333334,0.13948567708333334,-0.2333984375,-2102.35965514,-2070.00820414,-2271.1568839,2.5059814453125,-0.14013671875,418.0,17.0,4.93580031,52.63157894736842,17.62951919493105,1.8050541516245486,1.6245487364620936,10.432493473837553,71.42857142857143,0.15827490927674062,5.301435406698564,2683,0,0.0022363026462914647,0.8237048080506896
BkiUfsE241xiO5MUMN86,commoncrawl,1.462519645690918,0.3699951171875,-1.3059895833333333,-0.4677734375,0.19368489583333334,-0.24495442708333334,-2956.01236043,-2999.29322871,-2995.17235162,1.6378173828125,-0.0809326171875,595.0,28.0,5.29343989,53.109243697478995,20.539362571506402,2.950050284948039,4.5591686221924235,7.797863250428545,31.25,1.9806250954461064,5.0134453781512605,3671,0,0.017978752383546716,0.794606374284936
BkiUdo45qsNCPYBLwfWC,commoncrawl,1.8836476802825928,-0.0556640625,-1.2278645833333333,-0.685546875,-0.10416666666666667,-0.3097330729166667,-1742.20689144,-1728.87172664,-1828.46272003,3.952880859375,0.2861328125,300.0,12.0,4.62295522,52.666666666666664,18.275862068965523,1.7931858936043037,2.630005977286312,24.047749543265237,33.33333333333333,8.77022653721683,5.576666666666667,2030,0,0.006896551724137931,0.8172413793103448
BkiUa6XxaKPQoekS2L6G,commoncrawl,1.2472857236862183,-0.10546875,-1.4495442708333333,-0.8460286458333334,0.020670572916666668,-0.3147786458333333,-2351.87087164,-2493.3524351,-2649.04107694,2.59552001953125,-0.103515625,561.0,27.0,5.28214029,55.258467023172905,19.300326119181733,0.5500550055005501,0.7334066740007334,3.555023742350168,76.0,0.8892263882297106,4.86096256684492,3373,0,0.0014823599169878447,0.8069967388081827
BkiUepTxK7IDLyvTHpKB,commoncrawl,0.8723625540733337,-0.0751953125,-1.5196533203125,-0.6290690104166666,0.058919270833333336,-0.298828125,-1465.19725208,-1439.87872535,-1524.51136846,-1.6429443359375,-0.0730438232421875,228.0,9.0,4.74839762,67.10526315789474,21.259842519685037,1.8650088809946712,2.1314387211367674,7.157468162227909,58.333333333333336,4.967613262037441,4.93859649122807,1397,0,0.018611309949892626,0.7874015748031497
BkiUcic25V5ha7jY8Oyn,commoncrawl,1.072817087173462,0.51531982421875,-0.23661295572916666,-0.2903645833333333,0.17008463541666666,-0.010640462239583334,-12354.27488308,-12257.77878905,-12306.95837963,0.1201171875,-0.1440582275390625,1684.0,187.0,5.7220341,33.433014354066984,24.144169217923732,0.4843254667136316,0.7044734061289186,5.373586851734616,63.63636363636363,2.650564438648247,6.7434679334916865,14372,23,0.006679654884497634,0.2777623156136933
BkiUdDnxK7FjYAb_62g1,commoncrawl,1.5088300704956055,-0.134765625,-1.4694010416666667,-0.6451822916666666,0.06770833333333333,-0.4348551432291667,-3530.61835675,-3400.27574767,-3662.57626861,3.0191650390625,-0.06005859375,718.0,26.0,5.20164987,45.543175487465184,16.860690725649988,3.15252665739453,2.132591562355123,7.507988151044333,61.53846153846154,1.017403320057138,6.008356545961003,5154,1,0.005044625533566162,0.8063639891346527
BkiUeyM5qhDCKmWYMeud,commoncrawl,2.0194852352142334,0.2314453125,-0.20296223958333334,-0.4453125,-0.034586588541666664,-0.14978790283203125,-12741.65097857,-11666.30501289,-12845.16942247,1.1739501953125,0.259765625,4110.0,214.0,6.28199136,37.41350513004056,23.77102531602206,2.882062950322336,1.8202502844141069,12.019676769758924,13.924050632911392,4.432599602182687,5.774452554744525,29191,0,0.008461512109896886,0.13062245212565518
BkiUdxA4dbghTeUMVJMC,commoncrawl,0.8596270084381104,0.4051513671875,-1.1050618489583333,-0.4018961588541667,0.07491048177083333,-0.2796223958333333,-4248.89893201,-4410.7631973,-4577.55336273,0.6329345703125,-0.121185302734375,1219.0,67.0,5.48961406,39.81937602627258,19.864995178399226,0.9540034071550256,1.0221465076660987,6.445956704224819,43.24324324324324,2.660556584949391,4.815422477440525,7259,0,0.0008265601322496211,0.5536575285852046
BkiUcULxK0fkXPSOpWGs,commoncrawl,1.3065677881240845,0.2803955078125,-0.3792317708333333,-0.329345703125,0.045247395833333336,-0.028076171875,-9503.92510432,-9536.36138545,-10426.09674648,1.072509765625,0.169921875,4101.0,177.0,5.79002099,25.371317263209153,20.238442619533956,0.9804933429662503,1.0217772731964083,4.717848208317433,61.44578313253012,0.8311227352965531,4.725188978297976,23989,0,0.0025011463587477595,0.16465880195089416
BkiUc845qhDBIcqDkCeY,commoncrawl,0.7941874861717224,0.36865234375,-0.4427897135416667,-0.5393778483072916,0.0283203125,-0.18408203125,-1285.84864857,-1246.79003291,-1329.16516195,0.6929931640625,0.0302734375,177.0,9.0,4.75458803,75.14124293785311,21.521335807050093,3.79746835443038,1.8411967779056386,14.20647123199361,33.33333333333333,3.1775888189598716,4.909604519774011,1078,0,0.021335807050092765,0.7847866419294991
BkiUdXo4ubnhDOg0W6Ma,commoncrawl,2.814627170562744,0.1591796875,-1.3485514322916667,-0.5270182291666666,-0.15559895833333334,-0.051239013671875,-3550.47516098,-3608.29086021,-3892.32865292,3.150390625,-0.03662109375,960.0,42.0,5.53490808,46.93028095733611,19.156646351507163,0.6039863096436481,1.0267767263942018,6.744333434350626,66.66666666666666,1.5853590902791475,5.173958333333333,6071,0,0.008071157964091583,0.6649645857354637
BkiUe8w25V5jQVTJN3T9,commoncrawl,1.9219321012496948,-0.1865234375,-1.439453125,-0.3083902994791667,0.40576171875,0.058675130208333336,-2093.52484207,-2216.35985677,-2320.47406813,2.3304443359375,-0.05224609375,420.0,23.0,4.66144831,43.333333333333336,21.362098138747882,5.367686527106817,2.0397208803005906,3.1936801836283806,77.27272727272727,0.10952902519167579,4.435714285714286,2364,0,0.001692047377326565,0.7863790186125211
BkiUc87xaKgTyGYK8-8z,commoncrawl,0.987133264541626,0.17041015625,-0.6526692708333334,-0.6720377604166666,0.12890625,-0.1796875,-2169.40015488,-2140.97386293,-2215.84376939,-1.80731201171875,-0.05517578125,276.0,21.0,4.84395466,63.63636363636363,22.06273258904838,1.3404825737265416,2.680965147453083,21.498371201701165,50.0,1.4237463660386183,5.405797101449275,1881,1,0.013290802764486975,0.7793726741095162
BkiUd404uBhhxIH74LAJ,commoncrawl,1.837209701538086,-0.15625,-1.30859375,-0.6446940104166666,-0.0595703125,-0.24560546875,-3728.13540998,-3866.48022783,-4155.42670458,2.682952880859375,0.0810546875,1114.0,51.0,5.59468471,48.064806480648066,19.425504134629335,1.2533572068039391,0.8594449418084155,3.9133656475300302,73.68421052631578,0.6741694991049452,5.01346499102334,6893,0,0.001450747134774409,0.5862469171623386
BkiUdxY5qWTD6fkJgTtW,commoncrawl,1.2239420413970947,0.3759765625,-1.548828125,-0.5553385416666666,-0.009867350260416666,-0.1435546875,-1430.86175779,-1394.93159417,-1509.68349174,-0.70751953125,0.2958984375,230.0,9.0,4.71122766,65.21739130434783,19.106529209621996,1.6849199663016006,3.5383319292333613,6.438422610568222,54.54545454545454,1.996317858386824,5.160869565217391,1455,0,0.006872852233676976,0.8089347079037801
BkiUbHs5qU2Ap2IpcRSL,commoncrawl,2.033784866333008,0.005859375,-1.1463216145833333,-0.3651529947916667,-0.2259521484375,-0.3619791666666667,-4120.90714425,-4062.50070132,-4197.47016188,3.0849609375,-0.1376953125,1101.0,54.0,5.59361705,48.93805309734513,18.22017139090309,0.8706664555960107,1.0764603451005224,26.273162123322724,0.0,0.13235186717777367,5.737511353315168,7585,0,0.005405405405405406,0.542649967040211
BkiUd6PxK4sA-7sDfvEq,commoncrawl,1.9341360330581665,0.2982177734375,-0.4405924479166667,-0.357666015625,0.185791015625,-0.027587890625,-2021.46635251,-2050.05915596,-2133.07444378,0.0936431884765625,-0.1458740234375,395.0,23.0,5.13345596,59.743589743589745,20.263942103022558,0.8465608465608466,1.4814814814814816,5.471202857727145,37.5,0.9544334975369457,4.784810126582278,2349,0,0.0034057045551298426,0.7982120051085568
BkiUbJc4ubnjorNy2-wq,commoncrawl,1.0994784832000732,-0.1318359375,-1.1730550130208333,-0.7332356770833334,0.07177734375,-0.425872802734375,-2370.36808548,-2237.84853265,-2494.5836638,1.8388671875,0.02880859375,417.0,17.0,4.99170758,53.01204819277109,18.384589388306864,4.050222762251924,2.025111381125962,11.271003164730836,30.0,1.6484384115487063,5.920863309352518,2959,0,0.017573504562352148,0.8161541061169314
BkiUdUXxK6-gD0SrdYcR,commoncrawl,2.4944095611572266,0.3828125,-0.9993489583333334,-0.6520182291666666,-0.225341796875,-0.18046061197916666,-3245.08909473,-3182.8448565,-3461.5730082,3.1107177734375,-0.0322265625,784.0,45.0,5.34445608,48.34183673469388,19.441069258809236,0.7429420505200593,0.7429420505200593,4.000332786651025,70.0,1.3724471587145077,5.150510204081633,4938,0,0.012150668286755772,0.8055893074119077
BkiUdbY5qhDBSUjwh-6Q,commoncrawl,1.0728387832641602,0.17724609375,-0.966796875,-0.2923787434895833,-0.2869466145833333,-0.4161783854166667,-6929.88658703,-6825.22883078,-6933.30183357,1.7600746154785156,0.111328125,1454.0,63.0,4.82539127,19.050894085281982,20.08658995100832,1.267962806424345,1.465201465201465,4.977099770314512,46.15384615384615,1.1999853958742264,4.8817056396148555,8777,0,0.006380312179560214,0.4527742964566481
BkiUd87xK1yAgYaM3GJw,commoncrawl,1.015776515007019,0.27978515625,-1.0216471354166667,-0.6087239583333334,0.04150390625,-0.17148844401041666,-2931.87619659,-2864.56498867,-3006.63728692,0.2784423828125,0.00439453125,632.0,35.0,5.6855429,66.8769716088328,24.515479486534105,0.6581009088060169,1.1281729865246004,19.959719847675988,30.76923076923077,10.104567222521718,5.049050632911392,3973,0,0.04505411527812736,0.7561036999748301
BkiUdInxaJJQnMJkXtCf,commoncrawl,2.1003661155700684,0.17138671875,-1.0452473958333333,-0.4156901041666667,-0.22196451822916666,-0.3092447916666667,-4468.85367844,-4819.16984031,-4824.09683804,4.2841796875,-0.0751953125,1391.0,83.0,5.64391758,39.88480921526278,20.972423802612482,0.8146025041484386,0.8146025041484386,5.951494035285776,57.77777777777777,5.934854985202835,4.765636232925953,8268,1,0.0010885341074020319,0.4876632801161103
BkiUajXxK0wg09KOUiW1,commoncrawl,2.455677032470703,0.2605743408203125,-0.435546875,-0.3563435872395833,-0.07355244954427083,-0.24812825520833334,-6030.79932898,-5887.79304373,-6419.40697472,1.82763671875,0.2216796875,1928.0,141.0,6.16580839,49.30015552099534,24.07984031936128,0.8030515960650473,0.6022886970487854,8.694513195431849,34.51327433628318,7.324305983811144,5.16701244813278,12525,0,0.015808383233532935,0.30347305389221557
