ind_i,ind_j,dim_i,dim_j,conflict_rate_balanced,lift_vs_independence,spearman,rate_github,rate_arxiv,rate_c4,rate_stackexchange,rate_wikipedia,rate_commoncrawl,rate_book
rps_doc_frac_chars_top_3gram,rps_lines_numerical_chars_fraction,D4统计启发式,D4统计启发式,0.12186607808868757,0.9749286247095006,0.017484090934707243,0.2017244283094427,0.014518002322880372,0.1523,0.1617,0.1618,0.03236514522821577,0.1286549707602339
fluency_en,rps_lines_numerical_chars_fraction,D2语言规范,D4统计启发式,0.12185782479016166,0.9748625983212933,-0.10796309375146206,0.2108705415621842,0.20404392355611867,0.0776,0.0533,0.1168,0.09097510373443983,0.09941520467836257
modernbert_cleanliness,rps_doc_frac_chars_top_3gram,D2语言规范,D4统计启发式,0.12078001377595196,0.9662401102076157,0.07764155428813506,0.37029828960664696,0.017738359201773836,0.1497,0.0498,0.1312,0.03900414937759336,0.08771929824561403
modernbert_readability,rps_lines_uppercase_letter_fraction,D2语言规范,D4统计启发式,0.12018275244853197,0.9614620195882557,0.14610060595987895,0.0869418765672368,0.04804138950480414,0.2685,0.0065,0.0945,0.04439834024896266,0.29239766081871343
fluency_en,rps_doc_frac_unique_words,D2语言规范,D4统计启发式,0.11980450202854555,0.9584360162283644,0.005292652722895675,0.08760619783674539,0.2106430155210643,0.0643,0.0605,0.1952,0.10342323651452281,0.11695906432748537
modernbert_professionalism,dsir_math,D1语义价值,D3参考域相似,0.11978611990680392,0.9582889592544314,0.02783650308850927,0.40192840300909466,0.051472917326575864,0.012,0.0743,0.0004,0.02354771784232365,0.27485380116959063
rps_doc_unigram_entropy,rps_doc_frac_chars_top_3gram,D4统计启发式,D4统计启发式,0.1177045402079216,0.9416363216633729,0.126147067164693,0.336642464164078,0.010136205258156478,0.1903,0.0614,0.2212,0.00425311203319502,0.0
modernbert_professionalism,fluency_en,D1语义价值,D2语言规范,0.11741143668204385,0.9392914934563508,0.05669645882787013,0.21006119240989557,0.012511878365536902,0.2956,0.0372,0.0854,0.15186721991701244,0.029239766081871343
rps_lines_uppercase_letter_fraction,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,D4统计启发式,0.11694395026409728,0.9355516021127782,0.06006268701866855,0.08474306673153935,0.09724421919543871,0.0027,0.0682,0.032,0.0483402489626556,0.4853801169590643
modernbert_cleanliness,rps_doc_frac_unique_words,D2语言规范,D4统计启发式,0.11653172767771786,0.9322538214217428,0.06836946749022302,0.11486208316179498,0.3398268398268398,0.0899,0.0197,0.0484,0.12116182572614108,0.08187134502923976
modernbert_reasoning,rps_doc_frac_chars_top_3gram,D1语义价值,D4统计启发式,0.11444455368867386,0.9155564295093909,0.061612121113994084,0.28190145589281035,0.022700876359412946,0.2007,0.0568,0.2193,0.01970954356846473,0.0
rps_doc_frac_chars_top_2gram,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,D4统计启发式,0.11308024622608882,0.9046419698087106,-0.06950898721849137,0.1518395149519069,0.1408510188997994,0.3537,0.0888,0.0221,0.02842323651452282,0.005847953216374269
rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_3gram,D4统计启发式,D4统计启发式,0.11288570310421833,0.9030856248337467,0.004855550275468188,0.2458596878625697,0.012459085629817337,0.2039,0.0645,0.1456,0.11203319502074689,0.005847953216374269
qurater,rps_doc_frac_chars_top_3gram,D1语义价值,D4统计启发式,0.11158946856172663,0.8927157484938131,0.1064482687550502,0.18834911486208317,0.018794213916165137,0.1493,0.0692,0.1889,0.0437759336099585,0.12280701754385964
modernbert_reasoning,ad_en,D1语义价值,D2语言规范,0.1112301715119539,0.8898413720956312,0.17175725743741796,0.08714772259440848,0.07121740048569317,0.0917,0.0141,0.2843,0.09564315352697095,0.13450292397660818
rps_doc_unigram_entropy,rps_doc_frac_no_alph_words,D4统计启发式,D4统计启发式,0.10890603041080422,0.8712482432864338,0.05467590267109787,0.04365807103559265,0.2990180551156161,0.2115,0.0361,0.1355,0.013174273858921162,0.023391812865497075
qurater,rps_lines_uppercase_letter_fraction,D1语义价值,D4统计启发式,0.10857107875264475,0.868568630021158,0.09522470884904492,0.06510348441184176,0.058599936648717134,0.2526,0.0238,0.052,0.10321576763485477,0.2046783625730994
rps_doc_unigram_entropy,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,D4统计启发式,0.10855138733855327,0.8684110987084261,0.035822951738570266,0.013118005913394962,0.2737303347059445,0.3509,0.0618,0.0079,0.01732365145228216,0.03508771929824561
modernbert_cleanliness,rps_lines_ending_with_terminal_punctution_mark,D2语言规范,D4统计启发式,0.10677278060332905,0.8541822448266324,0.3471858395257112,0.0043414798458026125,0.3792102206736353,0.211,0.0237,0.0046,0.01929460580912863,0.10526315789473684
modernbert_cleanliness,rps_doc_frac_no_alph_words,D2语言规范,D4统计启发式,0.10601443198507783,0.8481154558806226,0.2602124644988406,0.036299075564205245,0.3780487804878049,0.1045,0.0498,0.0685,0.09325726141078838,0.011695906432748537
rps_doc_frac_chars_top_3gram,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,D4统计启发式,0.10504864134761407,0.8403891307809126,0.00404317466131478,0.2474970994423444,0.010505754408193433,0.3218,0.0759,0.0456,0.01649377593360996,0.017543859649122806
fineweb_edu,rps_doc_frac_chars_top_2gram,D1语义价值,D4统计启发式,0.1043084737601487,0.8344677900811897,0.13570612267776772,0.1675399528425465,0.01948051948051948,0.12,0.0954,0.1155,0.07188796680497925,0.14035087719298245
qurater,rps_doc_frac_no_alph_words,D1语义价值,D4统计启发式,0.1024650557365155,0.819720445892124,0.13852888653415965,0.018764736704217973,0.39452011403230913,0.1288,0.0487,0.0634,0.06307053941908713,0.0
rps_doc_word_count,rps_doc_num_sentences,D4统计启发式,D4统计启发式,0.10242772467978936,0.8194217974383149,0.4464663497740953,0.22559788914255774,0.0023228803716608595,0.054,0.0124,0.1445,0.0033195020746887966,0.27485380116959063
qurater,ad_en,D1语义价值,D2语言规范,0.0985885809419437,0.7887086475355496,0.19522981448939553,0.05326265953067106,0.0649878576707845,0.116,0.0634,0.1266,0.12551867219917012,0.14035087719298245
rps_lines_uppercase_letter_fraction,rps_lines_numerical_chars_fraction,D4统计启发式,D4统计启发式,0.09822035527168392,0.7857628421734714,0.043296474210433956,0.07818874209364123,0.05004751346214761,0.0635,0.096,0.1086,0.11576763485477179,0.17543859649122806
modernbert_professionalism,modernbert_readability,D1语义价值,D2语言规范,0.09647826089476781,0.7718260871581425,0.12729109774250166,0.3502797634642015,0.005015309893358674,0.1124,0.0186,0.073,0.10435684647302905,0.011695906432748537
modernbert_professionalism,modernbert_cleanliness,D1语义价值,D2语言规范,0.0956407569926915,0.765126055941532,0.17782258853598013,0.3908220741794229,0.0042762115932847644,0.1657,0.0053,0.0152,0.07064315352697095,0.017543859649122806
dsir_math,rps_doc_frac_chars_top_3gram,D3参考域相似,D4统计启发式,0.09551239369054622,0.7640991495243697,0.08774690280337208,0.38021632546128226,0.006123957343469539,0.0332,0.0445,0.1977,0.006846473029045643,0.0
fluency_en,rps_doc_unigram_entropy,D2语言规范,D4统计启发式,0.0914396054514872,0.7315168436118976,0.39406174669559507,0.008299337550058012,0.010400168936754302,0.1712,0.0183,0.0612,0.03734439834024896,0.3333333333333333
modernbert_cleanliness,rps_doc_frac_chars_top_2gram,D2语言规范,D4统计启发式,0.09106300200433418,0.7285040160346734,0.1872443243347712,0.2451251918110708,0.015098722415795587,0.123,0.0359,0.056,0.05705394190871369,0.10526315789473684
modernbert_readability,rps_lines_ending_with_terminal_punctution_mark,D2语言规范,D4统计启发式,0.09047427750492133,0.7237942200393707,0.2214129251470664,0.01106890227927692,0.16592756836659275,0.3081,0.06,0.0275,0.05487551867219917,0.005847953216374269
fluency_en,rps_lines_ending_with_terminal_punctution_mark,D2语言规范,D4统计启发式,0.08998497969177885,0.7198798375342308,0.2892894765554513,0.0033637112167371535,0.22653362897265336,0.1391,0.0137,0.0229,0.048858921161825726,0.17543859649122806
dsir_books,rps_doc_frac_chars_top_3gram,D3参考域相似,D4统计启发式,0.0888943323595372,0.7111546588762976,0.03350295977701824,0.3804128148508552,0.0067574701721043184,0.0176,0.0412,0.1599,0.016390041493775934,0.0
modernbert_readability,rps_doc_frac_chars_top_2gram,D2语言规范,D4统计启发式,0.08875417479279064,0.7100333983423252,0.14997663350769494,0.2384679441595868,0.010875303558230388,0.1276,0.0267,0.1142,0.08589211618257261,0.017543859649122806
dsir_wiki,rps_doc_frac_chars_top_3gram,D3参考域相似,D4统计启发式,0.08851852001386738,0.7081481601109391,0.036342282597099956,0.38054848609603653,0.0065462992292260585,0.0168,0.0439,0.1542,0.017634854771784232,0.0
modernbert_professionalism,rps_doc_frac_chars_top_2gram,D1语义价值,D4统计启发式,0.08818166760873015,0.7054533408698412,0.2925292873869588,0.15191904637149595,0.017210431844578187,0.0897,0.0434,0.0499,0.031224066390041494,0.23391812865497075
fineweb_edu,ad_en,D1语义价值,D2语言规范,0.08778064086277766,0.7022451269022213,0.20772987949163396,0.06587072869493618,0.06541019955654102,0.1155,0.0415,0.1346,0.11556016597510374,0.07602339181286549
rps_lines_ending_with_terminal_punctution_mark,rps_lines_numerical_chars_fraction,D4统计启发式,D4统计启发式,0.08587241303567468,0.6869793042853974,0.128349976356454,0.29691885923874395,0.0010030619786717348,0.0841,0.0475,0.0362,0.024273858921161826,0.1111111111111111
modernbert_cleanliness,ad_en,D2语言规范,D2语言规范,0.08442717177236553,0.6754173741789242,0.17634143161910706,0.12591227216587447,0.0524759793052476,0.1465,0.0112,0.1413,0.09605809128630706,0.017543859649122806
qurater,rps_doc_frac_chars_top_2gram,D1语义价值,D4统计启发式,0.0834554574380423,0.6676436595043383,0.26090942309244225,0.1314280100303155,0.01895259212332383,0.0954,0.0504,0.0742,0.05591286307053942,0.15789473684210525
modernbert_reasoning,fluency_en,D1语义价值,D2语言规范,0.08228092926139903,0.6582474340911922,0.40066688748030455,0.018731988472622477,0.012300707422658642,0.2046,0.0216,0.099,0.09107883817427385,0.1286549707602339
modernbert_professionalism,ad_en,D1语义价值,D2语言规范,0.08098546444084115,0.6478837155267292,0.2613277480183653,0.07372562595905535,0.06836659275683665,0.0963,0.0098,0.1963,0.07562240663900414,0.04678362573099415
fluency_en,ad_en,D2语言规范,D2语言规范,0.07911139924038733,0.6328911939230987,0.24659522623070976,0.04043003106403683,0.02243691268081512,0.231,0.0319,0.0516,0.1354771784232365,0.04093567251461988
modernbert_cleanliness,rps_lines_uppercase_letter_fraction,D2语言规范,D4统计启发式,0.07840491299072427,0.6272393039257942,0.15057182424291882,0.08383547288446423,0.053531834019638895,0.1707,0.0178,0.0815,0.08298755186721991,0.05847953216374269
rps_doc_frac_unique_words,rps_doc_frac_no_alph_words,D4统计启发式,D4统计启发式,0.07823984802556604,0.6259187842045283,0.3041862886025643,0.1059171376174258,0.032467532467532464,0.0281,0.0849,0.128,0.022095435684647304,0.14619883040935672
rps_doc_frac_no_alph_words,rps_lines_uppercase_letter_fraction,D4统计启发式,D4统计启发式,0.0752239865892608,0.6017918927140864,0.2223444998267204,0.09308918746959093,0.07501847745750184,0.0082,0.0395,0.1573,0.007261410788381743,0.14619883040935672
fluency_en,dsir_books,D2语言规范,D3参考域相似,0.07500679110760489,0.6000543288608391,0.5061217142705737,0.0015719151165837044,0.07464892830746489,0.0246,0.0043,0.009,0.07759336099585062,0.3333333333333333
rps_doc_num_sentences,rps_doc_mean_word_length,D4统计启发式,D4统计启发式,0.07470311235650179,0.5976248988520143,0.09069976411663874,0.40296698978255174,0.0032203568788934643,0.0011,0.03,0.0819,0.0037344398340248964,0.0
fluency_en,dsir_wiki,D2语言规范,D3参考域相似,0.07374984637569064,0.5899987710055251,0.5142284400846794,0.0014596354653991543,0.07211487699292578,0.0208,0.0048,0.0076,0.07614107883817427,0.3333333333333333
fineweb_edu,dsir_books,D1语义价值,D3参考域相似,0.07231273979530153,0.5785019183624123,0.30524454230736286,0.040911897900370524,0.08309576602259529,0.036,0.0742,0.0082,0.0941908713692946,0.1695906432748538
fluency_en,rps_lines_uppercase_letter_fraction,D2语言规范,D4统计启发式,0.07123487698870258,0.5698790159096206,0.28839237889401237,0.05732811856731165,0.032256361524654206,0.1133,0.0219,0.0864,0.07634854771784233,0.1111111111111111
fineweb_edu,dsir_wiki,D1语义价值,D3参考域相似,0.07090235880324001,0.5672188704259201,0.31260077248502277,0.040911897900370524,0.07802766339351705,0.0297,0.0778,0.009,0.0912863070539419,0.1695906432748538
qurater,dsir_books,D1语义价值,D3参考域相似,0.0694725261897078,0.5557802095176624,0.4496545350520295,0.003143830233167409,0.1648189209164819,0.0235,0.0327,0.0018,0.06151452282157676,0.19883040935672514
modernbert_professionalism,rps_doc_unigram_entropy,D1语义价值,D4统计启发式,0.06947148269678442,0.5557718615742754,0.4174236955511004,0.1667727085594521,0.0007918910357934748,0.0034,0.0184,0.0014,0.01483402489626556,0.2807017543859649
fluency_en,rps_doc_frac_no_alph_words,D2语言规范,D4统计启发式,0.06780822767780147,0.5424658214224117,0.36095244835688384,0.026708522025524907,0.19596663499102523,0.0652,0.0163,0.0397,0.07230290456431536,0.05847953216374269
qurater,dsir_wiki,D1语义价值,D3参考域相似,0.06730606222954584,0.5384484978363667,0.4611857306762952,0.0030970470451738463,0.15737514518002324,0.0171,0.0332,0.0021,0.05943983402489626,0.19883040935672514
dsir_books,rps_doc_frac_chars_top_2gram,D3参考域相似,D4统计启发式,0.06586881527119261,0.5269505221695409,0.14385421150699687,0.2469169879112242,0.09344314222363002,0.0137,0.0271,0.0571,0.022821576763485476,0.0
modernbert_readability,rps_doc_frac_no_alph_words,D2语言规范,D4统计启发式,0.06572245642071137,0.5257796513656909,0.3091282090151863,0.04773756502863131,0.11756942244747123,0.1431,0.0513,0.0684,0.031950207468879666,0.0
dsir_wiki,rps_doc_frac_chars_top_2gram,D3参考域相似,D4统计启发式,0.06550584090199675,0.524046727215974,0.1460091732959711,0.2470386242000075,0.09011719987329743,0.0127,0.0279,0.0562,0.0245850622406639,0.0
fluency_en,dsir_math,D2语言规范,D3参考域相似,0.06485860010018886,0.5188688008015109,0.5567669675463609,0.0016608031737714735,0.025129342202512936,0.0242,0.0043,0.0102,0.05518672199170124,0.3333333333333333
rps_doc_frac_no_alph_words,rps_lines_numerical_chars_fraction,D4统计启发式,D4统计启发式,0.06482559577452349,0.5186047661961879,0.246787925475266,0.24486320595830682,0.0011614401858304297,0.0097,0.0552,0.0448,0.06296680497925311,0.03508771929824561
fineweb_edu,fluency_en,D1语义价值,D2语言规范,0.06022765242635237,0.48182121941081896,0.38554509838179213,0.018872338036603167,0.007602153943617358,0.1911,0.0326,0.0365,0.09398340248962656,0.04093567251461988
modernbert_cleanliness,dsir_books,D2语言规范,D3参考域相似,0.05961247712742416,0.47689981701939327,0.6071952099281483,0.001295894307421685,0.161651356773308,0.0157,0.0344,0.0003,0.06358921161825726,0.14035087719298245
modernbert_reasoning,rps_doc_frac_chars_top_2gram,D1语义价值,D4统计启发式,0.05953212506159851,0.4762570004927881,0.2960828985965546,0.19029997380141472,0.017738359201773836,0.0771,0.039,0.069,0.017738589211618257,0.005847953216374269
modernbert_cleanliness,dsir_wiki,D2语言规范,D3参考域相似,0.05843010482455154,0.46744083859641233,0.6126086762566163,0.001225719525431341,0.15420758103684934,0.0128,0.0355,0.0003,0.06462655601659752,0.14035087719298245
rps_doc_frac_chars_top_2gram,rps_doc_frac_chars_top_3gram,D4统计启发式,D4统计启发式,0.05834568460239291,0.46676547681914327,0.5204787021209986,0.099970994423444,0.0024284658430999894,0.0992,0.0474,0.1533,0.006120331950207469,0.0
dsir_math,rps_doc_frac_chars_top_2gram,D3参考域相似,D4统计启发式,0.05707884362454779,0.45663074899638234,0.23594312960708919,0.24644915603128859,0.02739942983845423,0.0215,0.0265,0.0665,0.011203319502074689,0.0
fineweb_edu,dsir_math,D1语义价值,D3参考域相似,0.0565598153527053,0.4524785228216424,0.4137834133145624,0.04049552752722781,0.02391510928096294,0.0203,0.0698,0.013,0.058817427385892115,0.1695906432748538
rps_doc_frac_unique_words,rps_lines_uppercase_letter_fraction,D4统计启发式,D4统计启发式,0.05347078803544963,0.427766304283597,0.1607391014445988,0.045038175081402745,0.042286981311371555,0.0354,0.0263,0.1938,0.02562240663900415,0.005847953216374269
fineweb_edu,rps_doc_unigram_entropy,D1语义价值,D4统计启发式,0.05314907713889231,0.4251926171111385,0.4968889916135638,0.02534245293611288,0.011719987329743428,0.0281,0.0617,0.0453,0.03029045643153527,0.1695906432748538
rps_doc_unigram_entropy,rps_doc_frac_chars_top_2gram,D4统计启发式,D4统计启发式,0.0528831427745366,0.4230651421962928,0.3989544829402463,0.2107348703170029,0.0065462992292260585,0.0721,0.0096,0.0684,0.0028008298755186722,0.0
qurater,dsir_math,D1语义价值,D3参考域相似,0.04704580616363155,0.3763664493090524,0.583342407499041,0.0032186833339571093,0.04888607327631718,0.0137,0.0252,0.001,0.03848547717842324,0.19883040935672514
fineweb_edu,modernbert_readability,D1语义价值,D2语言规范,0.046136737495858775,0.3690938999668702,0.461341691029819,0.02943598188554961,0.0041706261218456345,0.0871,0.0569,0.0297,0.08641078838174274,0.029239766081871343
qurater,rps_doc_unigram_entropy,D1语义价值,D4统计启发式,0.04389961955755003,0.3511969564604002,0.5922420964685543,0.006811632171862719,0.008763594129447789,0.0373,0.0246,0.009,0.02199170124481328,0.19883040935672514
fineweb_edu,modernbert_cleanliness,D1语义价值,D2语言规范,0.04225833745533894,0.3380666996427115,0.442945029831329,0.03869905310827501,0.012406292894097773,0.1087,0.0107,0.0266,0.07531120331950207,0.023391812865497075
modernbert_cleanliness,rps_doc_unigram_entropy,D2语言规范,D4统计启发式,0.042078870953457755,0.33663096762766204,0.6006074439225451,0.009950784086230771,0.003431527821771724,0.088,0.0187,0.0013,0.026970954356846474,0.14619883040935672
modernbert_reasoning,dsir_books,D1语义价值,D3参考域相似,0.0397889686405201,0.3183117491241608,0.4198011732702628,0.019438414611325273,0.17558863900327315,0.0068,0.0454,0.0012,0.012551867219917013,0.017543859649122806
qurater,modernbert_professionalism,D1语义价值,D1语义价值,0.039681804909936655,0.31745443927949324,0.47367649647318866,0.13512856020060632,0.009608277900960829,0.0491,0.0269,0.0102,0.023443983402489627,0.023391812865497075
dsir_math,rps_lines_ending_with_terminal_punctution_mark,D3参考域相似,D4统计启发式,0.039453899343646646,0.31563119474917317,0.41795233326223685,0.0038783262846663422,0.13113715552739943,0.0605,0.0092,0.0048,0.025726141078838173,0.04093567251461988
modernbert_reasoning,dsir_wiki,D1语义价值,D3参考域相似,0.03907836317879913,0.31262690543039307,0.42166984050826156,0.019312100003742654,0.16745855770246015,0.0057,0.0463,0.0024,0.01483402489626556,0.017543859649122806
modernbert_cleanliness,dsir_math,D2语言规范,D3参考域相似,0.03867302464171588,0.30938419713372706,0.6941077498388036,0.0012865376698229724,0.04666877837609545,0.0115,0.0287,0.0004,0.04180497925311203,0.14035087719298245
modernbert_reasoning,modernbert_readability,D1语义价值,D2语言规范,0.037887610827839646,0.30310088662271717,0.49962897493826564,0.03354354579138441,0.005279273571956499,0.0818,0.0078,0.0815,0.05529045643153527,0.0
fineweb_edu,modernbert_professionalism,D1语义价值,D1语义价值,0.03456491054394119,0.2765192843515295,0.47728209778000524,0.07447883528575171,0.014676380530039067,0.0362,0.016,0.0329,0.026763485477178422,0.04093567251461988
fluency_en,modernbert_readability,D2语言规范,D2语言规范,0.03295284447748386,0.2636227558198709,0.6376521395682523,0.014951906882742618,0.005965579136310844,0.0393,0.009,0.0169,0.02759336099585062,0.11695906432748537
dsir_math,rps_doc_frac_no_alph_words,D3参考域相似,D4统计启发式,0.031068303945226482,0.24854643156181186,0.47471918912288874,0.03535405516673528,0.043131665082884595,0.0228,0.0083,0.089,0.0013485477178423236,0.017543859649122806
modernbert_reasoning,modernbert_cleanliness,D1语义价值,D2语言规范,0.027693044012002798,0.22154435209602238,0.6389487479336529,0.02661495564953778,0.0029563932002956393,0.0979,0.0009,0.0136,0.034336099585062244,0.017543859649122806
dsir_wiki,rps_lines_ending_with_terminal_punctution_mark,D3参考域相似,D4统计启发式,0.027445476211054386,0.21956380968843509,0.5157306056438995,0.0036631236198959543,0.05728011825572801,0.0305,0.0094,0.0048,0.04553941908713693,0.04093567251461988
modernbert_readability,rps_doc_unigram_entropy,D2语言规范,D4统计启发式,0.026904986634576713,0.2152398930766137,0.5978940466214733,0.020112092518432576,0.005332066307676064,0.0736,0.0051,0.0459,0.02074688796680498,0.017543859649122806
dsir_books,rps_lines_ending_with_terminal_punctution_mark,D3参考域相似,D4统计启发式,0.025954172501081098,0.20763338000864878,0.5289001502774994,0.003644410344698529,0.050364269876465,0.0315,0.0084,0.0042,0.042634854771784234,0.04093567251461988
fineweb_edu,modernbert_reasoning,D1语义价值,D1语义价值,0.02403144418255974,0.19225155346047793,0.6344865293054892,0.011878251431565552,0.014148453172843417,0.0155,0.0062,0.0467,0.02116182572614108,0.05263157894736842
modernbert_readability,dsir_books,D2语言规范,D3参考域相似,0.02281778630439409,0.18254229043515272,0.6208233641828721,0.017796324712751225,0.03325942350332594,0.0339,0.0119,0.0113,0.03402489626556016,0.017543859649122806
rps_doc_frac_no_alph_words,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,D4统计启发式,0.021693109720162206,0.17354487776129765,0.6193588495953332,0.014353082076425015,0.0024812585788195544,0.0106,0.0086,0.032,0.08381742738589211,0.0
modernbert_reasoning,modernbert_professionalism,D1语义价值,D1语义价值,0.021606847240912126,0.172854777927297,0.6341151226239281,0.13185373704105693,0.0005279273571956499,0.0007,0.0,0.0,0.0006224066390041493,0.017543859649122806
dsir_wiki,rps_doc_frac_no_alph_words,D3参考域相似,D4统计启发式,0.021127474886713658,0.16901979909370926,0.6023261067000064,0.0348815449680003,0.006018371872030409,0.0085,0.0077,0.0719,0.0013485477178423236,0.017543859649122806
dsir_books,rps_doc_frac_no_alph_words,D3参考域相似,D4统计启发式,0.020891080039553128,0.16712864031642502,0.6072697268720925,0.03492364983719451,0.004540175271882589,0.0086,0.0064,0.0734,0.0008298755186721991,0.017543859649122806
modernbert_readability,dsir_wiki,D2语言规范,D3参考域相似,0.020685485699615314,0.1654838855969225,0.6371236341747768,0.017796324712751225,0.030989335867384647,0.0256,0.0117,0.0087,0.032468879668049795,0.017543859649122806
modernbert_reasoning,dsir_math,D1语义价值,D3参考域相似,0.01845778107919313,0.14766224863354505,0.5848693079084158,0.017562408772783412,0.050311477140745436,0.002,0.0364,0.0002,0.005186721991701245,0.017543859649122806
fineweb_edu,qurater,D1语义价值,D1语义价值,0.018291177872960473,0.1463294229836838,0.6417137948353675,0.008687638010404581,0.010664132615352128,0.0169,0.0381,0.0103,0.008298755186721992,0.03508771929824561
dsir_books,rps_doc_unigram_entropy,D3参考域相似,D4统计启发式,0.017257539126664983,0.13806031301331986,0.6554903312176004,0.004514577641378794,0.11487699292577341,0.0,0.0008,0.0003,0.00031120331950207467,0.0
modernbert_readability,dsir_math,D2语言规范,D3参考域相似,0.01681511015794071,0.13452088126352568,0.6816273303241241,0.018413862794266253,0.009344314222363002,0.0205,0.0088,0.018,0.025103734439834026,0.017543859649122806
qurater,modernbert_reasoning,D1语义价值,D1语义价值,0.016646342983050805,0.13317074386440644,0.6937801669897934,0.005983569744376661,0.009291521486643438,0.03,0.0064,0.0159,0.01970954356846473,0.029239766081871343
dsir_wiki,rps_doc_unigram_entropy,D3参考域相似,D4统计启发式,0.016523787476647456,0.13219029981317965,0.6635007998711137,0.004552004191773644,0.10970330482525605,0.0,0.0008,0.0003,0.00031120331950207467,0.0
fluency_en,modernbert_cleanliness,D2语言规范,D2语言规范,0.016028390754827614,0.1282271260386209,0.6653981770913489,0.0013052509450203974,0.003801076971808679,0.021,0.0049,0.0373,0.026348547717842324,0.017543859649122806
qurater,modernbert_cleanliness,D1语义价值,D2语言规范,0.015754957120322974,0.1260396569625838,0.6902550838485788,0.002802312960814402,0.0009502692429521698,0.0228,0.0009,0.0104,0.03734439834024896,0.03508771929824561
qurater,modernbert_readability,D1语义价值,D2语言规范,0.01566627026386647,0.12533016211093176,0.6873601250382391,0.0017122646805643924,0.00026396367859782494,0.0207,0.005,0.0226,0.035995850622406636,0.023391812865497075
qurater,fluency_en,D1语义价值,D2语言规范,0.01536854022220066,0.12294832177760529,0.6332829467869527,0.001847935925745724,0.0040650406504065045,0.0433,0.0043,0.0161,0.03796680497925311,0.0
modernbert_readability,modernbert_cleanliness,D2语言规范,D2语言规范,0.015056635526640152,0.12045308421312122,0.7389537309667017,0.01547587858827052,0.0005279273571956499,0.0155,0.0001,0.0226,0.02780082987551867,0.023391812865497075
modernbert_reasoning,rps_doc_unigram_entropy,D1语义价值,D4统计启发式,0.006951114828505687,0.0556089186280455,0.7491857950900642,0.0015017403345933605,0.0004223418857565199,0.0014,0.0152,0.0028,0.003941908713692946,0.023391812865497075
dsir_math,rps_doc_unigram_entropy,D3参考域相似,D4统计启发式,0.0049445083276567145,0.039556066621253716,0.7850145918601554,0.003953179385456042,0.029247175588639002,0.0,0.0008,0.0003,0.00031120331950207467,0.0
dsir_wiki,dsir_math,D3参考域相似,D3参考域相似,0.0,0.0,0.9615565579367874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsir_books,dsir_math,D3参考域相似,D3参考域相似,0.0,0.0,0.9582693034139663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dsir_books,dsir_wiki,D3参考域相似,D3参考域相似,0.0,0.0,0.9984092599675556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
